name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Striopach,ork_faster,Cruiser,Bultach Coalition,bt_engine_burn,13,9000,800,8000,15000,435,130,,55,48,20,40,18,1500,OMNI,,140,0.4,1,,,150,200,130,100,4,30,8,90000,3,8,480,0.25,20,20,,,,,,,,"rare_bp, ork_project_bp",,0.4,3,5,,
Mòran,ork_thrasher,Cruiser,Bultach Coalition,rammingdrive,14,12500,1400,9500,10000,500,135,,45,30,15,20,16,2250,FRONT,,150,0.4,1,,,150,190,145,100,5,30,8,115000,4,12,480,0.25,22,22,,,,,,,,ork_project_bp,,0.4,2,3,,404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DESTROYERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruinn,ork_hammah,Destroyer,Bultach Coalition,bt_engine_burn,12,4850,525,5000,15000,275,85,,50,35,7,27,15,1000,FRONT,,150,.4,1,,,80,120,100,60,2,35,8,42000,3,8,380,0.25,11,11,,,,,,,,"rare_bp, ork_project_bp",,0.4,3,5,,
Smàladair,ork_smasha,Heavy Destroyer,Bultach Coalition,rammingdrive,10,6500,800,5450,1875,250,75,,90,40,10,30,20,1250,FRONT,,110,.7,1,,,50,90,90,50,2,30,9,38000,8,10,380,0.25,12,12,8,50,,,,,,"rare_bp, ork_project_bp",0.75,0.4,2,2,,
Buail,ork_mech,Destroyer,Low Tech,ammofeed,12,6000,800,4700,3333,250,55,,95,35,20,30,20,650,PHASE,damper,,,,,,60,100,90,90,3,30,9,38000,5,12,380,0.25,9,9,,,,,,,,"rare_bp, ork_project_bp",,0.4,2,3,,303
Fithea,ork_prong,Destroyer,Bultach Coalition,bt_engine_burn,10,6000,900,4000,3333,200,85,,75,45,22,35,23,500,OMNI,,200,0.4,1,,,60,100,90,90,3,30,9,38000,5,12,380,0.25,9,9,,,,,,,,ork_project_bp,,0.4,2,3,,303
Snàthad,ork_bees,Light Carrier,Bultach Coalition,damper,11,4500,375,2500,2833,150,60,2,55,35,15,25,20,400,FRONT,,150,0.4,1,,,55,120,90,70,2,35,9,36000,4,8,380,0.25,10,10,28,125,,,,,,ork_project_bp,,0.6,2,3,,305
Luath,ork_speeder,Light Destroyer,Bultach Coalition,bt_offensive_overdrive,11,5450,400,3750,1875,250,75,,135,60,40,45,30,800,FRONT,,120,.4,0.9,,,75,105,120,80,2,30,10,43000,8,8,380,0.25,10,10,8,50,,,,,,"rare_bp, ork_project_bp",0.75,0.4,2,2,,
Roimhe,ork_old,Destroyer,Low Tech,maneuveringjets,9,5600,775,3250,2500,225,85,,65,40,20,20,15,500,OMNI,,120,0.4,1,,,50,100,100,80,2,40,9,30000,5,10,420,0.25,10,10,36,125,,,,,,"rare_bp, ork_project_bp",,0.5,2,3,,310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#FRIGATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreach,ork_grot,Heavy Frigate,Bultach Coalition,rammingdrive,6,3100,425,2350,1875,150,65,,100,55,20,35,25,800,FRONT,,90,.7,1,,,35,95,50,30,1,35,10,9000,8,8,300,0.25,7,7,8,50,,,,,,"rare_bp, ork_project_bp",0.75,0.4,2,2,,
Sgoinneil,ork_scrimb,Frigate,Bultach Coalition,ammofeed,5,1300,200,2100,1750,200,65,,120,100,90,60,80,200,FRONT,,200,0.4,1.1,,,25,50,40,25,1,25,10,8000,8,10,300,0.25,5,5,,,,,,,,ork_project_bp,,0.4,2,2,,204
Madach,ork_bastard,Carrier,Bultach Coalition,damper,8,1400,200,1100,1875,65,38,1,65,90,100,50,70,300,FRONT,,110,0.4,1,,,30,50,50,30,1,30,10,7000,8,10,300,0.25,7,7,8,50,,,,,CARRIER,ork_project_bp,0.75,0.4,2,2,,201.5
Ghean,ork_racer,Frigate,Bultach Coalition,bt_offensive_overdrive,5,1750,250,1800,1650,140,50,,150,120,100,60,90,300,FRONT,,220,0.4,0.9,,,30,50,50,30,1,30,10,12000,8,10,240,0.25,6,6,8,50,,,,,,ork_project_bp,0.75,0.4,2,2,,201.5
Gath,ork_skrunkly,Frigate,Bultach Coalition,bt_engine_burn,6,2000,400,2200,1875,150,45,,80,120,100,50,90,300,FRONT,,90,0.4,1,,,30,50,50,30,1,30,10,8000,8,10,300,0.25,4,4,8,50,,,,,,ork_project_bp,0.75,0.4,2,2,,201.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GESTALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feregether,ork_feregether,Dreadnought,Bultach Coalition,bt_reckoning,45,27500,1800,26500,15000,1500,500,3,36,22,18,7,8,6000,OMNI,,160,0.4,0.7,,,100,350,350,450,17,26,7,1000000,3,20,900,0.15,70,70,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",restricted,,.3,3,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sgoltadh,ork_sgoltadh,Siege Cruiser,Bultach Coalition,bultach_dash,16,8000,900,10000,12000,600,100,,60,25,30,20,25,2000,OMNI,,270,0.4,0.6,,,0,0,120,90,3,30,9,140000,5,15,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",restricted,,0.5,2,3,,413
Ceartas,ork_ceartas,Light Cruiser,Bultach Coalition,bultach_dash,16,8000,900,10000,12000,600,140,2,85,35,25,25,25,2000,OMNI,,270,0.4,0.6,,,0,0,120,90,3,30,9,140000,5,15,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",restricted,,0.5,2,3,,413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CORRUPTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macaillte,ork_feregether_corrupted,Corrupted Dreadnought,Bultach Coalition,advtemporalvault,60,27500,2050,22500,15000,1400,365,2,40,19,12,10,8,6000,OMNI,,90,0.3,0.8,,,0,0,350,450,17,26,7,2000000,3,20,900,0.15,75,75,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,.3,3,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#FIGHTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brònach,ork_light_fighter,,Bultach Coalition,,,375,75,80,,10,0,,190,380,340,85,180,30,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,104
Seillean,ork_heavy_fighter,,Bultach Coalition,flarelauncher_fighter,,800,150,100,,20,0,,150,360,235,75,170,30,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,104
Seileach,ork_heavy_fighter_drone,,Bultach Coalition,flux_booster,,725,210,150,,35,0,,165,360,260,75,170,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,104
Chaneil,ork_bomber,,Bultach Coalition,,,650,150,100,,20,0,,175,360,100,75,80,30,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Pod,ork_defense_drone,,Low Tech,,,500,150,150,,100,0,,160,200,200,85,130,50,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SUPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacehulk,ork_spacehulk,Junkship,Pirate,ammofeed,60,28000,1350,33500,10000,1150,190,1,25,4,3,3,3,12000,OMNI,,120,.6,1.3,,,1850,2500,2500,1500,40,25,6,2000000,2,15,1500,0.25,85,85,,,,,,,SHIP_WITH_MODULES,rare_bp,,1,3,4,,507
,big_thruster,Engine Module,,burndrive,12,14000,1350,10000,7000,400,100,,25,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,front_right,Prow Module,,flarelauncher,12,9000,900,22500,5000,500,100,,0,0,0,10,10,1500,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,2100
,front_left,Prow Module,,fastmissileracks,12,9000,900,18500,5000,500,90,1,0,0,0,10,10,1500,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,2100
,stuff_left,Side Module,,forgevats,12,13000,1200,8000,2500,600,135,1,0,0,0,10,10,1000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,2100
,stuff_right,Side Module,,ammofeed,12,13000,1200,8000,2500,600,115,2,0,0,0,10,10,1000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,2100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DòrnDhè,ork_superdread_main,Super Dreadnought,Bultach Coalition,bt_assault_burn,1000,65000,2250,32000,10000,1900,425,3,20,3,3,3,3,25000,NONE,,180,.5,1,,,5750,8750,4500,2450,50,25,6,10000000,2,15,950,0.25,120,200,,,,,,,SHIP_WITH_MODULES,,,0.3,4,6,,507
,ork_superdread_prow_left,Prow Module,,damper,100,14500,1500,10000,7000,650,125,,22,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_superdread_prow_right,Prow Module,,damper,100,14500,1500,10000,7000,650,125,,22,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_superdread_armor_left,Armor Module,,damper,100,20000,1750,12000,5000,600,140,,0,0,0,10,10,500,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,3,,2100
,ork_superdread_armor_right,Armor Module,,damper,100,20000,1750,12000,5000,600,140,,0,0,0,10,10,5000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,3,,2100
,ork_superdread_hangar_left,Hangar Module,,damper,100,21500,1600,8000,2500,250,140,3,0,0,0,10,10,1000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2100
,ork_superdread_hangar_right,Hangar Module,,damper,100,12000,1600,8000,2500,250,140,3,0,0,0,10,10,1000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2100
,ork_superdread_thruster_left,Thruster Module,,damper,100,21500,1600,8000,2500,250,145,3,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2100
,ork_superdread_thruster_right,Thruster Module,,damper,100,21500,1600,8000,2500,250,145,3,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2100
,ork_shield_module,Shield Module,,,100,20000,2000,26500,2500,1400,0,0,0,0,0,10,10,2000,OMNI,,360,.5,.7,,,0,0,0,0,1,0,,75000,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption,ork_redemption_main,Reclaimed Sporeship,Luddic Path,bt_holy_charge,1000,95000,2850,20000,10000,1000,225,,20,3,3,3,3,35000,NONE,,0,0,0,,,2500,6250,5000,5000,40,25,6,2000000,2,15,1500,0.25,100,100,,,,,,,"SHIP_WITH_MODULES, UNBOARDABLE, HIDE_IN_CODEX",restricted,,0.8,3,5,,507
,ork_redemption_thruster_left,Thruster Module,,ammofeed,12,32500,1850,13000,7000,450,110,2,1,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_redemption_thruster_right,Thruster Module,,ammofeed,12,32500,1850,13000,7000,450,110,2,1,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_redemption_ring_left,Ring Module,,ammofeed,12,20000,1550,10000,7000,450,50,,1,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_redemption_ring_right,Ring Module,,ammofeed,12,20000,1550,10000,7000,450,50,,1,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_redemption_prow_left,Prow Module,,damper,12,42000,2350,16000,7000,750,165,,1,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_redemption_prow_right,Prow Module,,damper,12,42000,2350,16000,7000,750,165,,1,0,0,10,10,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sathar,ork_sgr_main,Heavy Dreadnought,Bultach Coalition,bt_assault_burn,70,28000,1650,26500,10000,1350,265,,20,3,3,3,3,15000,OMNI,,360,.5,1,,,1500,3850,1000,900,36,25,7,1500000,2,15,1500,0.25,85,85,,,,,,,SHIP_WITH_MODULES,rare_bp,,0.3,4,6,,507
,sgr_center_left,Center Module,,bt_yoinker,0,8000,1100,8000,7000,350,70,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,sgr_center_right,Center Module,,bt_yoinker,0,8000,1100,8000,7000,350,70,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,sgr_front_left,Prow Module,,ammofeed,0,10000,1150,10000,7000,450,90,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,sgr_front_right,Prow Module,,ammofeed,0,10000,1150,10000,7000,450,90,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,sgr_engine_left,Engine Module,,phase_interdict,0,6500,1000,4000,7000,150,30,,22,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,sgr_engine_right,Engine Module,,phase_interdict,0,6500,1000,4000,7000,150,30,,22,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_magnetic_core,Shield Core,,bt_aegis_unique,0,50000,5000,5000,10000,400,0,,1,0,0,10,10,15000,NONE,,0,0,0,,,0,0,0,0,0,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulwark,ork_bulwark_station,Star Bulwark,,bt_aegis_unique,650,160000,2400,5000,2500,100,0,,0,0,0,4,4,15000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,120,50,,,,,,,"STATION, UNBOARDABLE",,,0,,,,2004
,ork_station_arms,Station Arms,,,0,160000,2400,1000,2500,100,0,,0,0,0,3,3,7000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2004
,ork_guns_station_module,Heavy Combat Module,,forgevats_station,1,16000,1750,25000,30000,1000,1000,,0,0,0,3,3,3500,FRONT,,100,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2063
,ork_station_fighters,Heavy Support Module,,forgevats_station,1,10000,1500,10000,12500,500,1000,3,0,0,0,10,10,2500,FRONT,,100,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2064
,ork_station_missiles,Heavy Support Module,,forgevats_station,1,10000,1500,10000,12500,500,1000,,0,0,0,3,3,2500,FRONT,,100,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2064
,ork_guns_station_module_2,Heavy Combat Module,,forgevats_station,1,20000,2000,30000,30000,1200,1000,,0,0,0,10,10,3500,FRONT,,100,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judgement,ork_judgement,Converted Mining Station,Luddic Path,maneuveringjets,75,30000,1300,18000,10000,450,145,,27,6,3,3,3,15000,NONE,,0,0,0,,,2000,4250,1850,1250,40,25,6,2000000,2,15,1500,0.25,85,85,,,,,,,SHIP_WITH_MODULES,"rare_bp, LP_bp",,0.8,3,5,,507
,ork_judgement_engine,Thruster Module,,ammofeed,12,8000,800,9000,7000,450,85,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_judgement_middle_left,Center module,,ammofeed,12,11000,900,10000,7000,450,85,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_judgement_middle_right,Center module,,ammofeed,12,11000,900,10000,7000,450,85,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_judgement_front_left,Prow Module,,ammofeed,12,15500,1300,14000,7000,450,85,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,ork_judgement_front_right,Prow Module,,ammofeed,12,15500,1300,14000,7000,450,85,,1,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,75000,,1,1500,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
