name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Wrecker (P),roider_wrecker_p,Cruiser,Pirate,roider_phasenet,15,9000,1100,10000,10500,500,150,,45,30,20,15,20,1500,FRONT,,240,0.5,1.1,,,180,300,150,120,4,30,8,125000,3,12,480,0.25,24,24,,,,,,,SHIP_WITH_MODULES,"rare_bp, roider_retrofit, no_drop, merc",,0.5,2,3,,404
,roider_wrecker_p_armor,Prow Armor,,,2,1800,1650,100,2500,100,0,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","module_hull_bar_only, module_refit_bright, roider_armor",,1,2,3,,404.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telamon,roider_telamon,Battleship,Roider Union,burndrive,28,16000,1250,16000,15000,400,320,2,35,15,14,6,6,3500,OMNI,,180,0.6,1,,,600,1250,350,500,15,33,7,350000,3,12,720,0.25,40,40,,,,,,,SHIP_WITH_MODULES,"rare_bp, roider, roider_retrofit, merc",,0.6,2,4,,500
,roider_telamon_front,Prow Armor,,,8,2500,2000,100,2500,100,0,,0,0,0,10,10,1000,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","module_hull_bar_only, module_refit_bright, roider_armor",,1,2,3,,500.1
,roider_telamon_left,Port Sponson Armor,,,5,1500,1800,100,2500,100,0,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","module_hull_bar_only, module_refit_bright, roider_armor",,1,2,3,,500.2
,roider_telamon_right,Starboard Sponson Armor,,,5,1500,1800,100,2500,100,0,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","module_hull_bar_only, module_refit_bright, roider_armor",,1,2,3,,500.3
Argos,roider_argos,Mothership,Roider Union,roider_flareLauncher,20,18000,1500,12000,10000,400,200,3,30,15,10,4,4,4000,OMNI,,180,0.5,1,,,400,1200,1000,1800,6,300,7,250000,2,15,720,0.25,32,32,,,,,,,"CARRIER, COMBAT","rare_bp, roider, roider_retrofit, merc",,0.75,3,5,,501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,roider_frame_frigate,Frigate Frame Hull,Roider Union,flarelauncher,1,800,100,1000,,50,15,,110,80,50,45,60,150,NONE,,0,0,0,,,2,0,0,0,1,0,9,1000,5,20,180,0.25,2,2,,,,,,,CIVILIAN,"roider_bp, retroLib_frame, roider, retroLib_frame_roider",,0.5,2,2,,600
,roider_frame_destroyer,Destroyer Frame Hull,Roider Union,flarelauncher,3,2000,300,2000,,100,30,,50,40,25,25,20,600,NONE,,0,0,0,,,10,0,0,0,2,0,8,6000,5,20,360,0.25,4,4,,,,,,,CIVILIAN,"roider_bp, retroLib_frame, roider, retroLib_frame_roider",,0.5,2,3,,601
,roider_frame_cruiser,Cruiser Frame Hull,Roider Union,flarelauncher,5,5000,400,3000,,150,45,,35,25,10,15,12,1500,NONE,,0,0,0,,,30,0,0,0,4,0,7,12000,3,20,420,0.25,8,8,,,,,,,CIVILIAN,"roider_bp, retroLib_frame, roider, retroLib_frame_roider",,0.5,2,3,,602
,roider_frame_capital,Capital Frame Hull,Roider Union,flarelauncher,6,8000,500,4000,,200,50,,25,5,2,3,2,4000,NONE,,0,0,0,,,70,0,0,0,6,0,6,50000,2,20,720,0.25,10,10,,,,,,,CIVILIAN,"roider_bp, retroLib_frame, roider, retroLib_frame_roider",,0.7,2,4,,603
