name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Splint-XIV,sa_splintXIV,Makeshift Cruiser,Low Tech,overdrive,20,9000,1250,10000,6000,600,150,,40,10,5,8,4,3000,PHASE,damper,,,,,,230,550,300,200,4,50,7,250000,6,8,500,0.15,20,20,,,,,,,,"rare_bp, XIV_bp",,0.70,2,3,,492
Elanus,sa_elanus,Railgun Cruiser,Midline,maneuveringjets,15,7000,850,8000,7000,400,125,,65,50,30,20,25,700,FRONT,,270,0.4,0.8,,,100,180,100,100,3,33,9,150000,4,12,480,0.25,20,20,,,,,,,,"midline_bp, merc",,0.5,2,3,,400
Elanus (LG),sa_elanus_lg,Railgun Cruiser,Lion's Guard,maneuveringjets,15,7000,850,8000,7000,400,125,,65,50,30,20,25,700,FRONT,,270,0.4,0.8,,,100,180,100,100,3,33,9,150000,4,12,480,0.25,20,20,,,,,,,,"LG_bp, no_dealer",,0.5,2,3,,400
Skua,sa_skua,Light Carrier,Midline,maneuveringjets,15,5500,650,6500,7000,350,125,2,70,50,30,20,25,650,FRONT,,270,0.4,0.8,,,140,200,150,125,3,33,9,140000,4,12,480,0.25,15,15,,,,,,,CARRIER,"midline_bp, merc",,0.5,2,3,,400
Mobster,sa_mobster,Converted Tanker,Pirate,ammofeed,10,3500,400,10000,2500,350,130,1,50,30,20,40,25,400,OMNI,,90,0.5,1.2,,,15,30,20,200,2,100,8,22000,5,20,300,0.25,15,15,,,,,,,,pirate_bp,,0.75,3,4,,311
Twilight,sa_twilight,Converted Droneship,Corrupted Design,flarelauncher_active,16,7750,1000,10000,12000,650,150,,50,25,20,15,15,2250,OMNI,,270,0.5,0.8,,,250,500,120,90,3,30,9,150000,5,15,540,0.25,25,25,,,,,,,,"corrupted_bp, merc",,0.5,2,3,,413
Lunchbox,sa_box,Swarm Carrier,Pirate,ammofeed,15,7500,500,8000,7000,350,80,3,45,25,20,25,15,700,FRONT,,180,0.6,1.3,,,250,600,150,300,4,60,7,90000,7,20,260,0.25,15,15,,,,,,,"CARRIER, COMBAT",pirate_bp,,0.50,2,4,,133
Lunchbox(A),sa_lunchbox,Auxillary Carrier,Hegemony,ammofeed,15,8500,500,9000,7000,350,100,3,45,25,20,25,15,700,FRONT,,180,0.6,1.1,,,200,600,150,300,4,60,7,100000,7,20,260,0.25,15,15,,,,,,,"CARRIER, COMBAT",heg_aux_bp,,0.50,2,4,,133
Perigee,sa_perigee,Cruiser,High Tech,targetingfeed,14,8500,700,10000,9000,800,120,2,65,40,30,20,25,2000,FRONT,,300,0.6,0.6,,,200,600,500,300,2,150,8,180000,3,15,420,0.25,25,25,,,,,,,"CARRIER, COMBAT","rare_bp, merc",,0.6,2,3,,403
Polyphemus,sa_cyclops,Augmented Cruiser,Corrupted Design,forgevats,15,12000,1500,10000,6000,500,130,1,55,15,10,12,6,1800,OMNI,,200,0.3,0.8,,,60,300,400,180,3,60,7,270000,5,10,540,0.25,25,25,,,,,,,,"corrupted_bp, merc",,0.4,2,3,,402.1
Pillbox,sa_pillbox,Modified Freighter,Low Tech,overdrive,12,9000,800,4000,3600,300,110,,40,30,15,15,15,1400,FRONT,,100,0.4,1.1,,,120,180,120,60,4,15,7,75000,3,20,480,0.25,15,15,,,,,,,HIDE_IN_CODEX,,,0.5,2,3,,411.11
Ingot,sa_ingot,Carrier,Midline,maneuveringjets,18,6000,600,5000,6000,300,110,3,60,40,30,20,25,800,FRONT,,300,0.4,0.8,,,175,250,200,60,3,20,8,100000,3,12,360,0.25,18,18,,,,,,,CARRIER,"midline_bp, merc",,0.5,2,3,,407
Cavern,sa_cavern,Converted Heavy Droneship,Corrupted Design,plasmajets,18,10000,900,11000,11000,450,175,2,45,30,25,11,20,3000,FRONT,,180,0.4,0.8,,,400,600,300,90,3,30,8,165000,5,15,540,0.25,30,30,,,,,,,,"corrupted_bp, merc",,0.7,2,3,,413
Ceudar,sa_ceudar,Cruiser,High Tech,highenergyfocus,15,9500,700,10000,11000,600,130,1,75,40,30,15,20,1500,OMNI,,210,0.4,0.7,,,160,300,150,150,4,38,8,200000,4,12,480,0.25,25,25,,,,,,,RENDER_ENGINES_BELOW_HULL,"merc, rare_bp",,0.5,2,4,,401.5
Lockjaw,sa_lockjaw,Carrier,Low Tech,flarelauncher_active,15,4750,400,8000,10000,400,120,2,60,45,35,17,13,780,OMNI,,90,0.5,1.2,,,200,260,100,50,5,10,7,100000,5,10,300,0.30,15,15,,,,,,,,"merc, pirate_bp, ",,0.6,3,5,,423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cast,sa_cast,Carrier,High Tech,targetingfeed,42,18000,1200,14000,12000,650,260,4,40,20,10,20,10,3250,OMNI,,280,0.8,0.7,,,500,1250,200,200,10,20,7,400000,3,15,600,0.25,42,42,,,,,,,CARRIER,"rare_bp, merc",,0.6,2,4,,501
Brace,sa_brace,Scrapcarrier,Low Tech,damper,30,17000,1350,12000,10000,400,270,4,30,10,5,15,10,3750,FRONT,,80,0.4,1.1,,,600,1300,300,300,15,20,6,250000,3,12,720,0.25,35,35,,,,,,,"CARRIER, COMBAT","rare_bp, merc",,0.5,2,4,,463
Eclipse,sa_eclipse,Battlecarrier,Corrupted Design,displacer_degraded,50,15000,1250,20000,37500,900,320,2,35,20,10,5,6,3500,OMNI,,200,0.5,0.8,,,1750,2000,500,400,10,40,7,450000,5,15,720,0.25,50,50,,,,,,,,"corrupted_bp, merc",,0.4,2,4,,509
Gaia,sa_gaia,Superbarge,Low Tech,burndrive,20,20000,2250,15000,14000,900,300,2,30,15,10,5,4,4000,PHASE,damper,,,,,,1500,3500,1000,600,20,30,6,350000,7,20,600,0.35,60,60,,,,,,,"SHIP_WITH_MODULES,",rare_bp,,0.3,2,5,,243
Ebirah,sa_lobster,Lobster King,Sindrian Diktat,plasmajets,40,15000,1750,24000,25000,800,250,2,30,20,15,10,5,3500,OMNI,,360,0.5,0.8,,,600,1500,600,600,10,60,8,1000000,6,10,720,0.45,60,60,,,,,,,"HIDE_IN_CODEX, CARRIER, COMBAT, SHIP_WITH_MODULES,",,,0.4,2,5,,420
Shoggoth,sa_shoggoth,Augmented Superfreighter,Corrupted Design,overdrive,40,11000,1000,20000,8750,600,250,,35,9,4,5,3,4750,OMNI,,90,0.5,0.8,,,300,700,600,400,10,40,8,350000,2,20,720,0.25,40,40,,,,,,,,"corrupted_bp, merc",,0.7,2,4,,502.5
Aegis,sa_ageis,Battleship,Low Tech,burndrive,28,25000,1750,30000,15000,700,400,,35,20,15,6,7,3500,FRONT,,240,0.4,0.8,,,750,1200,300,400,15,27,7,900000,3,12,720,0.25,40,40,,,,,,,HIDE_IN_CODEX,,,0.4,2,4,,500
Pangolin,sa_pangolin,Carrier,Low Tech,targetingfeed,38,12000,1000,18000,15000,800,240,3,45,25,20,8,7,3000,OMNI,,90,0.5,1,,,800,1000,300,500,12,41,6,300000,4,15,700,0.25,45,45,,,,,,,CARRIER,"rare_bp, merc",,0.5,3,5,,565
Ulysses,sa_ulysses,Battlecruiser,Low Tech,sa_assault_burn,25,13000,1250,15000,25000,700,250,2,60,45,40,7,12,2800,OMNI,,120,0.25,1.2,,,600,800,400,450,10,56,8,330000,4,20,600,0.25,45,45,,,,,,,,"rare_bp, merc",,0.6,2,4,,505
Anaktora,sa_anaktora,Battleship,Midline,ammofeed,55,15000,1500,19000,18000,800,340,,45,25,20,8,6,2700,OMNI,,100,0.4,0.8,,,750,1200,300,500,12,41,6,500000,5,20,700,0.25,55,55,,,,,,,,rare_bp,,0.5,3,5,,242
Chandelier,sa_chandelier,Assault Carrier,High Tech,entropyamplifier,20,20000,1500,20000,14000,600,260,4,40,15,10,5,4,4000,OMNI,,200,0.4,0.7,,,1300,3000,400,400,14,28,7,1000000,7,20,600,0.35,70,70,,,,,,,"SHIP_WITH_MODULES,",rare_bp,,0.3,2,5,,243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sa_lobster_arm_left,Left Claw,,,1,6000,750,10000,15000,400,150,,0,0,0,0,0,700,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1444
,sa_lobster_arm_right,Right Claw,,,1,6000,750,10000,15000,400,150,,0,0,0,0,0,700,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1445
,sa_gaia_gunnery,Gunnery Module,,,1,8500,950,20000,15000,500,150,,0,0,0,0,0,800,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1456
,sa_gaia_leftbay,Hangar Module,,,1,7000,750,10000,15000,200,60,2,0,0,0,0,0,600,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1457
,sa_gaia_rightbay,Hangar Module,,,1,7000,750,10000,15000,200,60,2,0,0,0,0,0,600,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1458
,sa_chandelier_bow,Bow,,highenergyfocus,1,8500,700,10000,15000,500,100,,0,0,0,0,0,800,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1456
,sa_chandelier_right,Wing,,targetingfeed,1,7000,600,10000,15000,200,90,1,0,0,0,0,0,600,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1457
,sa_chandelier_left,Wing,,targetingfeed,1,7000,600,10000,15000,200,90,1,0,0,0,0,0,600,NONE,,0,0,0,,,0,0,0,0,1,0,0,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,1457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#remnants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominator(R),sa_dominator_remnant,Heavy Drone Cruiser,Remnant,plasmajets,15,13000,1250,10000,10000,500,250,,35,25,15,14,14,2250,FRONT,,200,0.4,0.8,,,0,0,100,150,3,30,8,125000,4,12,540,0.25,30,30,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.4,2,3,,404
Legion(R),sa_legion_remnant,Battlecarrier,Remnant,microburn,28,16000,1500,16000,12500,700,320,4,40,20,20,10,10,3600,FRONT,,200,0.3,0.7,,,0,0,200,300,15,20,8,400000,3,12,720,0.25,50,50,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT, UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec
",,0.4,2,4,,507
Eradicator(R),sa_eradicator_remnant,Fast Cruiser,Remnant,highenergyfocus,13,7000,1000,11000,12000,500,180,,80,60,60,20,25,1600,OMNI,,150,0.4,0.8,,,0,0,100,120,4,30,9,140000,4,12,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,4,,404.5
Manticore(R),sa_manticore_remnant,Destroyer,Remnant,canister_flak,12,4000,550,5000,4167,300,100,,90,80,60,40,50,400,OMNI,,150,0.4,0.8,,,0,0,80,50,2,25,9,75000,5,12,420,0.25,15,15,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.4,2,3,,303.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital Station,sa_remstation_t1,Converted Station,,,100,50000,1600,1000,2500,100,0,,30,200,200,3,3,6000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2201
Battlestation,sa_remstation_t2,Converted Station,,,200,90000,2000,1000,2500,100,0,,30,200,200,3,3,6000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2201
Star Fortress,sa_remstation_t3,Converted Sation,,,400,160000,2400,1000,2500,100,0,,30,200,200,2,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,100,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2201
,sa_brace_station,Weapons Platform,,forgevats_station,1,19000,1700,12000,10000,1200,1000,2,0,0,0,10,10,3750,FRONT,,50,0.4,1.1,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.7,2,2,,463.1
,sa_module_battery,Auxillary Battery,,canister_flak,1,8500,1200,10000,9000,800,1000,,0,0,0,10,10,800,PHASE,damper,,,,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,454
,sa_gunnery_battery,Heavy Battery,,canister_flak,1,8500,1200,10000,9000,800,1000,,0,0,0,10,10,800,PHASE,damper,,,,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,454.1
,sa_tesla_spike,Spire Node,,emp_station,1,9000,1000,9000,8000,900,1000,,0,0,0,10,10,900,FRONT,,90,0.4,0.9,,,0,0,0,0,1,0,0,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.6,2,2,,535
,sa_station_shield,Shield Node,,,1,6000,600,18000,20000,800,1000,,0,0,0,10,10,600,FRONT,,90,0.4,0.9,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2334
,sa_earthbreaker,Heavy Citadel,,forgevats_station,1,20000,2250,30000,43750,1750,1000,,0,0,0,10,10,1000,FRONT,,200,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2066.1
,sa_energy_battery,Energy Battery,,entropyamplifier,1,5500,1000,10000,18750,750,1000,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,2221.1
