name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Maunder (P),supportships_maunderp,Frigate,Pirate,fastmissileracks,6,1800,350,3500,1,250,70,,130,110,90,60,90,200,FRONT,,240,0.4,0.8,,,15,30,30,30,1,30,10,10000,8,20,200,0.25,6,6,,,,,,,,"pirate_bp, merc",,0.5,2,2,,500
Maunder (S),supportships_maunders,Transport,Midline,flarelauncher,3,1000,200,2500,1,100,25,,100,90,70,60,90,150,FRONT,,240,0.4,0.8,,,10,150,30,30,1,30,10,100000,8,20,180,0.25,2,2,,,,,,,"CIVILIAN, LINER",rare_bp,,0.5,2,2,,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apsis,supportships_apsis,Destroyer,High Tech,flarelauncher_active,10,4500,350,6000,1,350,80,1,100,90,75,35,80,500,FRONT,,360,0.3,0.6,,,50,100,125,60,2,30,9,43000,5,12,360,0.25,11,11,,,,,,,,"hightech_bp, merc",,0.7,2,3,,500
Gemini (LC),supportships_geminilc,Combat Freighter,Midline,reservewing,9,4500,250,2700,1,170,85,2,60,35,15,25,20,400,OMNI,,150,0.4,0.8,,,55,120,200,70,2,35,9,36000,4,8,360,0.25,9,9,,,,,,,"CIVILIAN, CARRIER",LC_bp,,0.6,2,3,,500
Lammergeier,supportships_lammergeier,Destroyer,Midline,supportships_combatvent,11,6000,550,8000,1,350,105,,90,70,50,30,60,500,FRONT,,150,0.4,1,,,50,100,125,60,2,30,9,43000,5,12,360,0.25,12,12,,,,,,,,"midline_bp, merc",,0.5,2,3,,500
Lammergeier (LG),supportships_lammergeierlg,Destroyer,Lion's Guard,supportships_combatvent,11,6000,550,8000,1,350,99,,90,70,50,30,60,500,FRONT,,150,0.4,1,,,50,100,125,60,2,30,9,43000,5,12,360,0.25,12,12,,,,,,,,"LG_bp,no_dealer",,0.5,2,3,,500
Nebulae,supportships_nebulae,Converted Transport,Midline,supportships_combatvent,7,3000,175,5000,1,160,70,,50,30,20,20,12,450,FRONT,,150,0.5,1,,,35,50,80,80,2,40,8,25000,5,20,360,0.25,7,7,,,,,,,,"base_bp, merc",,0.75,2,3,,500
Sidebar,supportships_sidebar,Escort Destroyer,High Tech,fortressshield,10,3000,300,5000,,300,65,1,90,80,60,30,30,350,OMNI,,200,0.4,0.8,,,40,100,80,60,2,30,9,40000,5,20,360,0.25,11,11,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","hightech_bp,merc",,0.5,2,3,,500
Tercio,supportships_tercio,Destroyer,Low Tech,burndrive,8,5000,1000,2000,1,200,80,,90,70,60,40,50,400,NONE,,0,0,0,,,70,150,100,60,2,30,9,35000,5,12,360,0.25,8,8,,,,,,,SHIP_WITH_MODULES,"lowtech_bp, merc",,0.5,2,2,,500
Tercio (XIV),supportships_tercio_xiv,Destroyer,XIV Battlegroup,burndrive,8,5000,1000,2000,1,200,80,,90,70,60,40,50,400,NONE,,0,0,0,,,70,150,100,60,2,30,9,35000,5,12,360,0.25,8,8,,,,,,,SHIP_WITH_MODULES,XIV_bp,,0.5,2,2,,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspirant,supportships_aspirant,Fire Support Cruiser,Low Tech,flarelauncher,12,6000,1100,7000,1,400,110,,50,20,10,15,20,1000,FRONT,,180,0.4,0.8,,,125,200,120,100,3,33,7,110000,4,12,480,0.25,14,14,,,,,,,,"lowtech_bp,merc",,0.5,2,3,,500
Ossifrage,supportships_ossifrage,Cruiser,Midline,reservewing,15,13000,1000,8000,1,650,165,1,50,40,30,30,40,2500,OMNI,,200,0.4,0.8,,,200,300,150,150,4,38,8,150000,5,12,420,0.25,25,25,,,,,,,"CARRIER, COMBAT","midline_bp, merc",,0.9,3,5,,500
Parabola,supportships_parabola,Carrier,High Tech,plasmajets,15,10000,800,8000,1,400,135,3,50,40,30,20,25,2250,OMNI,,150,0.4,0.8,,,200,300,100,120,4,30,9,130000,4,12,420,0.25,22,22,,,,,,,"CARRIER, COMBAT","hightech_bp, merc",,0.7,2,3,,500
Hospice,supportships_hospice,Hospital Ship,Midline,recalldevice,12,8000,750,3250,0,180,120,3,75,50,40,15,20,1500,OMNI,,170,0.4,0.8,,,150,400,250,150,3,50,8,100000,4,12,480,0.25,14,14,,,,,,,"CIVILIAN,CARRIER","rare_bp,merc,ind",,0.5,2,3,,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoid,supportships_geoid,Voyage Ship,Low Tech,flarelauncher,7,8000,250,4000,1,200,65,,25,5,2,3,2,4000,OMNI,,45,0.5,1,,,50,100,1000,900,6,150,6,75000,2,20,720,0.25,10,10,,,,,,,"CIVILIAN, FREIGHTER, TANKER","rare_bp, merc",,0.7,2,4,,500
Revoker,supportships_revoker,Fast Battleship,High Tech,microburn,28,15000,1350,22000,1,1200,250,,30,15,10,6,4,3500,FRONT,,200,0.5,0.8,,,450,750,300,400,8,50,7,350000,4,20,720,0.25,40,40,,,,,,,,"rare_bp,merc",,0.6,2,5,,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tercio Armor,supportships_tercio_armor,Armor,Low Tech,damper,0,3000,1000,1000,0,100,0,,0,0,0,0,0,250,NONE,,0,0,0,,,0,0,0,0,0,0,0,0,1,10,540,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,0.3,2,2,,500
Tercio (XIV) Armor,supportships_tercio_xiv_armor,Armor,XIV Battlegroup,damper,0,3000,1000,1000,0,100,0,,0,0,0,0,0,250,NONE,,0,0,0,,,0,0,0,0,0,0,0,0,1,10,540,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,0.3,2,2,,500
