id,type,frame,magnitude,map,path
al_deco_ala_gunlowerleft,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_lb_gunmask_n.png
al_deco_ala_gunmiddleleft,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_lm_gunmask_n.png
al_deco_ala_gunupperleft,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_lt_gunmask_n.png
al_deco_ala_gunlowerright,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_rb_gunmask_n.png
al_deco_ala_gunmiddleright,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_rm_gunmask_n.png
al_deco_ala_gunupperright,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_rt_gunmask_n.png
al_deco_ala_missilelowerleft,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_lb_missilemask_n.png
al_deco_ala_missilemiddleleft,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_lm_missilemask_n.png
al_deco_ala_missileupperleft,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_lt_missilemask_n.png
al_deco_ala_missilelowerright,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_rb_missilemask_n.png
al_deco_ala_missilemiddleright,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_rm_missilemask_n.png
al_deco_ala_missileupperright,turret,,2,normal,graphics/arkleg/shaders/ships/alastair/loa_alastair_rt_missilemask_n.png
,,,,,
loa_ike,ship,,2,normal,graphics/arkleg/shaders/ships/ike/loa_ike_n.png
,,,,,
loamt_gaillard,ship,,2,normal,graphics/arkleg/shaders/ships/gaillard/loa_gaillard_n.png
loa_deco_gaillard_upper_left_mask,turret,,2,normal,graphics/arkleg/shaders/ships/gaillard/loa_deco_gaillard_upper_left_mask_n.png
loa_deco_gaillard_upper_right_mask,turret,,2,normal,graphics/arkleg/shaders/ships/gaillard/loa_deco_gaillard_upper_right_mask_n.png
loa_deco_gaillard_lower_left_mask,turret,,2,normal,graphics/arkleg/shaders/ships/gaillard/loa_deco_gaillard_lower_left_mask_n.png
loa_deco_gaillard_lower_right_mask,turret,,2,normal,graphics/arkleg/shaders/ships/gaillard/loa_deco_gaillard_lower_right_mask_n.png
,,,,,
#loalt_alanqil,ship,,2,normal,graphics/arkleg/shaders/ships/alanqil/loa_alanqil_n.png
,,,,,
#loalt_thlos,ship,,2,normal,graphics/arkleg/shaders/ships/thlos/loa_thlos_n.png
#loalt_thlos_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/thlos/loa_thlos_leftmask_n.png
#loalt_thlos_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/thlos/loa_thlos_rightmask_n.png
#loa_type3,turret,,2,normal,graphics/arkleg/shaders/weapons/type3/loa_type3_base_n.png
#loa_type3,turretbarrel,,2,normal,graphics/arkleg/shaders/weapons/type3/loa_type3_recoil_n.png
#loa_type3,hardpoint,,2,normal,graphics/arkleg/shaders/weapons/type3/loa_type3_base_n.png
#loa_type3,hardpointbarrel,,2,normal,graphics/arkleg/shaders/weapons/type3/loa_type3_recoil_n.png
,,,,,
loamt_burke,ship,,2,normal,graphics/arkleg/shaders/ships/burke/al_burke_n.png
al_burke_mask,turret,,2,normal,graphics/arkleg/shaders/ships/burke/al_burke_mask_n.png
loamtp_burke,ship,,2,normal,graphics/arkleg/shaders/ships/burke/al_burke_p_n.png
,,,,,
loa_buffalo_ars,ship,,1,normal,graphics/arkleg/shaders/ships/buffalo/loa_buffalo_ars_n.png
,,,,,
loalt_oogik,ship,,2,normal,graphics/arkleg/shaders/ships/oogik/loa_oogik_n.png
loalt_oogik_d,ship,,2,normal,graphics/arkleg/shaders/ships/oogik/loa_oogik_d_n.png
loalt_oogik_r,ship,,2,normal,graphics/arkleg/shaders/ships/oogik/loa_oogik_r_n.png
,,,,,
loalt_nicke,ship,,2,normal,graphics/arkleg/shaders/ships/nicke/loa_nicke_n.png
loalt_nicke_d,ship,,2,normal,graphics/arkleg/shaders/ships/nicke/loa_nicke_d_n.png
loalt_nicke_r,ship,,2,normal,graphics/arkleg/shaders/ships/nicke/loa_nicke_r_n.png
loa_nicke_gun,hardpoint,,2,normal,graphics/arkleg/shaders/weapons/nickegun/loa_nicke_gun_n.png
loa_nicke_gun_r,hardpoint,,2,normal,graphics/arkleg/shaders/weapons/nickegun/loa_nicke_gun_r_n.png
,,,,,
loalt_taath,ship,,2,normal,graphics/arkleg/shaders/ships/taath/loa_taath_n.png
loalt_taath_d,ship,,2,normal,graphics/arkleg/shaders/ships/taath/loa_taath_d_n.png
loalt_taath_r,ship,,2,normal,graphics/arkleg/shaders/ships/taath/loa_taath_r_n.png
,,,,,
loalt_eylamn,ship,,2,normal,graphics/arkleg/shaders/ships/eylamn/loa_eylamn_n.png
loalt_eylamn_d,ship,,2,normal,graphics/arkleg/shaders/ships/eylamn/loa_eylamn_d_n.png
loalt_eylamn_r,ship,,2,normal,graphics/arkleg/shaders/ships/eylamn/loa_eylamn_r_n.png
,,,,,
loamt_caswell,ship,,2,normal,graphics/arkleg/shaders/ships/caswell/al_caswell_n.png
al_deco_cass_left,turret,,2,normal,graphics/arkleg/shaders/ships/caswell/al_caswell_leftmask_n.png
al_deco_cass_right,turret,,2,normal,graphics/arkleg/shaders/ships/caswell/al_caswell_rightmask_n.png
,,,,,
loaht_savior,ship,,,material,graphics/arkleg/shaders/ships/savior/loa_savior_m.png
loaht_savior,ship,,2,normal,graphics/arkleg/shaders/ships/savior/loa_savior_n.png
loaht_champion1,ship,,,material,graphics/arkleg/shaders/ships/champion/loa_champion_m.png
loaht_champion1,ship,,,surface,graphics/arkleg/shaders/ships/champion/loa_champion_s.png
loaht_champion1,ship,,2,normal,graphics/arkleg/shaders/ships/champion/loa_champion_n.png
loa_savior_leftradiator,turret,,,material,graphics/arkleg/shaders/ships/savior/loa_savior_leftradiator_m.png
loa_savior_leftradiator,turret,,2,normal,graphics/arkleg/shaders/ships/savior/loa_savior_leftradiator_n.png
loa_savior_rightradiator,turret,,,material,graphics/arkleg/shaders/ships/savior/loa_savior_rightradiator_m.png
loa_savior_rightradiator,turret,,2,normal,graphics/arkleg/shaders/ships/savior/loa_savior_rightradiator_n.png
loa_deco_champguard_left,turret,,,material,graphics/arkleg/shaders/ships/champion/loa_champguard_left_m.png
loa_deco_champguard_left,turret,,,surface,graphics/arkleg/shaders/ships/champion/loa_champguard_left_s.png
loa_deco_champguard_left,turret,,2,normal,graphics/arkleg/shaders/ships/champion/loa_champguard_left_n.png
loa_deco_champguard_right,turret,,,material,graphics/arkleg/shaders/ships/champion/loa_champguard_right_m.png
loa_deco_champguard_right,turret,,,surface,graphics/arkleg/shaders/ships/champion/loa_champguard_right_s.png
loa_deco_champguard_right,turret,,2,normal,graphics/arkleg/shaders/ships/champion/loa_champguard_right_n.png
loa_deco_champradiator_left,turret,,,material,graphics/arkleg/shaders/ships/champion/loa_champradiator_left_m.png
loa_deco_champradiator_left,turret,,,surface,graphics/arkleg/shaders/ships/champion/loa_champradiator_left_s.png
loa_deco_champradiator_left,turret,,2,normal,graphics/arkleg/shaders/ships/champion/loa_champradiator_left_n.png
loa_deco_champradiator_right,turret,,,material,graphics/arkleg/shaders/ships/champion/loa_champradiator_right_m.png
loa_deco_champradiator_right,turret,,,surface,graphics/arkleg/shaders/ships/champion/loa_champradiator_right_s.png
loa_deco_champradiator_right,turret,,2,normal,graphics/arkleg/shaders/ships/champion/loa_champradiator_right_n.png
loaht_champion1_d,ship,,,material,graphics/arkleg/shaders/ships/champion/loa_champion_d_m.png
loaht_champion1_d,ship,,,surface,graphics/arkleg/shaders/ships/champion/loa_champion_d_s.png
loaht_champion1_d,ship,,2,normal,graphics/arkleg/shaders/ships/champion/loa_champion_d_n.png
,,,,,
,,,,,
,,,,,
al_deco_duke,turret,,2,normal,graphics/arkleg/shaders/ships/duke/al_duke_mask_n.png
,,,,,
al_earl,ship,,2,normal,graphics/arkleg/shaders/ships/earl/al_earl_n.png
,,,,,
loa_baron,ship,,2,normal,graphics/arkleg/shaders/ships/baron/loa_baron_n.png
,,,,,
loamt_donovan,ship,,2,normal,graphics/arkleg/shaders/ships/donovan/loa_donovan_n.png
,,,,,
al_emdrone,ship,,,material,graphics/arkleg/shaders/ships/emdrone/al_emdrone_m.png
al_emdrone,ship,,,surface,graphics/arkleg/shaders/ships/emdrone/al_emdrone_m.png
al_emdrone,ship,,1,normal,graphics/arkleg/shaders/ships/emdrone/al_emdrone_m.png
al_emdroneweapon,turret,,,material,graphics/arkleg/shaders/ships/emdrone/al_emdroneturret_m.png
al_emdroneweapon,turret,,,surface,graphics/arkleg/shaders/ships/emdrone/al_emdroneturret_s.png
al_emdroneweapon,turret,,1,normal,graphics/arkleg/shaders/ships/emdrone/al_emdroneturret_n.png
,,,,,
loamt_edith,ship,,2,normal,graphics/arkleg/shaders/ships/edith/loa_edith_n.png
loamt_edith_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/edith/loa_edith_leftmask_n.png
loamt_edith_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/edith/loa_edith_rightmask_n.png
,,,,,
loamt_fox,ship,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_n.png
loa_fox_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_leftmask_n.png
loa_fox_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_rightmask_n.png
loamtg_fox,ship,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_n.png
loa_fox_g_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_leftmask_n.png
loa_fox_g_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_rightmask_n.png
loamtp_fox,ship,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_p_n.png
loa_fox_p_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_p_leftmask_n.png
loa_fox_p_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/fox/loa_fox_p_rightmask_n.png
,,,,,
,,,,,
loamt_osmond,ship,,2,normal,graphics/arkleg/shaders/ships/osmond/loa_osmond_n.png
loa_osmond_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/osmond/loa_osmond_leftmask_n.png
loa_osmond_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/osmond/loa_osmond_rightmask_n.png
,,,,,
,,,,,
loamt_king,ship,,2,normal,graphics/arkleg/shaders/ships/king/al_king_n.png
al_deco_king_lowerleft,turret,,2,normal,graphics/arkleg/shaders/ships/king/al_king_lowerleftmask_n.png
al_deco_king_lowerright,turret,,2,normal,graphics/arkleg/shaders/ships/king/al_king_lowerrightmask_n.png
al_deco_king_upperleft,turret,,2,normal,graphics/arkleg/shaders/ships/king/al_king_upperleftmask_n.png
al_deco_king_upperright,turret,,2,normal,graphics/arkleg/shaders/ships/king/al_king_upperrightmask_n.png
loa_king_leftshadow,turret,,2,normal,graphics/arkleg/weapons/al_inviswep.png
loa_king_leftshadow,turret,,,material,graphics/arkleg/weapons/al_inviswep.png
loa_king_leftshadow,turret,,,surface,graphics/arkleg/weapons/al_inviswep.png
loa_king_rightshadow,turret,,2,normal,graphics/arkleg/weapons/al_inviswep.png
loa_king_rightshadow,turret,,,material,graphics/arkleg/weapons/al_inviswep.png
loa_king_rightshadow,turret,,,surface,graphics/arkleg/weapons/al_inviswep.png
,,,,,
,,,,,
loamt_hawke,ship,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_n.png
loa_hawke_leftshadow,turret,,,material,graphics/arkleg/weapons/al_inviswep.png
loa_hawke_leftshadow,turret,,,surface,graphics/arkleg/weapons/al_inviswep.png
loa_hawke_leftshadow,turret,,2,normal,graphics/arkleg/weapons/al_inviswep.png
loa_hawke_rightshadow,turret,,,material,graphics/arkleg/weapons/al_inviswep.png
loa_hawke_rightshadow,turret,,,surface,graphics/arkleg/weapons/al_inviswep.png
loa_hawke_rightshadow,turret,,2,normal,graphics/arkleg/weapons/al_inviswep.png
loa_hawke_uppermask,turret,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_uppermask_n.png
loa_hawke_lowermask,turret,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_lowermask_n.png
loamtg_hawke,ship,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_g_n.png
loa_hawke_uppermask_g,turret,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_uppermask_g_n.png
loa_hawke_lowermask_g,turret,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_lowermask_g_n.png
loamtp_hawke,ship,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_p_n.png
loa_hawke_uppermask_p,turret,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_uppermask_g_n.png
loa_hawke_lowermask_p,turret,,2,normal,graphics/arkleg/shaders/ships/hawke/loa_hawke_lowermask_g_n.png
,,,,,
,,,,,
loamt_lyons,ship,,2,normal,graphics/arkleg/shaders/ships/lyons/al_lyons_n.png
loa_deco_lyons_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/lyons/loa_lyons_leftmask_n.png
loa_deco_lyons_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/lyons/loa_lyons_rightmask_n.png
,,,,,
loamt_jameson,ship,,2,normal,graphics/arkleg/shaders/ships/jameson/loa_jameson_n.png
,,,,,
loamtp_macnamara_boss,ship,,2,normal,graphics/arkleg/shaders/ships/macnamara/loa_bigmac_n.png
,,,,,
loamt_macnamara,ship,,2,normal,graphics/arkleg/shaders/ships/macnamara/al_macnamara_n.png
al_deco_macnamara_leftshadow,turret,,2,normal,graphics/arkleg/weapons/al_inviswep.png
al_deco_macnamara_leftshadow,turret,,,material,graphics/arkleg/weapons/al_inviswep.png
al_deco_macnamara_leftshadow,turret,,,surface,graphics/arkleg/weapons/al_inviswep.png
al_deco_macnamara_rightshadow,turret,,2,normal,graphics/arkleg/weapons/al_inviswep.png
al_deco_macnamara_rightshadow,turret,,,material,graphics/arkleg/weapons/al_inviswep.png
al_deco_macnamara_rightshadow,turret,,,surface,graphics/arkleg/weapons/al_inviswep.png
al_deco_macnamara_lowerleft,turret,,2,normal,graphics/arkleg/shaders/ships/macnamara/al_macnamara_lowerleftmask_n.png
al_deco_macnamara_lowerright,turret,,2,normal,graphics/arkleg/shaders/ships/macnamara/al_macnamara_lowerrightmask_n.png
al_deco_macnamara_upperleft,turret,,2,normal,graphics/arkleg/shaders/ships/macnamara/al_macnamara_upperleftmask_n.png
al_deco_macnamara_upperright,turret,,2,normal,graphics/arkleg/shaders/ships/macnamara/al_macnamara_upperrightmask_n.png
,,,,,
al_monodrone,ship,,,material,graphics/arkleg/shaders/ships/monodrone/al_monodrone_m.png
al_monodrone,ship,,,surface,graphics/arkleg/shaders/ships/monodrone/al_monodrone_s.png
al_monodrone,ship,,1,normal,graphics/arkleg/shaders/ships/monodrone/al_monodrone_n.png
,,,,,
loamt_reid,ship,,2,normal,graphics/arkleg/shaders/ships/reid/al_reid_n.png
al_deco_reid_left,turret,,2,normal,graphics/arkleg/shaders/ships/reid/al_reid_leftmask_n.png
al_deco_reid_right,turret,,2,normal,graphics/arkleg/shaders/ships/reid/al_reid_rightmask_n.png
,,,,,
loamt_sherman,ship,,2,normal,graphics/arkleg/shaders/ships/sherman/al_sherman_n.png
al_deco_sher_mid,turret,,2,normal,graphics/arkleg/shaders/ships/sherman/al_sherman_mask_n.png
,,,,,
loamt_thatcher,ship,,2,normal,graphics/arkleg/shaders/ships/thatcher/al_thatcher_n.png
al_deco_thatcher_mask,turret,,2,normal,graphics/arkleg/shaders/ships/thatcher/al_thatcher_mask_n.png
loamtg_thatcher,ship,,2,normal,graphics/arkleg/shaders/ships/thatcher/al_thatcher_g_n.png
al_deco_thatcher_g_mask,turret,,2,normal,graphics/arkleg/shaders/ships/thatcher/al_thatcher_g_mask_n.png
loamtp_thatcher,ship,,2,normal,graphics/arkleg/shaders/ships/thatcher/al_thatcher_p_n.png
al_deco_thatcher_p_mask,turret,,2,normal,graphics/arkleg/shaders/ships/thatcher/al_thatcher_g_mask_n.png
,,,,,
loamt_norwood,ship,,2,normal,graphics/arkleg/shaders/ships/norwood/loa_norwood_n.png
loa_norwood_leftmask,turret,,2,normal,graphics/arkleg/shaders/ships/norwood/loa_norwood_leftmask_n.png
loa_norwood_rightmask,turret,,2,normal,graphics/arkleg/shaders/ships/norwood/loa_norwood_rightmask_n.png
,,,,,
loamt_victoria,ship,,2,normal,graphics/arkleg/shaders/ships/victoria/al_victoria_n.png
al_deco_vic_left,turret,,2,normal,graphics/arkleg/shaders/ships/victoria/al_victoria_leftmask_n.png
al_deco_vic_right,turret,,2,normal,graphics/arkleg/shaders/ships/victoria/al_victoria_rightmask_n.png
,,,,,
loamt_walsh,ship,,2,normal,graphics/arkleg/shaders/ships/walsh/al_walsh_n.png
loamtg_walsh,ship,,2,normal,graphics/arkleg/shaders/ships/walsh/al_walsh_g_n.png
,,,,,
al_bass,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/bassdrum/al_bass_hardpoint_base_n.png
al_bass,turret,,1,normal,graphics/arkleg/shaders/weapons/bassdrum/al_bass_turret_base_n.png
,,,,,
al_bongo,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/bongo/al_bongo_hardpoint_base_n.png
al_bongo,turret,,1,normal,graphics/arkleg/shaders/weapons/bongo/al_bongo_turret_base_n.png
,,,,,
al_bongo_f,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/bongo/al_bongo_hardpoint_base_n.png
al_bongo_f,turret,,1,normal,graphics/arkleg/shaders/weapons/bongo/al_bongo_turret_base_n.png
,,,,,
,,,,,
,,,,,
,,,,,
al_bulldog,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/bulldog/al_bulldog_hardpoint_base_n.png
al_bulldog,hardpointbarrel,,1,normal,graphics/arkleg/shaders/weapons/bulldog/al_bulldog_hardpoint_recoil_n.png
al_bulldog,turret,,1,normal,graphics/arkleg/shaders/weapons/bulldog/al_bulldog_turret_base_n.png
al_bulldog,turretbarrel,,1,normal,graphics/arkleg/shaders/weapons/bulldog/al_bulldog_turret_recoil_n.png
,,,,,
al_bullpup,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/bullpup/al_bullpup_hardpoint_base_n.png
al_bullpup,hardpointbarrel,,1,normal,graphics/arkleg/shaders/weapons/bullpup/al_bullpup_hardpoint_recoil_n.png
al_bullpup,turret,,1,normal,graphics/arkleg/shaders/weapons/bullpup/al_bullpup_turret_base_n.png
al_bullpup,turretbarrel,,1,normal,graphics/arkleg/shaders/weapons/bullpup/al_bullpup_turret_recoil_n.png
,,,,,
al_chemoblast,hardpoint,,,material,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_hardpoint_base_m.png
al_chemoblast,hardpoint,,,surface,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_hardpoint_base_s.png
al_chemoblast,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_hardpoint_base_n.png
al_chemoblast,hardpointbarrel,,,material,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_hardpoint_recoil_m.png
al_chemoblast,hardpointbarrel,,,surface,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_hardpoint_recoil_s.png
al_chemoblast,hardpointbarrel,,1,normal,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_hardpoint_recoil_n.png
al_chemoblast,turret,,,material,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_turret_base_m.png
al_chemoblast,turret,,,surface,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_turret_base_s.png
al_chemoblast,turret,,1,normal,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_turret_base_n.png
al_chemoblast,turretbarrel,,,material,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_turret_recoil_m.png
al_chemoblast,turretbarrel,,,surface,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_turret_recoil_s.png
al_chemoblast,turretbarrel,,1,normal,graphics/arkleg/shaders/weapons/chemoblaster/al_chemoblaster_turret_recoil_n.png
,,,,,
al_chemospray,hardpoint,,,material,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_hardpoint_base_m.png
al_chemospray,hardpoint,,,surface,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_hardpoint_base_s.png
al_chemospray,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_hardpoint_base_n.png
al_chemospray,hardpointbarrel,,,material,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_hardpoint_recoil_m.png
al_chemospray,hardpointbarrel,,,surface,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_hardpoint_recoil_s.png
al_chemospray,hardpointbarrel,,1,normal,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_hardpoint_recoil_n.png
al_chemospray,turret,,,material,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_turret_base_m.png
al_chemospray,turret,,,surface,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_turret_base_s.png
al_chemospray,turret,,1,normal,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_turret_base_n.png
al_chemospray,turretbarrel,,,material,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_turret_recoil_m.png
al_chemospray,turretbarrel,,,surface,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_turret_recoil_s.png
al_chemospray,turretbarrel,,1,normal,graphics/arkleg/shaders/weapons/chemospray/al_chemospray_turret_recoil_n.png
,,,,,
al_cone,hardpoint,,,material,graphics/arkleg/shaders/weapons/cone/al_cone_hardpoint_base_m.png
al_cone,hardpoint,,,surface,graphics/arkleg/shaders/weapons/cone/al_cone_hardpoint_base_s.png
al_cone,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/cone/al_cone_hardpoint_base_n.png
al_cone,turret,,,material,graphics/arkleg/shaders/weapons/cone/al_cone_turret_base_m.png
al_cone,turret,,,surface,graphics/arkleg/shaders/weapons/cone/al_cone_turret_base_s.png
al_cone,turret,,1,normal,graphics/arkleg/shaders/weapons/cone/al_cone_turret_base_n.png
al_cone_missile,missile,,,material,graphics/arkleg/shaders/weapons/cone/al_conemissile_m.png
al_cone_missile,missile,,,surface,graphics/arkleg/shaders/weapons/cone/al_conemissile_s.png
al_cone_missile,missile,,1,normal,graphics/arkleg/shaders/weapons/cone/al_conemissile_n.png
,,,,,
al_pelletgun_f,turret,,,material,graphics/arkleg/shaders/weapons/fighterpelletgun/al_pelletgun_f_base_m.png
al_pelletgun_f,turret,,,surface,graphics/arkleg/shaders/weapons/fighterpelletgun/al_pelletgun_f_base_s.png
al_pelletgun_f,turret,,1,normal,graphics/arkleg/shaders/weapons/fighterpelletgun/al_pelletgun_f_base_n.png
,,,,,
,,,,,
,,,,,
al_plasmadriver_f_left,turret,,1,normal,graphics/arkleg/shaders/weapons/fighterplasmadriver/al_plasmadriver_f_left_n.png
al_plasmadriver_f_right,turret,,1,normal,graphics/arkleg/shaders/weapons/fighterplasmadriver/al_plasmadriver_f_right_n.png
,,,,,
al_heavymonorail,hardpoint,,,material,graphics/arkleg/shaders/weapons/heavymonorail/al_heavymonorail_hardpoint_base_m.png
al_heavymonorail,hardpoint,,,surface,graphics/arkleg/shaders/weapons/heavymonorail/al_heavymonorail_hardpoint_base_s.png
al_heavymonorail,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/heavymonorail/al_heavymonorail_hardpoint_base_n.png
al_heavymonorail,turret,,,material,graphics/arkleg/shaders/weapons/heavymonorail/al_heavymonorail_turret_base_m.png
al_heavymonorail,turret,,,surface,graphics/arkleg/shaders/weapons/heavymonorail/al_heavymonorail_turret_base_s.png
al_heavymonorail,turret,,1,normal,graphics/arkleg/shaders/weapons/heavymonorail/al_heavymonorail_turret_base_n.png
,,,,,
loa_heavyionpike,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/heavyionpike/al_heavyionpike_hardpoint_base_n.png
loa_heavyionpike,turret,,1,normal,graphics/arkleg/shaders/weapons/heavyionpike/al_heavyionpike_turret_base_n.png
,,,,,
al_heavyplasmadriver,hardpoint,,1,normal,graphics/arkleg/shaders/weapons/heavyplasmadriver/al_heavyplasmadriver_hardpoint_base_n.png
