name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
System_lotus_charge,sikr_artillery_charge,,,3000,750,,500,,100,5,16,,,,HIGH_EXPLOSIVE,700,,0,3,1,,0,10,5,10,,500,,,250,,,SYSTEM,,,,,Anti Armor,,,,,,,,,,
Urchin Flak,sikr_urchin,0,,2400,150,,200,,50,20,6,24,1.2,12,FRAGMENTATION,0,,0.2,2,12,0.1,5,5,0,0,,300,250,5,100,,,"DO_NOT_AIM, ANTI_FTR, PD_ONLY","pd13, SR, sikr_arw_bp",,San-Iris,,Anti Small Craft,,,,,,,,,,
#Rhodophyta Tripwire,sikr_rhodophyta,1,,3000,1500,,150,,50,10,15,2,0.2,,HIGH_EXPLOSIVE,250,,0,0.5,1,,0,0,0,0,,500,400,3,350,,,SYSTEM,,,,,Anti Small Craft,,,,,"Fires 2 emitter forming a tripwire, when triggered a beam is generated between the 2 emitters dealing %s energy damage and %s EMP damage from both side.",200 | 250,,,TRUE,
#LARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontos Recoilless Battery,sikr_ontos_battery,2,,8500,800,,500,,50,12,18,,,,HIGH_EXPLOSIVE,450,,0,8,4,0.2,10,10,0,0,,600,,,250,,,,"he18, sikr_arw_bp",,San-Iris,,Anti Armor,,,,,,,,,,
Lotus Charge Battery,sikr_arti_battery,1,,8500,800,,500,,50,10,22,14,0.33,1,HIGH_EXPLOSIVE,300,,0,0.2,,,20,30,2,2,,500,500,10,200,,,,"he18, sikr_arw_bp",,San-Iris,,Pressure,,,,,,,,,,
Yniad Ballista,sikr_spear_launcher,2,,11000,4000,,600,,50,10,24,32,,,KINETIC,0,,0,14,4,0.4,0,5,2,1,,700,100,20,1100,,,DO_NOT_AIM,"kinetic18, missile18, LR, sikr_arw_bp",,San-Iris,,Anti Shield,Medium,Good,,,"Bounce on shield and reaccelerate to hit the target again, can occur multiple time.",,,,TRUE,
Neolg Cannon,sikr_neolg,1,,6000,900,,700,,100,18,18,3,0.25,1,HIGH_EXPLOSIVE,550,,0,0.5,1,,0,5,1,2,,800,,,400,,,,"he14, pd17, sikr_arw_bp",,San-Iris,,Anti Small Craft,,,,,Split in %s small pellet dealing %s HE and %s FRAG each when closing on target.,14 | 50 | 120,,,,
System_neolg_stage2,sikr_neolg_stage2,,,3000,300,,50,,20,5,0,,,,HIGH_EXPLOSIVE,0,,0,0,0,,0,0,0,0,,900,800,,80,,,SYSTEM,,,,,Anti Armor,,,,,,,,,,
Ornnhal,sikr_ornnhal,1,,9000,1800,,300,,15,10,24,20,0.5,1,KINETIC,0,,0,0.33,1,,0,0,0,,,300,100,8,200,,,,"missile19, strike16, sikr_arw_bp",,San-Iris,,Pressure,Medium,Medium,,,Hit on hull or armor deal an extra %s fragmentation damage.,350,,,TRUE,
Ogmos Saturation Battery,sikr_ogmos,1,,6000,700,,150,,50,20,22,20,1.5,,HIGH_EXPLOSIVE,120,,0.05,0.05,1,,4,12,2,4,,600,,,,,,,"he18, sikr_arw_bp",,San-Iris,,General,,,,,,,,,,25
#MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assault Rifle,sikr_mech_assault,1,,,600,,22,,10,15,0,,,,KINETIC,0,,0,0.5,5,0.1,0,5,1,1,,450,,,20,,,SYSTEM,,,San-Iris,,Anti Shield,,,,,,,,,,
Mjolnir-RPG,sikr_mech_rpg,1,,,900,,300,80,10,15,0,,,,ENERGY,0,,0,5,3,0.2,0,5,1,10,,900,,,75,,,SYSTEM,,,San-Iris,,General,,,,,,,,,,
Rail Driver,sikr_mech_rail,1,,,900,,650,,40,15,0,,,,KINETIC,0,,0,4,1,,0,0,0,0,,1000,,,300,,,SYSTEM,,,San-Iris,,Anti Shield,,,,,,,,,,
Precision Shrapnel Rifle,sikr_mech_sniper,1,,,900,,70,,40,15,0,,,,HIGH_EXPLOSIVE,0,,0,1.5,1,,0,0,0,0,,1000,,,300,,,SYSTEM,,,San-Iris,,Anti Small Craft,,,,,Hit on hull or armor deal an extra %s fragmentation damage.,200,,,,
Precision Shrapnel Rifle,sikr_mech_sniper_R,1,,,900,,70,,40,15,0,,,,HIGH_EXPLOSIVE,0,,0,1.5,1,,0,0,0,0,,1000,,,300,,,SYSTEM,,,San-Iris,,Anti Small Craft,,,,,Hit on hull or armor deal an extra %s fragmentation damage.,200,,,,
Lightweight Multishot,sikr_mech_multishot,1,,,350,,400,,50,15,5,2,0.2,,HIGH_EXPLOSIVE,0,,0,0.5,1,,5,5,0,0,,900,,,20,,,SYSTEM,,,San-Iris,,General,,,,,Fire %s pellet dealing %s damage in a wide arc.,8 | 50,,,,
Chain Cannon,sikr_jorm_left,1,,,350,,30,,1,60,0,,,,FRAGMENTATION,1,,0,0.1,1,,0,10,1,10,,800,,,15,,,"PD, PD_ALSO, SYSTEM",,,San-Iris,,Anti Small Craft,,,,,Every fifth shot is a HE bullet.,HE,,,,
Chain Cannon,sikr_jorm_right,1,,,350,,30,,1,60,0,,,,FRAGMENTATION,1,,0,0.1,1,,0,10,1,10,,800,,,15,,,"PD, PD_ALSO, SYSTEM",,,San-Iris,,Anti Small Craft,,,,,Every fifth shot is a HE bullet.,HE,,,,
system_chain1,sikr_chain1,1,,,350,,30,,1,60,0,,,,HIGH_EXPLOSIVE,1,,0,0.1,1,,0,0,0,0,,800,,,15,,,SYSTEM,,,,,Anti Small Craft,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sikr_kolga_pauldronL,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_kolga_pauldronR,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Kolga Head,sikr_kolga_head,2,,,350,220,,,0,100,7,3,0.5,,ENERGY,,100,0.1,0.1,0.4,0.1,,,,,10000,,,,,,,"PD, SYSTEM",,,San-Iris,,Point Defense,,,,,,,,,,
Swarmer pauldron,sikr_horonn_pauldronL,1,,,600,,40,40,15,0,3,,,,HIGH_EXPLOSIVE,0,,0.5,6,3,0.2,0,0,0,0,,300,100,5,50,,,"PD, DO_NOT_AIM, SYSTEM",,,San-Iris,,Anti missile,Fast,Excellent,,,,,,,,
,sikr_horonn_pauldronR,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Horonn Head,sikr_horonn_head,2,,,350,220,,,0,100,7,3,0.5,,ENERGY,,100,0.1,0.1,0.4,0.1,,,,,10000,,,,,,,"PD, SYSTEM",,,San-Iris,,Point Defense,,,,,,,,,,
,sikr_hefring_pauldronL,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_hefring_pauldronR,,,,1,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Hefring Head,sikr_hefring_head,2,,,350,220,,,0,100,7,3,0.5,,ENERGY,,100,0.1,0.1,0.4,0.1,,,,,10000,,,,,,,"PD, SYSTEM",,,San-Iris,,Point Defense,,,,,,,,,,
#BUILTIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoforge Catalyst,sikr_lehal_bi,1,,,800,150,,,0,20,,,,,ENERGY,,150,0.25,0.5,,,,,,,3200,,,,,,,SYSTEM,,,San-Iris,,General,,,,,"Dealing damage charge the ship internal Autoforge, producing missile continuously.",,,,,
Autocanon,sikr_vine_bi,1,,,800,,200,,15,0,,,,,HIGH_EXPLOSIVE,100,,0,0.333333,1,,0,10,2,10,,900,,,30,,,SYSTEM,,,San-Iris,,General,,,,,,,,,,
Autocanon Energy,sikr_vine_bi2,1,,,800,,400,,15,0,,,,,ENERGY,0,,0,0.333333,1,,0,10,2,10,,1100,,,40,,,SYSTEM,,,San-Iris,,General,,,,,,,,,,
Long Range Supply,sikr_supply_system,1,,,2000,,10,,,,,,,,FRAGMENTATION,10,,0,1,1,0,0,0,0,,,250,150,15,500,,,"DO_NOT_AIM, SYSTEM",,,,,,,,,,,,,,,
Long Range Supply,sikr_supply_system2,1,,,2000,,10,,,,,,,,FRAGMENTATION,10,,0,1,1,0,0,0,0,,,250,50,10,200,,,"DO_NOT_AIM, SYSTEM",,,,,,,,,,,,,,,
Veko Built In,sikr_veko_bi,1,,,1400,,100,,5,0,0,,,,ENERGY,0,,0,6,8,0.1,0,0,0,0,,400,100,6,120,,,"DO_NOT_AIM, SYSTEM",,,,,Pressure,Fast,Excellent,,,,,,,,
Veko Built In,sikr_veko_bi2,1,,,1400,,100,,5,0,0,,,,ENERGY,0,,0,6,8,0.1,0,0,0,0,,400,100,6,120,,,"DO_NOT_AIM, SYSTEM",,,,,Pressure,Fast,Excellent,,,,,,,,
#DECORATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sikr_offense_horn_logic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_defense_horn_logic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_logic_unnr_system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_logic_thruster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_logic_emp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,sikr_shion_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
