name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Shield Core,thg_shieldcore,Auxillary Shield Core,,fortressshield,1,600,450,3500,2500,300,5,,0,0,0,10,10,50,OMNI,,260,0.5,0.7,,,0,0,0,0,1,0,,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Sarcophagus Mk.II,thg_sacrophagusmkii,Droneship,Remnant,microburn,5,1250,250,3500,3125,300,35,,125,275,200,85,200,250,FRONT,,300,0.4,0.6,,,0,0,50,25,1,25,11,25000,5,10,400,0.25,3,3,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,2,,227
Sacrophagus,thg_sarcophagus,Light Droneship Carrier,Remnant,flarelauncher_active,6,1000,200,3200,3125,220,35,1,120,270,190,80,180,250,FRONT,,300,0.4,0.6,,,0,0,35,25,1,30,11,28500,5,10,400,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,2,,227
Shield Core,thg_shieldcore_lite,Auxillary Shield Core,,fortressshield,1,500,250,2500,2500,150,5,,0,0,0,10,10,30,FRONT,,360,0.5,0.7,,,0,0,0,0,1,0,,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Ember,thg_ember,,Remnant,,,150,15,150,,80,0,,325,420,380,125,300,8,FRONT,,200,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,114
Whisker,thg_whisker,Droneship,Remnant,displacer,15,3250,600,5500,5000,400,80,,100,60,45,35,200,400,PHASE,phasecloak,,,,0.1,0.04,0,0,25,50,2,25,11,70000,10,10,420,0.25,14,14,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,3,,317
Sarcophagus Mk.III,thg_sacrophagus3,Droneship,Remnant,plasmajets,6,1400,300,4000,3125,350,40,,125,275,200,85,200,250,PHASE,phasecloak,,,,0.1,0.03,0,0,25,20,1,20,11,28500,5,20,320,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,2,,227
Hone,thg_hone,,Remnant,,,375,115,500,,100,,,230,290,200,115,275,12,OMNI,,210,0,0.7,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,114
Galaxy Core,thg_galaxy_core,Heavy Shield Generator,,fortressshield,1,1000,250,13000,2500,1000,20,,0,0,0,10,10,320,OMNI,,300,0.3,0.6,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Galaxy,thg_galaxy,Drone Mothership,Remnant,microburn,100,32000,1350,20000,40000,1250,180,1,25,30,15,10,20,6000,NONE,,,,,,,0,0,1000,600,25,30,7,900000,2,25,1000,0.25,85,85,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, SHIP_WITH_MODULES","remnant, auto_rec",,0.4,2,4,,509
Prow Module,thg_galaxy_front,Hangar,remnant,targetingfeed,1,9500,950,8500,2500,350,90,3,0,0,0,10,10,1500,NONE,,90,0.3,0.6,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Left Rear Hangar,thg_galaxy_left,,remnant,flarelauncher_active,1,7000,850,7000,2500,275,75,2,0,0,0,10,10,1000,OMNI,,75,0.3,0.6,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Right Rear Hangar,thg_galaxy_right,,remnant,flarelauncher_active,1,7000,850,7000,2500,275,75,2,0,0,0,10,10,1000,OMNI,,75,0.3,0.6,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Left Gunnary Module,thg_galaxy_front_left,,remnant,flarelauncher_active,1,6500,900,6000,2500,350,80,0,0,0,0,10,10,800,NONE,,75,0.3,0.6,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Right Gunnary Module,thg_galaxy_front_right,,remnant,flarelauncher_active,1,6500,900,6000,2500,350,80,0,0,0,0,10,10,800,NONE,,75,0.3,0.6,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2212
Hydra,thg_hydra,,Remnant,,,400,90,550,,100,,,190,250,170,115,275,12,FRONT,,300,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,114
Shuriken,thg_shuriken,Droneship,Remnant,canister_flak,8,3200,650,5000,5000,500,70,,85,50,40,35,280,600,OMNI,,200,0.4,0.6,,,0,0,100,50,2,30,10,65000,10,10,420,0.25,9,9,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,3,,317
Ant,thg_ant,Droneship,Remnant,acausaldisruptor,5,1100,200,2850,3125,250,25,,170,280,150,95,300,120,FRONT,,220,0.4,0.8,,,0,0,25,10,1,25,11,22500,5,10,400,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,2,,227
Visitant,thg_visitant,Drone Phase Superheavy Cruiser,Remnant,nova_burst,35,10000,1250,17500,25000,1000,260,,70,60,40,15,20,2500,PHASE,phasecloak,,,,0.1,0.04,0,0,100,200,8,30,9,420000,2,20,550,0.25,45,45,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,4,,514
Phantasm,thg_phantasm,,Remnant,plasmajets,,200,75,500,,120,0,,300,375,280,200,250,50,PHASE,phasecloak,0,0,0,0.05,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Annex,thg_annex,Drone Battlecruiser,Remnant,plasmajets,25,10000,1000,22000,30000,1250,300,,60,30,25,12,9,2000,OMNI,,125,0.4,0.7,,,0,0,100,250,8,25,9,420000,5,10,720,0.25,45,45,,,,,,,"HIDE_IN_CODEX, UNBOARDABLE","remnant, auto_rec",,0.5,2,4,,503
Resonance,thg_resonance,Artillery Droneship,Remnant,fastmissileracks,10,3000,550,5000,5000,375,85,,95,40,30,25,250,550,OMNI,,160,0.4,0.75,,,0,0,150,75,2,30,10,60000,10,15,550,0.25,11,11,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,3,,317
Stockade,thg_stockade,Logistics Droneship,Remnant,plasmajets,6,3000,400,4000,5000,250,35,1,90,35,25,25,150,600,OMNI,,115,0.4,0.8,,,0,0,350,300,2,30,10,38000,5,25,320,0.25,7,7,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,3,,317
Receptacle,thg_receptacle,Droneship,Remnant,microburn,3,1000,200,2500,3125,200,25,,110,200,150,75,175,300,FRONT,,240,0.4,0.8,,,0,0,120,200,1,25,11,18000,2,20,280,0.25,2,2,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,2,,227
Stockpile,thg_stockpile,Drone Superfreighter,Low Tech,flarelauncher_active,8,7500,200,7500,5000,350,80,,35,10,7,8,5,3250,OMNI,,100,0.4,0.8,,,0,0,1250,1000,5,60,6,75000,4,20,480,0.25,12,12,200,333,,,,,FREIGHTER,"remnant, auto_rec",,0.7,2,4,,502
,thg_shatter,Shatter,Unknown,temporalshell,40,12000,1650,13500,25000,1300,180,,115,150,150,60,150,2300,OMNI,,90,0,0.5,,,0,0,60,200,3,50,12,500000,20,5,,,26,26,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","omega, no_autofit, restricted",,0.5,2,3,,416
,thg_desultory,Desultory,Unknown,temporalshell,20,5000,800,10000,13333,800,140,,120,150,150,60,180,1450,PHASE,damper_omega,150,0,0.5,,,0,0,20,100,2,50,11,200000,20,5,,,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","omega, no_autofit, restricted",,0.5,2,3,,320
