name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Hull Beam,fed_hullbeam_med,0,,2000,700,900,,,,20,12,,,,FRAGMENTATION,,450,0.25,0.25,2.3,4.7,,,,,2500,,,,,,,,"beam14, he12, sr, fed_wep",,Star Federation,,Strike,,,,,"Hits on hull and armor create arcs to nearby engines and weapons, each arc dealing %s damage which increases by %s/%s/%s/%s depending on target hullsize. This arc has a chance to %s depending on the target's hard flux level, but only deals %s.",160 High Explosive | 0% | 20% | 35% | 50% | pierce shields | Fragmentation,,,,
Hull Beam II,fed_hullbeam_large,0,,5000,800,1500,,,,15,24,,,,FRAGMENTATION,,600,0.25,0.25,2.3,5.2,,,,,3000,,,,,,,,"beam18, he16, sr, fed_wep",,Star Federation,,Strike,,,,,"Hits on hull and armor create arcs to nearby engines and weapons, each arc dealing %s damage which increases by %s/%s/%s/%s depending on target hullsize. This arc has a chance to %s depending on the target's hard flux level, but only deals %s.",300 High Explosive | 0% | 20% | 35% | 50% | pierce shields | Fragmentation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pike Beam,fed_pikebeam,0,,1500,1000,400,,,,15,8,,,,ENERGY,,440,0.5,0.5,3.5,7,,,,,4000,,,,,,,"STRIKE, USE_VS_FRIGATES","energy8,beam8,lr,fed_wep",,Star Federation,,Close Support,,,,,"Hits on hull and armor create arcs to nearby engines and weapons, dealing %s damage which increases by %s/%s/%s/%s depending on target hullsize.",80 Fragmentation  | 0% | 50% | 100% | 150%,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbeam,fed_minibeam,0,,500,500,450,,,,30,5,,,,ENERGY,,395,0.25,0.5,1.8,5.2,,,,,2500,,,,,,,,"energy3, beam5, sr, fed_wep",,Star Federation,,General,,,,,"Hits on hull and armor create arcs to nearby engines and weapons, dealing %s damage which increases by %s/%s/%s/%s depending on target hullsize.",90 Fragmentation  | 0% | 50% | 100% | 150%,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitch PD,fed_singlelaser,0,,200,350,,15,,,360,3,6,6,9,HIGH_EXPLOSIVE,12,,,0.1666667,,,1,5,0.5,7,,1500,,,1,50,,"PD,PD_ONLY,ANTI_FTR,IGNORES_FLARES","he0, pd5, fed_wep, SR",,Star Federation,,Point Defense,,,,,%s: This weapon %s and has improved %s,Tracking Suite | ignores flares | autofire accuracy.,"Requires %s to reach indicated DPS. Normal d DPS is %s, and flux/second is %s.",Expanded Magazines | 80 | 40,,
Chisel PD,fed_duallaser,0,,400,350,,15,,,330,5,24,4,6,HIGH_EXPLOSIVE,12,,,0.4,4,0.05,0,7,0.45,9,,1250,,,1,50,,"PD,PD_ONLY,ANTI_FTR","he0, pd7, fed_wep, SR",,Star Federation,,Point Defense,,,,,%s: This weapon has improved %s,Lite Tracking Suite | autofire accuracy.,%s signifigantly increases the initial period of full DPS.,Expanded Magazines,,
Carver ADS,fed_duallaser2,0,,1200,400,,15,,,300,11,72,5,12,HIGH_EXPLOSIVE,14,,,0.05,4,0.05,1,8,0.4,10,,1000,,,1,50,,"PD,PD_ONLY,ANTI_FTR,IGNORES_FLARES","he0, pd12, fed_wep, SR",,Star Federation,,Point Defense,,,,,%s: This weapon %s and has improved %s,Tracking Suite | ignores flares | autofire accuracy.,%s signifigantly increases the initial period of full DPS.,Expanded Magazines,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion Flooder,fed_ionprojector,0,0.2,2500,800,,600,600,,15,26,,,,ENERGY,660,,,4,3,0.333333333,1,4,1,1.5,,700,,,1000,,,,"energy20, utility10,fed_wep",,Star Federation,,Suppression,,,,,"Projectiles have %s, but contact hull or armor can arc to multiple weapons and engines, dealing an additional %s and %s damage per arc.",low armor penetration | 40 Energy | 40 EMP,,,,
Ion Flooder Subweapon,fed_ionprojector_shot_clone,5,,0,850,,30,30,,0,0,0,0,0,ENERGY,0,,0,0,0,0,0,0,0,0,,700,,,100,,,SYSTEM,,,Star Federation,,Suppression,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Scrapshot,fed_flak1,0,,700,800,,560,48,,40,8,,,,ENERGY,448,,,2.5,,,1,1,,,,900,,,1,0.25,,,"kinetic9, fed_wep",,Star Federation,,Close Support,,,,,"Damage is split into %s submunitions which disperse randomly upon firing, dealing %s damage and %s EMP each.",16 | 35 |3,,,,
Heavy Scrapshot,fed_flak2,0,,1500,900,,720,96,,25,13,,,,ENERGY,576,,,2.5,,,2,2,,,,800,,,1,0.25,,,"kinetic15, fed_wep",,Star Federation,,Close Support,,,,,"Damage is split into %s submunitions which disperse randomly upon firing, dealing %s damage and %s EMP each.",24 | 30 | 4,,,,
Giga Scrapshot,fed_flak3,0,,5500,1000,,1280,160,,15,21,,,,ENERGY,1024,,,2.5,,,3,3,,,,700,,,1,0.25,,,"kinetic19, fed_wep",,Star Federation,,Close Support,,,,,"Damage is split into %s submunitions which disperse randomly upon firing, dealing %s damage and %s EMP each.",32 | 40 | 5,,,,
Flak Artillery,fed_flak4,5,,0,1200,,3000,500,,10,28,,,,ENERGY,1950,,,5,,,3,3,,,,650,,,1,0.25,,SYSTEM,,,Star Federation,,Close Support,,,,,"Damage is split into %s submunitions which disperse randomly upon firing, dealing %s damage and %s EMP each.",50 | 60 | 10,,,,
You Shouldn't Be Seeing This,fed_flak1_scrap_clone,5,,0,850,,35,3,,0,0,,,,ENERGY,,,,1,,,1,1,,,,900,,,1,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
You Shouldn't Be Seeing This,fed_flak2_scrap_clone,5,,0,950,,30,4,,0,0,,,,ENERGY,,,,1,,,2,2,,,,800,,,1,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
You Shouldn't Be Seeing This,fed_flak3_scrap_clone,5,,0,1050,,40,5,,0,0,,,,ENERGY,,,,1,,,3,3,,,,700,,,1,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
You Shouldn't Be Seeing This,fed_flak4_scrap_clone,5,,0,1250,,60,10,,0,0,,,,ENERGY,,,,1,,,3,3,,,,650,,,1,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemis Launcher,fed_mediumasm,0,,1100,1500,,900,,30,10,11,15,,,HIGH_EXPLOSIVE,0,,0,11,3,0.333333333,4,16,2,3,,550,50,4,400,,,CONSERVE_5,"strike16, rocket14, lr, fed_wep, merc",,Star Federation,,Strike,Fast,None,,,,,,,TRUE,
Artemis Array,fed_largeasm,0,,2000,1500,,900,,30,10,22,32,,,HIGH_EXPLOSIVE,0,,0,5,4,0.25,4,20,1,2,,550,0,4,400,,,CONSERVE_5,"strike16, rocket14, lr, fed_wep, merc",,Star Federation,,Strike,Fast,None,,,,,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dace MRM Launcher,fed_hull_swarm_small,0,,1200,1500,,500,,50,20,4,8,,,HIGH_EXPLOSIVE,,,0,3,1,,0,0,0,0,,400,400,6,400,,,"CONSERVE_1,GUIDED_POOR,DIRECT_AIM,MISSILE_SPREAD","strike16, rocket14, fed_wep",,Star Federation,,Anti Armor,Good,Very Poor,,,"%s: Upon impacting armor or hull, the missile fires off an arc into a weapon or engine that deals %s damage. The missile arc %s, but the damage is changed into %s.",Flux Spike | 200 High Explosive | can pierce shields | 200 Fragmentation,,,TRUE,
Dace MRM Catapult,fed_hull_swarm,0,,1200,1500,,500,,50,10,11,21,,,HIGH_EXPLOSIVE,,,0,6,3,0.333333333,0,0,0,0,,400,400,6,400,,,"CONSERVE_1,GUIDED_POOR,DIRECT_AIM,MISSILE_SPREAD","strike16, rocket14, fed_wep",,Star Federation,,Anti Armor,Good,Very Poor,,,"%s: Upon impacting armor or hull, the missile fires off an arc into a weapon or engine that deals %s damage. The missile arc %s, but the damage is changed into %s.",Flux Spike | 200 High Explosive | can pierce shields | 200 Fragmentation,,,TRUE,
Red Drum Torpedo Catapult,fed_superbreach,0,,3000,1200,,1000,,150,5,22,27,,,HIGH_EXPLOSIVE,,,0,6.5,3,0.5,0,0,0,0,,375,400,7,750,,,"CONSERVE_1, STRIKE,GUIDED_POOR,DIRECT_AIM,MISSILE_SPREAD","strike18, missile20, he20, fed_wep, merc",,Star Federation,,Strike,Slow,Poor,,,"%s: Upon impacting armor or hull, the missile fires off an arc into a weapon or engine that deals %s damage. The missile arc %s, but the damage is changed into %s.",Flux Warhead | 1000 High Explosive | can pierce shields | 1000 Fragmentation,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mooneye MRM Launcher,fed_kinetic_missile_small,0,,1400,1500,,500,,75,20,4,8,,,KINETIC,,,0,3,,,0,0,0,0,,425,425,5.5,400,,,"CONSERVE_1,DIRECT_AIM,GUIDED_POOR,MISSILE_SPREAD","strike4, rocket6, kinetic6, fed_wep",,Star Federation,,Anti Shield,Good,Very Poor,,,"%s: shield hits increase target hard flux by %s. Also discharges a shield-penetrating particle jet at a random component on the ship that deals %s. When striking hull or armor, the resonator explodes, converting the arc into %s.",Resonance Spike | 75 | 75 Fragmentation | 75 High Explosive,,,TRUE,
Mooneye MRM Catapult,fed_kinetic_missile_med,0,,1400,1500,,500,,75,10,10,20,,,KINETIC,,,0,6.333333333,2,0.333333333,0,0,0,0,,425,425,5.5,400,,,"CONSERVE_1,DIRECT_AIM,GUIDED_POOR,MISSILE_SPREAD","strike12, rocket10, kinetic8, fed_wep",,Star Federation,,Anti Shield,Good,Very Poor,,,"%s: shield hits increase target hard flux by %s. Also discharges a shield-penetrating particle jet at a random component on the ship that deals %s. When striking hull or armor, the resonator explodes, converting the arc into %s.",Resonance Spike | 75 | 75 Fragmentation | 75 High Explosive,,,TRUE,
Mooneye MRM Barrage,fed_kinetic_missile_large,0,,3000,1500,,750,,75,5,18,42,,,KINETIC,,,0,6.25,3,0.25,0,0,0,0,,475,475,6,800,,,"CONSERVE_1,DIRECT_AIM,GUIDED_POOR,MISSILE_SPREAD","strike16, rocket20,  kinetic18, fed_wep",,Star Federation,,Anti Shield,Good,Very Poor,,,"%s: shield hits increase target hard flux by %s. Also discharges a shield-penetrating particle jet at a random component on the ship that deals %s. When striking hull or armor, the resonator explodes, converting the arc into %s.",Resonance Warhead | 150 | 150 Fragmentation | 150 High Explosive,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leto MRM,fed_leto,0,,500,1500,,650,125,10,20,3,6,0.2,2,FRAGMENTATION,,,,11,2,0.5,0,0,,,,300,50,7,200,,,"CONSERVE_1,MISSILE_SPREAD","utility2, missile3, fed_wep",,Star Federation,,Finisher,Average,Very Poor,,,,,,,TRUE,
Pegasus MRM,fed_pegasus,0,,2000,1500,,650,125,10,20,8,12,0.4,4,FRAGMENTATION,,,,11,4,0.25,0,0,,,,325,50,7,200,,,"CONSERVE_1,DO_NOT_AIM,MISSILE_SPREAD","utility2, missile7, fed_wep",,Star Federation,,Finisher,Average,Very Poor,,,,,,,TRUE,
Barracuda Launcher,fed_largemissile,0,,3000,5000,,2000,2000,150,5,25,20,,,ENERGY,,,0,11,2,1,0,0,0,0,,400,50,15,1500,,,"CONSERVE_3, STRIKE,GUIDED_POOR,DIRECT_AIM,MISSILE_SPREAD","strike16, rocket14, lr, fed_wep, merc",,Star Federation,,Strike,Slow,Very Poor,,,"%s: Hits on armor or hull release 5 damaging arcs that deal %s damage. The effect %s, but the damage is changed into %s.",Fluxbomb | 1000 Energy | can trigger on shields | 1000 Fragmentation,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm Battery,fed_swarm,0,,2000,1200,,150,,2,20,7,180,,,FRAGMENTATION,0,,,9.05,18,0.05,,,,,,300,300,8,25,,,"ANTI_FTR, DO_NOT_AIM,DO_NOT_CONSERVE,MISSILE_SPREAD","utility5, missile5, pd0, fed_wep",,Star Federation,,General,Fast,Excellent,,,,,,,TRUE,
Integrated Swarm Battery ,fed_swarm_emplacement,5,,2000,1200,,150,,2,20,10,18,1.25,18,FRAGMENTATION,,,,0.55,9,0.05,,,,,,300,300,8,25,,,"ANTI_FTR, DO_NOT_AIM,SYSTEM,DO_NOT_CONSERVE,MISSILE_SPREAD","utility5, missile5, pd0, fed_wep",,Star Federation,,General,Fast,Excellent,,,,,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artillery Beam,fed_artbeam,5,,0,1000,750,,500,40,5,30,,,,ENERGY,,1125,0.7,1,1.7,12,,,,,5000,,,,,,,"SYSTEM,SHOW_IN_CODEX,STRIKE,USE_VS_FRIGATES","energy25, strike30, beam30,lr",,Star Federation,,Strike,,Excellent,,,"Hits on the hull arc to weapons and engines for up to %s and %s about %s times a second. Arcs can penetrate though shields, but only at half the rate. Also %s of the target.",75 energy damage | 250 EMP | 5 | slows movement,Piercing damage increases by %s/%s/%s/%s depending on the target hullsize.,0% | 100% | 200% | 300%,,
Repressor,fed_superchain,5,,0,800,,80,,1,40,40,,,,HIGH_EXPLOSIVE,40,,,0.125,3,0.125,0.5,24,0.3,8,,1000,,,100,,,SYSTEM,he25,,Star Federation,,Anti Armor,,,,,,,,,,
Spinthrasher,fed_megalaser,5,,0,700,,90,,1,60,40,,,,ENERGY,45,,,0.125,,,0.5,24,0.3,8,,1100,,,100,,,SYSTEM,energy25 ,,Star Federation,,General,,,,,,,,,,
Surge Cascade,fed_boss_surge,5,,0,1500,,500,500,,0,100,0,0,0,ENERGY,-100,,5,40,,,,,,,,500,,,5000,,,"SYSTEM,PD,PD_ALSO","he16, pd14",,Star Federation,,Superweapon,,,,,%s: Only fires at the end of the Power Surge system duration. Causes an overload for at least %s seconds that gradually increases to %s seconds at max flux.,Surge Shockwave | 4 |12,"Fires at least %s in a %s. As flux levels max out, it will fire as many as %s.",200 projectiles | 360-degree arc | 400 projectiles,TRUE,
POWER OVERWHELMING,fed_boss_surge_shot_clone,5,,0,1500,,500,500,,0,0,,,,ENERGY,,,,1,,,3,3,,,,500,,,5000,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
Rotary Assault Gun,fed_minigun,5,,300,300,,50,,3,40,5,100,,,HIGH_EXPLOSIVE,7,,,0.06,,,0,35,2,25,,600,,,15,,,"SYSTEM,BOMB", he8,,Star Federation,,Anti Armor,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Cannon,fed_pd_drone,5,0,1000,500,,100,,10,480,13,,,,ENERGY,,100,0.2,1,,,5,5,,,,1000,,,,100,,"PD_ONLY,ANTI_FTR, SYSTEM",pd10,,Star Federation,,Point Defense,,,,,,,,,,
Heavy Defense Cannon,fed_pd_elite_drone,5,0,1000,800,,160,,10,480,10,,,,ENERGY,,300,0.2,2,,,5,5,,,,800,,,,100,,"PD_ONLY,ANTI_FTR,SYSTEM",pd10,,Star Federation,,Point Defense,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flare Launcher 1,fed_flarelauncher1,5,,,400,,50,100,,,,,0,,ENERGY,0,0,0,0.1,4,0.15,60,60,0,0,,150,300,3,1,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
Seeker Flare Launcher,fed_flarelauncher3,5,,,500,,10,400,,,,,0,,ENERGY,0,0,0,0.1,2,0.1,90,90,0,0,,300,200,5,1,,,SYSTEM,,,Star Federation,,,,,,,,,,,,
Repeater Pulser,fed_burstlaser_drone,5,0,700,500,,50,25,,180,10,10,1.25,1,ENERGY,0,,,0.5,,,0,5,0.25,1,,500,,,10,,,SYSTEM,energy8,,Star Federation,,General,,,,,,,,,,
Rapid Pulser,fed_heavylaser1,5,0,5000,400,,80,,,50,11,100,,,ENERGY,60,,0.28,,,,6,6,,,,800,,,80,,,"SYSTEM,SHOW_IN_CODEX",energy12,,Star Federation,,General,,,,,,,,,,
God Beam,fed_beam2,5,1,6000,600,400,,,10,180,20,,,,ENERGY,,,,,,,,,,,500,,,,,,,"ANTI_FTR,PD,SYSTEM","energy4, beam8, pd10, no_drop",,Star Federation,,Point Defense,,Excellent,,,,,,,,
Siege Beam,fed_siegebeam,5,,0,1000,1500,,2400,40,5,30,,,,FRAGMENTATION,,333,0.7,1,1.8,12,,,,,9000,,,,,,,"SYSTEM,SHOW_IN_CODEX","utility88, strike88, beam88,lr",,Star Federation,,Suppresion,,Excellent,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a chance to generate a shield-penetrating arc based on the target's hard flux level.",,,,,
Ion Stormer,fed_ion2,5,0,3000,500,,20,50,0,50,8,40,,,FRAGMENTATION,40,,,0.2,,,5,,,,,800,,,20,,,"SYSTEM,SHOW_IN_CODEX",energy8,,Star Federation,,Suppression,,,,,,,,,,
,fed_shivan_deco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,fed_accordant_deco_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,fed_accordant_deco_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Radar Bar,fed_radarbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
