name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Century,thg_Century,Battleship,Explorarium,orion_device,35,22000,1450,15000,15000,500,300,,25,10,10,7,3,4250,NONE,,90,,,,,0,0,100,150,12,10,7,320000,4,10,800,0.2,37,30,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict",,0.45,2,5,,500
Kingdom,thg_Kingdom,Drone Battlecarrier,Explorarium,burndrive,100,32000,9000,15000,25000,700,320,6,15,6,2,5,3,10000,NONE,,90,,,,,0,0,300,500,20,25,5,750000,3,20,1000,0.25,60,50,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict",,0.45,2,5,,
Knuckle,thg_knuckle,,Explorarium,,,350,100,350,,50,0,,285,300,300,150,250,35,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,100
Obligation,thg_obligation,,Explorarium,damper,,800,250,350,,100,0,,170,180,135,90,100,100,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Bulkhead,thg_bulkhead,Drone Tug,Explorarium,flarelauncher,3,1250,350,4000,625,100,35,,100,150,100,40,80,200,FRONT,,30,.5,1,,,0,0,0,10,5,20,8,15000,10,25,300,0.2,5,7,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.35,2,2,,212
Rumble,thg_rumble,,Explorarium,flarelauncher,,700,100,350,,150,0,,200,250,200,100,120,90,PHASE,phasecloak,0,0,0,.07,.06,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Moat,thg_Moat,Battleship,Explorarium,reservewing,25,25000,1350,12000,15000,450,280,3,35,10,10,7,4,4250,NONE,,90,,,,,0,0,100,150,12,32,7,320000,4,10,800,0.2,24,24,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict",,0.45,2,5,,500
Subjugator,thg_subjugator,Heavy Drone Cruiser,Explorarium,orion_device,13,15000,1250,8500,10000,420,180,,35,25,15,2,14,2350,NONE,,0,0.4,1,,,0,0,50,100,3,15,8,110000,7,10,750,0.25,20,20,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, rare_bp",,0.4,2,3,,404
Journey,thg_journy,Drone Auxiliary Cruiser,Explorarium,burndrive,20,12000,900,12000,22000,750,225,2,65,60,50,10,14,2850,OMNI,,90,0.3,1,,,0,0,200,450,5,30,8,275000,7,15,750,0.25,30,25,,,,,,,,"rare_bp, hist3t, merc",,0.6,2,4,,505
Leper,thg_leper,Drone Mistake,Explorarium,canister_flak,150,40000,6500,12000,20000,650,265,2,6,3,1,5,3,7500,NONE,,0,0,0,,,0,0,1200,2000,30,10,3,2500000,1,10,1000,0.25,150,200,,,,,,,"SHIP_WITH_MODULES, UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,4,,412
Leper Lower,thg_leper_lower,Lower Segment,,ammofeed,1,25000,7250,7500,6000,350,250,3,5,2,1,4,4,4000,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2100
Leper Front,thg_leper_upper,Battleship,Explorarium,damper,100,32000,8000,10000,25000,450,250,5,2,2,1,2,1,9000,NONE,,90,,,,,0,0,100,50,25,40,5,1,3,10,1000,0.25,1,1,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.45,2,5,,
Paradigm,thg_Paradigm,Battleship,Explorarium,damper,30,20000,1200,20000,12500,800,320,2,35,7,5,6,2.5,4500,NONE,,90,,,,,0,0,150,100,8,20,7,320000,5,10,800,0.2,35,40,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict",,0.45,2,5,,500
Fisticuff,thg_fisticuff,Drone,Explorarium,ammofeed,4,3200,400,2500,3000,300,35,,90,150,100,55,100,300,NONE,,90,0.4,0.8,,,0,0,20,10,.5,10,9,9000,10,10,600,0.25,3,3,,,,,,,,"derelict, rare_bp, auto_rec",,0.4,2,2,,207
Louse,thg_lout,Combat Drone,Explorarium,orion_device,8,5000,350,2500,2550,150,70,1,70,40,20,35,25,550,NONE,,90,.65,1,,,0,0,150,50,1,15,9,30000,8,10,720,0.25,5,5,28,125,,,,,,"derelict, rare_bp",,0.6,2,3,,305
Right Bump,thg_speedbump_right,Hangar Module,,targetingfeed,1,2500,400,3000,4000,200,30,2,85,40,35,35,12,450,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2100
Left Bump,thg_speedbump_left,Gunnery Pod,,ammofeed,1,3000,500,3000,4000,250,28,0,0,0,0,35,12,450,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2100
Speedbump,thg_speedbump_core,Core Module,Explorarium,burndrive,10,3500,450,3000,4000,250,30,0,80,40,35,35,12,450,NONE,,90,,,,,0,0,50,15,3,10,7,25000,10,5,720,0.25,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, SHIP_WITH_MODULES","derelict, auto_rec",,0.5,2,4,,2100
Deadbolt,thg_deadbolt,Drone,Explorarium,canister_flak,5,4000,450,2850,3000,400,45,,80,120,75,50,75,400,NONE,,90,0.4,0.8,,,0,0,10,10,.5,10,8,10500,10,10,720,0.25,4,4,,,,,,,,"derelict, rare_bp, auto_rec",,0.4,2,2,,207
Pickle,thg_pickle,Drone Dropship,Explorarium,canister_flak,10,12000,1000,8500,1200,600,125,0,60,50,35,35,25,2400,NONE,,45,1,1,,,0,0,500,150,2,25,8,85000,5,10,750,0.25,11,11,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict, auto_rec",,0.6,2,3,,403
Phasedigm,thg_PParadigm,Battleship,Explorarium,damper,40,18500,1200,20000,12500,800,320,1,40,10,7,9,4,4200,PHASE,phasecloak,90,,,.15,.08,0,0,150,100,10,20,7,400000,5,25,720,0.2,40,50,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict",,0.45,2,5,,500
Reaver,thg_reaver,Drone Phase Destroyer,Explorarium,plasmajets,20,4500,750,6000,10000,550,100,,125,100,75,45,35,500,PHASE,phasecloak,90,,,0.04,0.03,0,0,5,10,2.5,18,10,150000,7.5,20,720,0.25,20,20,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, no_autofit",.3,0.4,2,3,,314
Nachzehrer,thg_nachzehrer,Drone Destroyer,Explorarium,displacer,20,5000,950,10000,10000,750,125,,110,90,80,35,35,750,OMNI,,120,.4,.8,,,0,0,10,20,5,25,9,250000,4,15,720,0.25,20,20,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, no_autofit",.2,0.4,2,3,,314
Oculus,thg_Oculus,Drone,Explorarium,fastmissileracks,7,4500,600,3500,3125,350,70,,55,30,15,20,17,450,NONE,,0,0,0,,,0,0,50,30,2.5,20,8,45000,5,10,620,0.25,7,7,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,315
Oracle,thg_Oracle,Drone,Explorarium,displacer_degraded,9,4500,600,4000,3125,325,70,,55,30,15,20,17,450,PHASE,phasecloak,0,,,.1,.05,0,0,50,30,2.5,20,8,45000,5,10,620,0.25,7,7,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,315
Jury,thg_jury,Drone Carrier,Explorarium,reservewing,8,4000,600,3000,2150,220,70,1,60,60,35,30,20,450,NONE,,90,0.6,1,,,0,0,50,25,1.5,15,8,5500,7.5,10,650,0.15,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,318
Billiard,thg_billiard,Artillery Drone,Explorarium,lidararray,3,3000,350,2000,3000,250,30,,90,150,100,60,75,350,NONE,,90,,,,,0,0,5,10,.5,8,9,7500,10,25,450,0.25,3,2,,,,,,,,"derelict, rare_bp, auto_rec",,0.4,2,2,,207
Chamberlain,thg_chamberlain,,Explorarium,,,250,50,150,,50,0,,200,250,250,75,100,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,100
Armor Plate,thg_armormodule,Shock Plate,,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,500,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
Revetment,thg_revetment,Drone Siege Ship,Explorarium,lidararray,15,16500,2000,9000,1200,500,150,1,25,25,20,30,25,4000,NONE,,45,1,1,,,0,0,750,100,5,15,6,115000,5,10,750,0.25,20,15,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, SHIP_WITH_MODULES","rare_bp, derelict, auto_rec",,0.6,2,3,,403
Gauchet,thg_gauche,Hub Carrier,Explorarium,targetingfeed,30,16500,1000,11500,12500,550,200,6,30,5,3,4,2.5,3200,NONE,,90,,,,,0,0,500,250,8,20,7,320000,4,15,720,0.2,35,40,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict",,0.45,2,5,,500
Cyclopian,thg_cyclopian,Drone Sensor Array,Explorarium,flarelauncher,25,11500,850,7500,5000,500,125,0,55,35,20,30,15,3500,NONE,,,,,,,0,0,700,50,4,25,7,145000,2.5,35,450,0.25,15,22,200,333,,,,,"UNBOARDABLE, HIDE_IN_CODEX, SHIP_WITH_MODULES","derelict, auto_rec",,0.6,2,4,,502
Shock Emitter Array,thg_empdish,EMP Dish,,emp,1,1250,350,1000,2500,1000,0,,0,0,0,10,10,350,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
Barracuda,thg_barracuda,,Explorarium,maneuveringjets,,500,100,200,,50,0,,200,200,200,55,65,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,100
Cubit,thg_cubit,Drone,Explorarium,,3,2000,500,500,1250,100,30,,100,70,60,80,100,200,NONE,,0,0,0,,,0,0,80,10,1,20,9,8000,5,5,480,0.25,3,3,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,2,,222
Punjit,thg_punji,,Explorarium,flarelauncher_fighter,,275,75,350,,150,,,310,400,300,200,275,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,100
Slasher,thg_slasher,Interception Drone,Explorarium,burndrive,4,2000,400,2100,1750,125,45,,125,115,95,65,95,250,NONE,,,,,,,0,0,60,25,1,15,10,7500,8,10,240,0.25,3,3,,,,,,,,"derelict, rare_bp",,0.4,2,2,,204
Lockbox,thg_lockbox,,Explorarium,thg_drone_key,,750,250,300,,125,0,,185,250,155,100,150,125,PHASE,damper,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Tuner,thg_tuner,Heavy Logistics Drone,Explorarium,damper,6,6000,650,2500,2813,100,40,2,60,45,30,25,35,500,NONE,,0,0,0,,,0,0,350,300,2,30,8,32500,5,20,420,0.25,6,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,316
