id,type,text1,text2,text3,text4,notes
prv_flock_midline,SHIP,A somewhat fragile light cruiser built around a fast-cycle heavy missile mount. A limited number of ballistic hardpoints has the ship relying entirely on its intimidating missile complement.,,,,
,,,,,,
,,,,,,
#############################,,,,,,
### Other Ships,,,,,,
#############################,,,,,,
prv_flock_lg,SHIP,"A somewhat fragile light cruiser built to the exacting specifications demanded by the Lion's Guard, environmentally-hardened to survive the harsh fires of Askonia. Its combination of energy blasters, missiles, and high mobility has proven popular with the more aggressive commanders among the Guard.

The bridge of every ship of the class has a life-size marble bust of the Executor himself, each individually hand-crafted, unique in its own exquisite way.",,,,
prv_gryning_tt,SHIP,A light and agile frigate equipped with light armaments and a time-warping device that lets it - in effect - speed up the local flow of time by a large degree for a brief duration.,,,,
prv_ljus_lp,SHIP,"A sensor frigate sans sensors, this ship is dedicated to bringing the light of Ludd unto the unbelievers by means of a nose-mounted missile launcher. Extremely threatening for as long as the magazine lasts.",,,,
,,,,,,
#############################,,,,,,
### Weapons,,,,,,
#############################,,,,,,
prv_ljungeld_conquest_prototype,WEAPON,"A large-scale test platform used in the development of the Ljungeld particle beam, embedded into the structure of a Conquest-class Battlecruiser. Unlike the final Ljungeld model, this weapon fires a barrage of energy blasts that arc through shields more by sheer energy than through field modulation.

The major limiting factor of the design is that once an energy blast is fired, it is no longer possible - or at least practically feasible - to adjust it in response to changes in the shield structure and it must rely on sheer power to compensate for any misalignments.

This straight-forward - brutal even - approach of the test-bed model proved two things: First of all, it worked. The energy blasts reliably arced past shields, often dealing significant damage to the craft behind them. And second of all, it didn't work. The scale of the weapon was immense, and the performance just could not justify such an investment for a weapon that, in the end, was less damaging than a plasma cannon. As such a less direct approach was tried and eventually succeded - a reactive particle beam, that creates and exploits feedback patterns.",Assault,,,
prv_jursla_gbe,WEAPON,"The charged graviton clusters fired by this cannon are highly disruptive to shield emitters, but follow irregular trajectories that leave them highly inaccurate when not shepherded by a Jursla guidebeam.

Bulky, unreliable and power-hungry, the GBE has found little use in the navies of the Persean sector.",Close Support,,,
prv_sidensvans_fighter,WEAPON,"Fast moving and able to aquire its target from almost any angle, the Sidensvans is a versatile support weapon that will repeatedly attempt to strike its target.

Adapted for companion use, this rack carries minimal ammunition but can be hot-swapped in moments by the deck crew when the fighter returns to rearm.",Fighter,,,
,,,,,,
#############################,,,,,,
### Systems,,,,,,
#############################,,,,,,
prv_tofsmes_flak,SHIP_SYSTEM,"Launches a group of EMP countermeasures which intercept enemy fighters and missiles, disabling them with an EMP burst.

Somewhat larger than the Blåmes EMP missile it is derived from, the Tofsmes has enhanced sensors and a more powerful engine, letting it intercept other missiles. The EMP warhead is identical, and will effectively knock out engines and weapons on whatever it hits.",Offensive,"Launches a group of EMP countermeasures which intercept enemy fighters and missiles, dealing 90 energy and 540 EMP damage each.",90 | 540,
prv_gunpod_lpk,SHIP_SYSTEM,Deploys many combat drones armed with LPK laser pulse cannons.,Drones,Deploys 4 combat drones armed with Linjär PK energy cannons.,4 | Linjär PK,
