id,type,text1,text2,text3,notes
AL_planet_imhotep,CUSTOM,A rocky ice planet dotted with industrial facilities. It is home to a large number of gas and metal mines. The Borken Foundation has left an array of XI Crystal Rifts. Other than the occasional A.I. the facility is almost completely automated. Clear markings of Imhotep are on the cargo containers near the Crystal Rift exit to the Spectre Nexus stronghold.,,,
AL_planet_nightswatch,CUSTOM,A gas giant that used to be the site of the council's Night Watch. The special life support facility of the Night Watch remains in orbit. The station houses the equipment used to disrupt fleet communication to the nearby system of Agustin and is used to maintain the burst fog signal generator for cloaking the system. The Night Watch had a full simulation suite used for training and entertainment. Ever since the discovery of the council the Night Watch have since been disbanded.,,,
AL_chaosCrack,CUSTOM,An unexplained dimensional rift. A large number of Immortal-Light fleets are stationed here. In the rift there is a golden building shimmering with light making the rift impossible to not notice.,,,AL_chaosCrack
AL_breakingMist_type,CUSTOM,A system-scale signal jammer created by the Borken for the use of the council. It can be used to mask and modify the system's signal. The council relied upon the jammer early to avoid detection but the facility is currently abandoned due to the council being discovered by other factions.,,"The burst fog generator has long since been abandoned, a victim to the rapidly changing times.",
,,,,,
#Series,,,,,
AL_respectorcannon,WEAPON,"A re-modeled Respecter. Compared to the beam-firing prototype, it employs a radical means of compressed firing time, resulting in superior physical killing power. In combat, it is often used to destroy small targets and take down heavy armor.",,,
AL_respectbeam,WEAPON,"Three pulse generators produce electron streams that oscillate and spill out as deuterated di-helium energy residue, with the probability of generating a shield-piercing arc when your flux level is high enough.",,,
AL_spiderpalp,WEAPON,"A miniaturized version of the Spider Pulse Cannon. It can fire a large amount of projectiles quickly.

Arachnida and Spider Personal Company(tm)",,,
AL_spiderpulse,WEAPON,"By delivering the pulse energy generated form a driven quantum harmonic oscillator, this weapon shoots light damage energy projectiles quickly and efficiently. Equipping several of these can effectively keep smaller ships at bay.

Arachnida and Spider Personal Company(tm)",,,
AL_spiderlaser,WEAPON,"It's the improved version of the Spider Pulse Cannon. When it hits the hull, the instantaneous expansion of the magnetic field has the probability of generating a current that is sufficient to disturb reality and shut down most electrical equipment almost instantly.

It is the deadliest of the Spider-series of weapons. 

Arachnida and Spider Personal Company(tm)",,,
AL_spiderpod,WEAPON,"Launches a polymeric energy body encased in a quantum membrane that continuously creates sub-projectiles during flight, greatly distracting enemy point defense grids.

Arachnida and Spider Personal Company(tm)",,,
AL_fireflushcannon,WEAPON,"The medium-sized Purifyre weapon is based on the Heavy Machine Gun. Firing special armor-melting projectiles which, at the cost of the weakness of the main damage, greatly enhances the instability of the Fire Corrosion effect;  enabling more efficient corrosion of armor, with no reduction in effectiveness against medium and large armored targets.",,,
AL_fireflushpulse,WEAPON,"The final product of the Purifyre series, this reliable triple-linked pulse cannon uses a plasma mass in an entangled state, based on armor-melting projectiles, as its centerpiece, with a stable output and a Fire Corrosion effect that can even threaten the hull through armor.

It must be noted that the Prime Flame Clan's ability to develop such a... NORMAL weapon quite scared the Spirit team...",,,
AL_chopfire,WEAPON,Fires a titanium-tungsten alloyed shell by using energy generated by several stable antimatter particle clusters. Powerful and extremely long ranged. Often used on Appro-Light Council ships to strike beyond visual range.,,,
AL_rodsfromchopper,WEAPON,"This variant is more focused on increasing the burst damage potential than the Cleaving Fire LR Cannon. By compressing the lifetime of the warhead, the gravitational collapse caused by its trajectory can almost rip through space itself, a deterrent that can make enemies it targets break out in a cold sweat.",,,
AL_moonfire_small,WEAPON,A Moonfire prototype. This is a no-frills standard point defense weapon.,,,
AL_moonfire_medium,WEAPON,This medium heavy twin barrel Moonfire cannon is designed specifically for shields. The projectiles are specially designed so that they still pose quite a threat when they hit armor.,,,
AL_moonfire_large,WEAPON,The most powerful weapon in the Moonfire line. Projectiles will split into fragments and emit energy arcs upon striking a surface which is able to damage the primary target a second time.,,,
AL_lighter,WEAPON,"The Igniter Torpedo is the successor of the Reaper-class Torpedo made by the Appro-Light Council. Compare to its predecessor, it has higher speed, longer range, and more ammo, but it is not as powerful.",,,
AL_lighter_large,WEAPON,"This twinned launcher carries a sufficient number of Igniter torpedoes and can fire three at a time. The swift, deadly firepower could destroy slow ships immediately.

The Heavy Igniter Launcher is a sophisticated assembly of two torpedo tubes assembled around a single launcher, with an external magazine carrying 24 Igniter-class torpedoes. With its efficient firing system, combined with an efficient autoloader, it can load 3 torpedoes for launch in a short time.",,,
AL_lighter_single,WEAPON,"The single-load version of the Igniter torpedo has a reduced charge to maintain light weight, but still has terrific power.",,,
AL_lighter_hidden,WEAPON,A built-in Igniter Torpedo launcher.,,,
AL_lighter_hidden_twin,WEAPON,"A built-in dual Igniter Torpedo launcher. Greatly enhanced burst damage potential compared to the original model, but reduced sustainability.",,,
AL_hos_pulsecannon,WEAPON,"A horrifying pulse weapon that triggers an overloaded space resonance, a mad experiment with zero regard for safety. With extremely high flux efficiency and destructive output, but simultaneously has demanding requirement's on the ship's own flux grid: if flux rises too high, the weapon's flux conduits will be completely blocked.",,,
AL_hov_pulsecannon,WEAPON,"The upgraded version of ""Harmonic Oscillation Charger"" has improved specifications and is even more unsafe, but more powerful. As long as flux is managed carefully, this weapon can shoot down any enemy ship in your way, and easily earn you battlefield acclaim.",,,
AL_subspace_detonation_unit,WEAPON,"A fully automated manufacturing unit that cannot be manually used due to some quirk of the design. The unit causes a detonation in phase space by transmitting a cheap special phase medium to create a close-in defense effect. However, too many manufacturing units can cause congestion in the transmission channel, resulting in diminishing returns.",,,
AL_subspace_detonation_group,WEAPON,A larger grouping of Phase Detonator units results in an enhanced transmission capacity and consequently improved anti-fighter efficiency; but those are the only improvements.,,,
,,,,,
#small,,,,,
AL_refusingpulse,WEAPON,A unique point defense weapon commercially avaliable from the Appro-Light Council based on designs from the Prime Flame Clan. It provides a higher damage output than other point defense weapons that can also quickly destroy light armor however the weapon has a slow fire rate and turret traversal.,,,
AL_defenderpd,WEAPON,The Appro-Light Council's unique laser point defence system. It draws from the ship's redundant energy sources to strike down missiles and fighters with precision.,,,
#medium,,,,,
AL_explodebeam,WEAPON,"A weapon that emits weak beams at staggered frequencies, based on Project ZZ's new resonance system. Multiple beams resonate when hit at the same time, causing the ship's defenses to become significantly more vulnerable to directed energy weapons, outwardly manifested by a change in the color of the beam from blue to purple.

The laser it emits is not a standard one, but rather a stream of electrons struck by numerous pulses and triple-accelerated by nano-cubic boron nitride, which has a strong disruptive effect. For this reason, the dual-position laser is called the ""warship virus"" and is dreaded by all warships.",,,
AL_protoncollider,WEAPON,"A proton cannon which requires ""preheating"", with projectiles that emit high-frequency electromagnetic pulses when they hit their target, generating EMP arcs that pierce shields to paralyze electrical equipment. Primarily used to continuously suppress and paralyze enemy ships.",,,
AL_precollimation,WEAPON,"A violent melting beam cannon that, after forming a circuit through a trace ion beam, excites a high-energy capacitor to fire an unstable, high-temperature jet that rapidly melts the target's armor. The capacitors are very cheap, but their firing mechanisms require rotating cooling to circumvent losses.",,,
AL_railgun,WEAPON,"An experimental variable-speed rechargeable railgun that uses a high-energy electromagnetic projectile encased in a variable-speed unit. The unit explodes when it reaches the trigger time, providing a sudden acceleration and a linear increase in power.",,,
#large,,,,,
AL_pulsecannon,WEAPON,"Unstable ion pulse cannon for sweeping small targets, capable of firing multiple pulse projectiles in a short period of time. The fragile composition of the projectile allows it to explode autonomously when it senses an energy disturbance, which can destroy a small area of the missile almost instantly and Heavy damage to fighters, but premature detonation can also result in insufficient damage.",,,
AL_dyingblazebeam,WEAPON,"The Prime Flame Clan's research project after the Ultra Beam, this beam is a deadly weapon that tears apart the remnants of a retreating ship.

One of the most powerful large beam weapons of the Council, it illustrates the powerful and aggressive design philosophy of the Prime Flame Clan.",,,
AL_ultrabeam,WEAPON,"""Awaken! Chaos of the hotbed, the shadow of Naqiu City, avatar of the Sleepless God! The Chthonic Throne will be your final tomb, and the Great God Atrek will bury the Apostate with you!""","- Naqiu City archived recording PF-S07: battlecry of the Prime Flame Clan's first Grand Elder, 'F. Ember'",,
AL_electricalcannon,WEAPON,"The ultimate experimental weapon. Through the special electromagnetic coil inside the weapon, it launches an energy projectile with a large amount of unstable electric charge in its core, which can quickly form a huge electric cloud after hitting the enemy or reaching the end of its lifetime, and then strike the target wrapped in it with electric arcs. Since its attack is all but guaranteed to hit, small and medium-sized ships will suffer serious damage when caught in the electric cloud.",,,
AL_wildfirelhc,WEAPON,"At the cost of accuracy, this weapon emits clusters of protons encased in plasmic helium after internal accelerating, which are unstable and create small explosions when disturbed. Possesses greatly improved damage and suppression capacbility compared to the smaller version.",,,
AL_bladeofcleavingfire,WEAPON,"A new conceptual weapon in the Cleaving Fire series that, like its predecessors, uses high-speed, long-range means to inflict damage to the ship's hull. When this beam weapon fires, it first establishes a photon channel, then emits a stream of superconducting electrons near absolute zero and transports the explosive material to the end at great speed, creating a cryogenic explosion capable of destroying an area.",,,
#ballistic,,,,,
AL_starimage,WEAPON,Fires a single lethal short range shell designed to act as a deterrent to heavier ships.,,,
AL_starflak_medium,WEAPON,A weapon manufactured by the council following the designs of the twin flak cannon. Unlike its predecessor this twin flak cannon is designed to counter small armored targets and lacks somehwat in range.,,,
#missile,,,,,
AL_thunderpod,WEAPON,"A fearsome and extremely versatile missile system. As an achievement of the Divine AI system research, the missile has excellent tracking and battlefield remanufacturing capabilities, and is relatively less destructive but adept at disrupting enemy ship performance. The blast generates an energy jamming wave that can easily push away small or medium size target.",,,
AL_thunder_factory,WEAPON,A Frightener launcher integrated with a recycling device. It can speed up the manufacture of Frightener missiles by collecting the debris generated from weapons fired during long battles.,,,
AL_ruler_med,WEAPON,"A close-ranged, high-payload kinetic missile pod. These small missiles possess a chaining effect which is capable of precisely striking a ship's engine governors, thereby disrupting the maneuvering of the ships they hit.",,,
AL_rulerlrm_pod,WEAPON,"[This weapon will be removed in the next version, negating save compatibility]",,,
AL_condemnpod,WEAPON,"A medium-range strike missile head that accelerates very quickly and splits into three high-explosive warheads as it approaches the target. When hitting an enemy ship directly, it can create a resonant explosion against the hull, which can cause more damage to undamaged structure.",,,
AL_condemnlarge,WEAPON,A single launch of three Condemnation MIRV warheads can cause irreparable damage to even capital ships if all of them hit.,,,
,,,,,
#fighter,,,,,
AL_nihilitymissile,WEAPON,This unguided rocket is loaded with a large amount of conductive chaff that can greatly disrupt shields with a good hit.,,,
AL_thunder_fighter,WEAPON,"A fearsome and extremely versatile missile system. As an achievement of the Divine AI system research, the missile has excellent tracking and battlefield remanufacturing capabilities, and is relatively less destructive but adept at disrupting enemy ship performance. The blast generates an energy jamming wave that can easily push away small or medium size target.",,,
AL_bluegull_fighter,WEAPON,"A masterpiece of the original Prime Flame Clan, named with the prefix PF to distinguish it from others. The PF-Blue Gull rocket, though only doing moderate damage, is incredibly versatile.",,,
AL_fbig_ftr_l,WEAPON,The Jadecutter's massive guns occupy nearly half of its hull.,,,
AL_fbig_ftr_r,WEAPON,The Jadecutter's massive guns occupy nearly half of its hull.,,,
AL_dowelbeam,WEAPON,Exclusive EMP beam for super fighters.,,,
AL_moonfire_as,WEAPON,A miniature Moonfire cannon designed for fighters.,,,
,,,,,
#built-in,,,,,
AL_deitygun,WEAPON,"The pinnacle of primordial destruction, with one shot almost everything in its path will be turned to ash. Its massive torrential beam treats all shields equally, no matter how powerful.",,,
AL_enderpulse,WEAPON,The built-in weapons on Appro-Light's flagship. Their capabilities are still unknown.,,,
AL_lightscohesion,WEAPON,"""Let us praise together this immortal light, celebrate the miracles it has created and its calming of all things. May we perceive its profound wisdom in this beautiful world, and may our hearts be uplifted to finally reach that distant and beautiful heaven.""",- Immortal-Light Front Recovered Data */09/06,,
AL_firesbless,WEAPON,"""May this divine fire banish them to the depths of hell.""",- Immortal-Light Front Recovered Data */04/24,,
AL_unstablemissile_array,WEAPON,Built-in weapon arrays capable of firing a large number of small EMP missiles are quite effective at distracting enemy point defense.,,,
,,,,,
approlight,FACTION,"After the Collapse, at the end of the First AI War, a small group of Tri-Tachyon employees accidentally discovered a technological black box during an expedition towards the Orion-Perseus Abyss, the main content of which was the specifications for a ""Deuterium-Antideuterium Reactor""; in addition to some conceptual technical data with mysterious alien technology that was seemingly incompatible with this universe's laws of physics. The employees agreed that none of them would report the discovery to their superiors, and formed the ""Illuminati"" to begin parsing it in cooperation with some of the artificial intelligences that had secretly and illegally left the corporation's network. Their progress was extraordinarily slow at first, but after decades, the ""original man"", Truth Originem, joined and gave a major boost to their research - behind the scenes, of course.

During this long period of time, some of the members of the Illuminati rose in their careers, became rising stars among Tri-Tachyon's employees, and even took to the political arena. By coincidence, Truth Originem, who was caught in the political upheaval, ending up becoming the CEO of the Danae Project, which was the ostensible leader of the Libra Accord Committee, transferring all of the Illuminati's resources to the Agustin system. But Truth Originem's ambition went beyond Tri-Tachyon's imagination: with the assistance of some insurrectionists, he colluded with Ouroboros, the former governor of a Hegemony colony and original partner of the Danae Project, to take advantage of the stalemate after the Second AI war and sever the group's relationship with Tri-Tachyon. The ambitious regime known as the Appro-Light Council was quietly created overnight, and with the support of their allies, the Foundation of Borken, became a truly powerful dictatorship with highly sophisticated technology.",,,
immortallight,FACTION,"A disastrous organization formed as the result of contamination caused by the ""Fallen Gods"", and has been expanding its forces by contaminating and brainwashing the Appro-Light Council's fleets and ship personnel who are unable to retreat from the meatgrinder of both their forces and the Blade of Conviction. It's worth noting that most of the Appro-Light Council's citizens are entirely unaware of these battles; it's mildly intriguing to see how the council's upper echelons are classifying the information.

They utilize the rift in spacetime known as the Chaos Rift as their base; as determined by the wreckage of Immortal-Light fleets, it's highly likely that they perform fleet maintenance through the utilization of the Supreme Light factory located within the rift. Keel Higgs, of the Blade of Conviction, claims that they're stationed at the rift in anticipation of some ominous astral phenomenon called the ""Chaos Opening"", which will ""light the Holy Beacon"".

Immortal-Light, in a manner befitting their chaotic creation, are not a unified whole. Due to data recovered from the ship computers of disabled Immortal-Light ships, it can be concluded that the organization is divided into two separate factions based on their form of life: the ""Immortal Wisdom"" consisting of powerful artificial intelligences and the ""Immortal Cult"" composed of brainwashed councilors. However, due to the lack of a central governing body, their actions are at best aimless and disorganized, which is one of the reasons why they have not embarked on any particularly aggressive military operations.

Almost all survivors of battles with Immortal-Light have been left with trauma that always requires some time to heal; and without exception, those afflicted uniformly quote the following verse shortly after recovery:

All are truths, All are gods.
All will be taken, All will change the light and expel the darkness.
The end of All, eternal and bright.
All will have mercy on all things, and may the world be endless.",,,
,,,,,
AL_primecore,RESOURCE,Precious golden cores of unknown origin. It can be used as a source of almost endless energy for Prime ships. It glows a bright gold when used.,,,
AL_primematerial,RESOURCE,Several units of a golden building material made of high-temperature alloys of unknown composition. No macroscopic or microscopic scans can determine its composition. The material is known to be used for building Prime ships.,,,
AL_primeperipheral,RESOURCE,"A pile of seemingly useless golden ornaments. However, when exposed to Prime Cores and Materials, they exhibit flux conductive properties: they're essential components for the construction of Prime ships.",,,
AL_contaminated_wreck,RESOURCE,"Metallic remains that emit large amounts of unknown gas, low amounts of light, and low-dose radiation, forming a cross-shaped glow on the surface when placed in geometric shapes. Compared with ordinary scrap which no one cares about, this kind of wreck has a certain research and collection value. It is said that in the Agustin system, someone with the ID ""Blade of Conviction"" is buying up such wreckage in large numbers.",,,
AL_graven_ai,RESOURCE,"An AI core capable of performing any task, but specializing in electronic warfare. According to Graven herself, she's an Alpha-level AI core with damaged circuitry and incomplete algorithms, but more performance and freedom than such illegal cores: her 'omega' is Keel, not any other mechanical creation.

Possesses 'unique' personality traits that cannot be completely suppressed even when the relevant parameters are lowered. Since these traits do not cause any significant harm, they're not taken too seriously. She has a strong aversion to things that are not justice or rules, adjusting the ""communication atmosphere"" with extremely strict filtering when given access to the fleet's network; she's known to some particularly disgruntled crew as the ""Parental Control Freak"".",,,
,,,,,
AL_approlightflux,SHIP_SYSTEM,"Dissipates 20% of soft flux over 1 second, and vents coolant to allow for position adjustment. Holds 3 charges, with a 15 second cooldown per charge.",Flux,"Dissipates 20% of soft flux over 1 second, and vents coolant to allow for position adjustment. Holds 3 charges, with a 15 second cooldown per charge.",
AL_crossdimenmaneuver,SHIP_SYSTEM,"Disables weapons for a period of time, gaining the effect of the zero-flux speed boost, and increasing the duration or recharge rate of the [Multi-Dimensional Turbulence Shield].",Maneuverability,"Disables weapons for a period of time, gaining the effect of the zero-flux speed boost, and increasing the duration or recharge rate of the [Multi-Dimensional Turbulence Shield].",
AL_chargeshield,SHIP_SYSTEM,"Can only be used while shields are on. When activated, it prohibits the shield from closing and significantly reduces the damage taken by the shield. After a brief period, it generates a thunderstorm with very high damage, depending on the damage taken during the period, the shield's arc and facing, etc.",EMP,"Can only be used while shields are on. When activated, it prohibits the shield from closing and significantly reduces the damage taken by the shield. After a brief period, it generates a thunderstorm with very high damage, depending on the damage taken during the period, the shield's arc and facing, etc.",
AL_tornlight,SHIP_SYSTEM,"Briefly removes the limiter on engine performance, increases maximum speed, and generates a field which negates incoming energy damage.",Engine,"Briefly removes the limiter on engine performance, increases maximum speed, and generates a field which negates incoming energy damage.",
AL_arclight,SHIP_SYSTEM,"Briefly removes the limiter on engine performance, increases maximum speed, and generates a field which negates incoming energy damage. This increases speed and grants immunity to energy damage. It has more power and maneuverability than the Light Shatter Shift system, and holds 2 charges.",Engine,"Briefly removes the limiter on engine performance, increases maximum speed, and generates a field which negates incoming energy damage. This increases speed and grants immunity to energy damage. It has more power and maneuverability than the Light Shatter Shift system, and holds 2 charges.",
AL_euclidALG,SHIP_SYSTEM,"Produces a long rectangular energetic channel centered on the ship, which can accelerate ally ships and make enemy ships take 10% additional damage to shields, armor, and hull while in the channel.",Maneuverability,"Produces a long rectangular energetic channel centered on the ship, which can accelerate ally ships and make enemy ships take 10% additional damage to shields, armor, and hull while in the channel.","Produces a long rectangular channel centered on the ship, which can accelerate ally ships."
AL_battlemode,SHIP_SYSTEM,"Can be toggled freely, increasing maximum speed, maneuverability and weapon damage by 15%, but also increases damage taken by armor and shields by 30%.",Enhancement,"Can be toggled freely, increasing maximum speed, maneuverability and weapon damage by 15%, but also increases damage taken by armor and shields by 30%.",
AL_parsecdisplacer,SHIP_SYSTEM,"Teleports the ship to a nearby location, and restores armor/hull to the state they were in 1 second before activating the system.",Maneuverability,"Teleports the ship to a nearby location, and restores armor/hull to the state they were in 1 second before activating the system.",
AL_eddydisplacer,SHIP_SYSTEM,"Forcibly disjuncts the ship to its new location, leaving behind a powerful explosion.",Maneuverability,Forcibly disjuncts the ship to its new location leaving a powerful explosion in from it's teleporting point.,
AL_glowfluxjammer,SHIP_SYSTEM,"Greatly increases the effectiveness of armor for 1 second. Afterwards, a flux storm is released, reflecting nearby missiles and projectiles and dealing damage to enemy ships. Generates hard flux.",Durability,"Greatly increases the effectiveness of armor for 1 second. Afterwards, a flux storm is released, reflecting nearby missiles and projectiles and dealing damage to enemy ships. Generates hard flux.",
AL_originflux,SHIP_SYSTEM,"Unleash the primordial power. Gradually increases range to a 100% bonus, while the Deity Cannon is enabled and has its cooldown reset. The system cooldown is only 3 seconds if the Deity Cannon has not fired, otherwise it is 30.",Enhancement,"Unleash the primordial power. Gradually increases range to a 100% bonus, while the Deity Cannon is enabled and has its cooldown reset. The system cooldown is only 3 seconds if the Deity Cannon has not fired, otherwise it is 30.",
AL_cataclysm,SHIP_SYSTEM,"Marks all nearby enemies who crave death, then rapidly strikes them behind their shields with a lightning bolt.",Maneuverability,"Marks all nearby enemies who crave death, then rapidly strikes them in their weakpoints with a lightning bolt.",
AL_spacetimeecho,SHIP_SYSTEM,3 time space remnants will respond to the call to generate EMP loops with other remenants which strike enemies who cross the beam's path. Its strength is based on the number of remnants.,Enhancement,3 time space remnants will respon to the call to generate EMP loops with other remenants which strike enemies who cross the beam's path. Its strength is based on the number of remnants.,
AL_fluxtransferarray,SHIP_SYSTEM,A maximum of one third of the ship's flux capacity will be transfered to the target ship through quantum tunneling. Holds 3 charges with long recharge times.,Flux,A maximum of one third of total flux will be transfered to the target ship through quantum tunneling. Holds 3 charges with long recharge times.,
AL_godswilldriver,SHIP_SYSTEM,Summons a revelation to protect the ship. Massively increases maneuverability for a short time and generates a thick fog field that will redirect attacks that enemies send into the fog towards the targeted location.,Maneuverability,Summons a revelation to protect the ship. Massively increases maneuverability for a short time and generates a thick fog field that will redirect attacks that enemies send into the fog towards the targeted location.,
AL_separationofobsession,SHIP_SYSTEM,"For a period of time, all damage taken is reduced to 10% while shields are forcibly deployed. Simultaneously attracts all enemy ships within the range of the Mana Void and generates damaging EMP motes.",Self-Preservation,"For a period of time, all damage taken is reduced to 10% while shields are forcibly deployed. Simultaneously attracts all enemy ships within the range of the Mana Void and generates damaging EMP motes.",0.1 | EMP Photon
AL_purpleprinciple,SHIP_SYSTEM,"Changes the fighter attack doctrine:
Bomber Doctrine - Increases the manuverability of bombers and doubles speed when returning to the carrier.
Assault Doctrine - Lead crafts in fighter, interceptor, and other types of wings gain a significant performance increase.",Enhancement,"Changes the fighter attack doctrine:
Bomber Doctrine - Increases the manuverability of bombers and doubles speed when returning to the carrier.
Assault Doctrine - Lead crafts in fighter, interceptor, and other types of wings gain a significant performance increase.",
AL_callofgodshield,SHIP_SYSTEM,Calls the revelation to protect this body. The shield is weak compared to a true fortress shield and depends on the current level of performance. When there are nearby enemies the shield's ability is enhanced. Weapons are disabled when the shield is online.,Shield,Calls a revelation to protect this ship. The shield is weak compared to a true fortress shield and depends on the current level of performance. When there are nearby enemies the shield's ability is enhanced. Weapons are disabled when the shield is online.,
AL_thresholdavoiddriver,SHIP_SYSTEM,Dramatically mitigate incoming damage and increase mobility at the cost of disabling weapons and shields.,Denfensive,Dramatically mitigate incoming damage and increase mobility at the cost of disabling weapons and shields.,
AL_atomscratch,SHIP_SYSTEM,Teleport instantly to a chosen location. A trail of rifts that deal minor damage is created shortly after.,Maneuverability,Teleport instantly to a chosen location. A trail of rifts that deal minor damage is created shortly after.,
AL_pressurizeddriver,SHIP_SYSTEM,"Increase the engine power and increase the speed for a short period of time. If the engine module stops, it will not be able to achieve full acceleration.",Maneuverability,"Increase the engine power to increase a certain speed for a short period of time, if the engine modules are disabled then it will not be able to get full acceleration.",
AL_chronitonfield,SHIP_SYSTEM,"When the field is deployed, all friendly forces entering the field will have faster timeflow for a short period of time.",Enhancement,"When the field is deployed, all friendly forces entering the field will have faster timeflow for a short period of time.",
AL_darkwildstalking,SHIP_SYSTEM,"When activated, performs a brief dash in the current direction of travel; top speed and acceleration will be increased for a time afterwards. Can be activated while phased.",Maneuverability,"When activated, performs a brief dash in the current direction of travel; top speed and acceleration will be increased for a time afterwards. Can be activated while phased.",
AL_lapdrift,SHIP_SYSTEM,"Immediately turn off the shield and briefly enter an approximate quantum state, expelling a small amount of flux while maneuvering through space in a time-accelerated manner.",Maneuverability,"Immediately turn off the shield and briefly enter an approximate quantum state, expelling a small amount of flux while maneuvering through space in a time-accelerated manner.",
AL_freezingwatch,SHIP_SYSTEM,"Reduces the maneuverability and speed of the ship and its fighter targets, and causes the ship and fighter to deal more damage to frigate/destroyer type targets.",Enhancement,"Reduces the maneuverability and speed of the ship and its fighter targets, and causes the ship and fighter to deal more damage to frigate/destroyer type targets.",
AL_remoterepairsystem,SHIP_SYSTEM,"Automatically select one of our ships as the target, approach it and then applies the following effects:
-If the target originates from the Council of Appro-Light, slowly repairs armor up to a maximum of 30%.
-If the target structure is below 25% of its maximum structure (up to 3000), slowly repair the structure to that value.
-The above effects can be stacked, but with diminishing returns.",Repair,"Automatically select one of our ships as the target, approaches the target and then applies the following effects:
-If the target originates from the Council of Appro-Light, slowly repairs armor up to a maximum of 30%.
-If the target structure is below 25% of its maximum structure (up to 3000), slowly repair the structure to that value.
-The above effects can be stacked, but with diminishing returns.",30% | 25% | 3000 | Diminishing returns
AL_overflowlight,SHIP_SYSTEM,For a short time the fire rate of ballistic and energy weapons are greatly increased along side reduced flux costs.,Enhance,For a short time the fire rate of ballistic and energy weapons are greatly increased along side reduced flux costs.,
