name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sprite
Phase Frame,frame7s,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.PhaseFrame7s,,,graphics/hullmods/hull_synergy7s.png
,,,,,,,,,,,,,,,,,,
Pristine Condition,Cheat_Maya7s,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.Mayawati_Cheat_Core7s,,,graphics/hullmods/mayawati_resonance7s.png
,,,,,,,,,,,,,,,,,,
#DECOY/DUMMY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Robust Flux Reactor,dummydefense7s,,,,"no_build_in, tritachyon",,,,TRUE,TRUE,0,0,0,0,data.hullmods.what_you_expect_to_see_here,,,
Extra Propulsion Systems,dummyattack7s,,,,"no_build_in, tritachyon",,,,TRUE,TRUE,0,0,0,0,data.hullmods.what_you_expect_to_see_here,,,
Prototype Core,dummychase7s,,,,"no_build_in, tritachyon",,,,TRUE,TRUE,0,0,0,0,data.hullmods.what_you_expect_to_see_here,,,
Celeritas Core,dummyceleritas7s,,,,no_build_in,,,,TRUE,,9999,9999,9999,9999,data.hullmods.celeritas_core_placeboo,,,graphics/hullmods/celeritas_core7s.png
Pristine Condition,cheat_tempestas7s,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.Tempestas_Cheat_Core7s,,,graphics/hullmods/celeritas_core7s.png
Not Salvageable,no_salvage7s,,,,no_build_in,,,,TRUE,TRUE,0,0,0,0,data.hullmods.game_this_should_not_be_salvaged,,,graphics/hullmods/mayawati_resonance7s.png
Unstable Ship,Explodes7s,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.Explodes_deployed7s,,,graphics/hullmods/reduced_explosion.png
,,,,,,,,,,,,,,,,,,
Breakpoint Frame,dummysynergy7s,,,,"no_build_in, tritachyon",,,,TRUE,TRUE,0,0,0,0,data.hullmods.what_you_expect_to_see_here,,,
Phase Frame,dummyframe7s,,,,"no_build_in, tritachyon",,,,TRUE,TRUE,0,0,0,0,data.hullmods.what_you_expect_to_see_here,,,
Enables Phase Anchor AI,dummyanchor7s,,,,no_build_in,,,,TRUE,TRUE,9999,9999,9999,9999,data.hullmods.Breakpoint_Anchor7s,,,
,,,,,,,,,,,,,,,,,,
#SWITCHERS,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Switcher Elipsion,aswitcher_elipsion,,,,no_build_in,,,,TRUE,TRUE,9999,9999,9999,9999,data.hullmods.ElipsionSwitcher7s,,,
Switcher Mayawati,aswitcher_maya,,,,no_build_in,,,,TRUE,TRUE,9999,9999,9999,9999,data.hullmods.MayawatiSwitcher7s,,,
,,,,,,,,,,,,,,,,,,
#EXTRAS,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
