name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Basilisk,fed_mantis_cruiser,Fast Cruiser,Unknown,fed_enginebattery,16,7000,900,9000,,700,175,1,70,60,50,20,30,1100,OMNI,,150,0.35,1,,,110,180,800,400,5,200,8,150000,8,24,540,0.25,24,24,,,,,,,,"rare_bp,hist2t,merc,fed_rare,no_dealer",0.9,0.6,0,0,fed_traveldrive_cruiser,13140
Nisos,fed_nisos,Cruiser,Star Federation,fed_powersurge_slow,18,9000,850,10000,,850,150,,50,25,20,12,16,1100,FRONT,,270,0.25,0.9,,,140,200,175,200,5,40,8,160000,6,20,540,0.25,28,28,,,,,,,,"rare_bp,hist2t,merc,fed_rare,no_dealer",0.25,0.7,0,0,fed_traveldrive_cruiser,13141
Shivan,fed_shivan,Heavy Cruiser,Unknown,ammofeed,19,10000,1350,10000,,550,165,1,50,25,20,12,16,1500,FRONT,,180,0.3,1,,,200,325,150,210,7,30,8,180000,5,15,540,0.25,28,28,,,,,,,,"rare_bp,hist2t,merc,fed_rare,no_dealer",0.9,0.5,0,0,fed_traveldrive_cruiser,13200
Stormwalker,fed_stormwalker,Disruptor,Unknown,temporalshell,26,8000,1400,11000,,900,140,,70,50,40,25,35,900,PHASE,fed_biocloak,,,,0.03,0.025,80,120,150,150,3,50,9,190000,5,20,540,0.25,35,35,,,,,,,PHASE,"rare_bp,hist2t,merc,fed_rare,no_dealer",0.9,0.7,0,0,fed_traveldrive_cruiser,13201
Polyp,fed_polyp,Harasser,Unknown,fed_enginebattery,10,2500,400,5000,,325,45,,130,120,110,70,120,200,PHASE,fed_biocloak,,,,0.06,0.05,10,15,25,50,1,50,10,45000,10,20,180,0.25,10,10,,,,,,,PHASE,"rare_bp,hist1t,merc,fed_rare,no_dealer",0.9,0.5,0,0,fed_traveldrive_cruiser,13202
Cormorant (P),fed_cormorant_old_pirate,Bomber Destroyer,Pirate,fed_powersurge_slow,13,6000,900,5250,,350,90,,80,60,50,50,40,750,FRONT,,270,0.25,0.9,,,60,110,75,120,3,40,9,80000,6,20,360,0.25,14,14,,,,,,,,"rare_bp,hist1t,fed_pirate,pirate_bp",,0.4,0,0,fed_traveldrive_destroyer,13203
Mod Rebellion,fed_boss_rebel,Battleship,Star Federation,fed_powersurge_boss,40,15000,1700,20000,,1100,310,2,25,10,8,8,3,4000,FRONT,,180,0.4,0.9,,,500,1000,500,220,11,20,7,450000,3,15,720,0.25,65,65,,,,,,,SHIP_WITH_MODULES,"rare_bp,hist2t,fed_rare,no_dealer",,0.7,0,0,fed_traveldrive_capital,13204
,fed_boss_wing_left_rebel,Left Armor,Star Federation,,1,3000,1000,1,,1,1,,1,1,1,1,1,400,NONE,,,,,,,0,0,0,0,0,10,7,0,100,1,,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit,module_unselectable,module_refit_bright,fed_rare",,0,2,3,,13205
,fed_boss_wing_right_rebel,Right Armor,Star Federation,,1,3000,1000,1,,1,1,,1,1,1,1,1,400,NONE,,,,,,,0,0,0,0,0,10,7,0,100,1,,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit,module_unselectable,module_refit_bright,fed_rare",,0,2,3,,13206
Magenillon,fed_superdestroyer_pirate,Advanced Destroyer,Star Federation,fed_powersurge,15,4500,450,9000,,700,95,,80,70,60,40,65,400,FRONT,,360,0.4,0.9,,,45,100,50,100,2,50,9,150000,4,24,420,0.25,18,18,,,,,,,,"rare_bp,hist1t,merc,fed_rare,fed_pirate",0.1,0.6,0,0,fed_traveldrive_destroyer,13112
Legion (SF),fed_legion,Battlecarrier,Star Federation,burndrive,28,16000,1400,15000,,750,300,4,30,15,15,6,6,3500,FRONT,,270,0.4,0.8,,,700,1500,300,300,15,20,7,450000,4,16,720,0.25,45,45,,,,,,,"SHIP_WITH_MODULES,CARRIER, COMBAT, NO_AUTO_ESCORT","rare_bp, merc,hist2t",,0.4,2,4,,507
,fed_legion_emitter,Auxilliary Shield Emitter,Star Federation,fed_drone_pd_2x,1,2000,200,10000,,200,1,,1,1,1,1,1,200,FRONT,,360,0,1,,,0,0,0,0,0,10,7,0,100,1,,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit,module_unselectable,module_refit_bright",,0,0,0,,13133
,fed_omega_capital,Transcendence,Unknown,microburn_omega,400,30000,1500,30000,,1500,250,,15,30,20,5,5,2000,FRONT,,180,0,0.35,,,0,0,80,200,3,50,7,500000,20,5,,,200,200,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,SHIP_WITH_MODULES","omega, no_autofit, restricted",,0.5,2,3,fed_traveldrive_capital,13143
,fed_omega_protrusion,Protrusion,Unknown,acausaldisruptor,1,10000,1000,12000,,600,110,,120,140,140,45,135,2000,NONE,,,,,,,0,0,40,150,3,50,7,500000,20,5,,,24,24,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,UNDER_PARENT","omega, no_autofit, restricted",,0.5,2,3,fed_traveldrive_cruiser,13144
,fed_omega_extrusion,Extrusion,Unknown,entropyamplifier,1,10000,1000,9000,,300,95,,120,140,140,45,135,2000,NONE,,,,,,,0,0,40,150,3,50,7,500000,20,5,,,24,24,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,UNDER_PARENT","omega, no_autofit, restricted",,0.5,2,3,fed_traveldrive_cruiser,13145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital Station,fed_station_1,Orbital Station,,,100,40000,1600,1000,,100,0,,30,200,200,4,4,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,50,50,,,,,,,"STATION,UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,
Battlestation,fed_station_2,Battlestation,,,200,80000,2000,1000,2500,100,0,,30,200,200,3,3,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,75,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,
Star Fortress,fed_station_3,Star Fortress,,drone_station_mid,400,160000,2400,1000,2500,100,0,,30,200,200,2,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,100,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fed_asb_module,Anti-Ship Battery,,,1,3000,900,3000,,100,1000,,0,0,0,10,10,300,NONE,,270,0.4,0.8,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,
,fed_gun_module,Medium Combat Module,,,1,10000,1500,14000,,700,1000,,0,0,0,10,10,1000,NONE,,100,0.4,0.8,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,
,fed_hangar_module,Medium Support Module,,forgevats_station,1,9000,1250,10000,,400,1000,3,0,0,0,10,10,2500,NONE,,100,0.4,0.8,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,
,fed_shield_module,Shield Module,,,1,4000,500,10000,,500,0,,0,0,0,3,6,200,FRONT,,135,0.5,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,
,fed_module_blocker1,Station Structural Spur,,,1,2000,400,0,,5,0,,0,0,0,2,2,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,
,fed_module_outer_gun,Heavy Combat Module,,,1,12000,1500,12000,,700,1000,,0,0,0,3,3,1000,FRONT,,90,0.6,0.8,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,SHIP_WITH_MODULES",,,1,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fed_module_longstrut,Station Extension,,,1,10000,1500,0,,5,0,,0,0,0,3,3,500,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, UNDER_PARENT",,,1,2,3,,
,fed_module_hightech_strut,Station Extension,,,1,5000,1500,0,,5,0,,0,0,0,8,8,500,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, UNDER_PARENT",,,1,2,3,,
,fed_module_hightech_armour,Station Armour,,,1,7500,2000,0,,5,0,,0,0,0,8,8,1000,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,
