id,type,frame,magnitude,map,path
prv_gremlin_rb_rare,ship,,,surface,graphics/prv/ships/materials/prv_gremlin_rb_rare_surface.png
,,,,,
#v20,,,,,
prv_granit,ship,,1,normal,graphics/prv/ships/materials/prv_granit_normal.png
prv_granit,ship,,,material,graphics/prv/ships/materials/prv_granit_material.png
prv_granit,ship,,,surface,graphics/prv/ships/materials/prv_granit_surface.png
,,,,,
#v14,,,,,
prv_ballebo_p,ship,,1,normal,graphics/prv/ships/materials/prv_ballebo_p_normal.png
prv_ballebo_p,ship,,,material,graphics/prv/ships/materials/prv_ballebo_p_material.png
prv_ballebo_p,ship,,,surface,graphics/prv/ships/materials/prv_ballebo_p_surface.png
,,,,,
#v22,,,,,
prv_tystnad_p,ship,,1,normal,graphics/prv/ships/materials/prv_tystnad_p_normal.png
prv_tystnad_p,ship,,,material,graphics/prv/ships/materials/prv_tystnad_p_material.png
prv_tystnad_p,ship,,,surface,graphics/prv/ships/materials/prv_tystnad_p_surface.png
,,,,,
#v14,,,,,
prv_gnejs,ship,,1,normal,graphics/prv/ships/materials/prv_gnejs_normal.png
prv_gnejs,ship,,,material,graphics/prv/ships/materials/prv_gnejs_material.png
prv_gnejs,ship,,,surface,graphics/prv/ships/materials/prv_gnejs_surface.png
,,,,,
#v14,,,,,
prv_gnejserhead,ship,,1,normal,graphics/prv/ships/materials/prv_gnejserhead_normal.png
prv_gnejserhead,ship,,,material,graphics/prv/ships/materials/prv_gnejserhead_material.png
prv_gnejserhead,ship,,,surface,graphics/prv/ships/materials/prv_gnejserhead_surface.png
prv_gnejserhead_rare,ship,,1,normal,graphics/prv/ships/materials/prv_gnejserhead_rare_normal.png
prv_gnejserhead_rare,ship,,,material,graphics/prv/ships/materials/prv_gnejserhead_rare_material.png
prv_gnejserhead_rare,ship,,,surface,graphics/prv/ships/materials/prv_gnejserhead_rare_surface.png
,,,,,
#v23,,,,,
prv_dolomit,ship,,1,normal,graphics/prv/ships/materials/prv_dolomit_normal.png
prv_dolomit,ship,,,material,graphics/prv/ships/materials/prv_dolomit_material.png
prv_dolomit,ship,,,surface,graphics/prv/ships/materials/prv_dolomit_surface.png
,,,,,
#v23,,,,,
prv_dolomit_p,ship,,1,normal,graphics/prv/ships/materials/prv_dolomit_p_normal.png
prv_dolomit_p,ship,,,material,graphics/prv/ships/materials/prv_dolomit_p_material.png
prv_dolomit_p,ship,,,surface,graphics/prv/ships/materials/prv_dolomit_p_surface.png
,,,,,
#v12,,,,,
prv_flock_rb,ship,,1,normal,graphics/prv/ships/materials/prv_flock_rb_normal.png
prv_flock_rb,ship,,,material,graphics/prv/ships/materials/prv_flock_rb_material.png
prv_flock_rb,ship,,,surface,graphics/prv/ships/materials/prv_flock_rb_surface.png
,,,,,
#v14,,,,,
prv_flock_rare,ship,,1,normal,graphics/prv/ships/materials/prv_flock_rare_normal.png
prv_flock_rare,ship,,,material,graphics/prv/ships/materials/prv_flock_rare_material.png
prv_flock_rare,ship,,,surface,graphics/prv/ships/materials/prv_flock_rare_surface.png
,,,,,
#v27,,,,,
prv_gabbro,ship,,1,normal,graphics/prv/ships/materials/prv_gabbro_normal.png
prv_gabbro,ship,,,material,graphics/prv/ships/materials/prv_gabbro_material.png
prv_gabbro,ship,,,surface,graphics/prv/ships/materials/prv_gabbro_surface.png
,,,,,
#vrb-1,,,,,
prv_venture_rb,ship,,1,normal,graphics/prv/ships/materials/prv_venture_rb_normal.png
prv_venture_rb,ship,,,material,graphics/prv/ships/materials/prv_venture_rb_material.png
prv_venture_rb,ship,,,surface,graphics/prv/ships/materials/prv_venture_rb_surface.png
#v14,,,,,
prv_venture_rb_rare,ship,,1,normal,graphics/prv/ships/materials/prv_venture_rb_rare_normal.png
prv_venture_rb_rare,ship,,,material,graphics/prv/ships/materials/prv_venture_rb_rare_material.png
prv_venture_rb_rare,ship,,,surface,graphics/prv/ships/materials/prv_venture_rb_rare_surface.png
,,,,,
#v23,,,,,
prv_damm,ship,,1,normal,graphics/prv/ships/materials/prv_damm_normal.png
prv_damm,ship,,,material,graphics/prv/ships/materials/prv_damm_material.png
prv_damm,ship,,,surface,graphics/prv/ships/materials/prv_damm_surface.png
,,,,,
#v23,,,,,
prv_visent,ship,,1,normal,graphics/prv/ships/materials/prv_visent_normal.png
prv_visent,ship,,,material,graphics/prv/ships/materials/prv_visent_material.png
prv_visent,ship,,,surface,graphics/prv/ships/materials/prv_visent_surface.png
,,,,,
#v19,,,,,
prv_bergslag,ship,,1,normal,graphics/prv/ships/materials/prv_bergslag_normal.png
prv_bergslag,ship,,,material,graphics/prv/ships/materials/prv_bergslag_material.png
prv_bergslag,ship,,,surface,graphics/prv/ships/materials/prv_bergslag_surface.png
#v19 USES BASE MODEL FOR NORMAL,,,,,
prv_bergslag_p,ship,,1,normal,graphics/prv/ships/materials/prv_bergslag_normal.png
prv_bergslag_p,ship,,,material,graphics/prv/ships/materials/prv_bergslag_p_material.png
prv_bergslag_p,ship,,,surface,graphics/prv/ships/materials/prv_bergslag_p_surface.png
,,,,,
#v14,,,,,
prv_kakafoni_rb,ship,,1,normal,graphics/prv/ships/materials/prv_kakafoni_rb_normal.png
prv_kakafoni_rb,ship,,,material,graphics/prv/ships/materials/prv_kakafoni_rb_material.png
prv_kakafoni_rb,ship,,,surface,graphics/prv/ships/materials/prv_kakafoni_rb_surface.png
prv_kakafoni_p,ship,,1,normal,graphics/prv/ships/materials/prv_kakafoni_p_normal.png
prv_kakafoni_p,ship,,,material,graphics/prv/ships/materials/prv_kakafoni_p_material.png
prv_kakafoni_p,ship,,,surface,graphics/prv/ships/materials/prv_kakafoni_p_surface.png
,,,,,
,,,,,
#v18,,,,,
prv_kvarts,ship,,1,normal,graphics/prv/ships/materials/prv_kvarts_normal.png
prv_kvarts,ship,,,material,graphics/prv/ships/materials/prv_kvarts_material.png
prv_kvarts,ship,,,surface,graphics/prv/ships/materials/prv_kvarts_surface.png
,,,,,
,,,,,
#v19 NOTE: includes paintjob stripes,,,,,
prv_rok_p,ship,,1,normal,graphics/prv/ships/materials/prv_rok_p_normal.png
prv_rok_p,ship,,,material,graphics/prv/ships/materials/prv_rok_p_material.png
prv_rok_p,ship,,,surface,graphics/prv/ships/materials/prv_rok_p_surface.png
,,,,,
,,,,,
#v27: NOTE: pather uses base normal & surface,,,,,
prv_hornfels,ship,,1,normal,graphics/prv/ships/materials/prv_hornfels_normal.png
prv_hornfels,ship,,,material,graphics/prv/ships/materials/prv_hornfels_material.png
prv_hornfels,ship,,,surface,graphics/prv/ships/materials/prv_hornfels_surface.png
prv_hornfels_pather,ship,,1,normal,graphics/prv/ships/materials/prv_hornfels_normal.png
prv_hornfels_pather,ship,,,material,graphics/prv/ships/materials/prv_hornfels_pather_material.png
prv_hornfels_pather,ship,,,surface,graphics/prv/ships/materials/prv_hornfels_surface.png
,,,,,
#v23,,,,,
prv_dominator_rb,ship,,1,normal,graphics/prv/ships/materials/prv_dominator_rb_normal.png
prv_dominator_rb,ship,,,material,graphics/prv/ships/materials/prv_dominator_rb_material.png
prv_dominator_rb,ship,,,surface,graphics/prv/ships/materials/prv_dominator_rb_surface.png
,,,,,
#v22,,,,,
prv_andesit,ship,,1,normal,graphics/prv/ships/materials/prv_andesit_normal.png
prv_andesit,ship,,,material,graphics/prv/ships/materials/prv_andesit_material.png
prv_andesit,ship,,,surface,graphics/prv/ships/materials/prv_andesit_surface.png
,,,,,
#v24,,,,,
prv_bergtagen,ship,,1,normal,graphics/prv/ships/materials/prv_bergtagen_normal.png
prv_bergtagen,ship,,,material,graphics/prv/ships/materials/prv_bergtagen_material.png
prv_bergtagen,ship,,,surface,graphics/prv/ships/materials/prv_bergtagen_surface.png
prv_module_armor_bergtagen_l,ship,,1,normal,graphics/prv/ships/materials/modules/prv_bergtagen_armor_l_normal.png
prv_module_armor_bergtagen_l,ship,,,material,graphics/prv/ships/materials/modules/prv_bergtagen_armor_l_material.png
prv_module_armor_bergtagen_l,ship,,,surface,graphics/prv/ships/materials/modules/prv_bergtagen_armor_l_surface.png
prv_module_armor_bergtagen_r,ship,,1,normal,graphics/prv/ships/materials/modules/prv_bergtagen_armor_r_normal.png
prv_module_armor_bergtagen_r,ship,,,material,graphics/prv/ships/materials/modules/prv_bergtagen_armor_r_material.png
prv_module_armor_bergtagen_r,ship,,,surface,graphics/prv/ships/materials/modules/prv_bergtagen_armor_r_surface.png
,,,,,
#v22,,,,,
prv_bitumen,ship,,1,normal,graphics/prv/ships/materials/prv_bitumen_normal.png
prv_bitumen,ship,,,material,graphics/prv/ships/materials/prv_bitumen_material.png
prv_bitumen,ship,,,surface,graphics/prv/ships/materials/prv_bitumen_surface.png
,,,,,
#v12,,,,,
prv_buddy,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_buddy_normal.png
prv_buddy,ship,,,material,graphics/prv/ships/materials/fighters/prv_buddy_material.png
prv_buddy,ship,,,surface,graphics/prv/ships/materials/fighters/prv_buddy_surface.png
,,,,,
#v12,,,,,
prv_grus,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_grus_normal.png
prv_grus,ship,,,material,graphics/prv/ships/materials/fighters/prv_grus_material.png
prv_grus,ship,,,surface,graphics/prv/ships/materials/fighters/prv_grus_surface.png
,,,,,
#v12,,,,,
prv_kalk,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_kalk_normal.png
prv_kalk,ship,,,material,graphics/prv/ships/materials/fighters/prv_kalk_material.png
prv_kalk,ship,,,surface,graphics/prv/ships/materials/fighters/prv_kalk_surface.png
,,,,,
#v19,,,,,
prv_karbid,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_karbid_normal.png
prv_karbid,ship,,,material,graphics/prv/ships/materials/fighters/prv_karbid_material.png
prv_karbid,ship,,,surface,graphics/prv/ships/materials/fighters/prv_karbid_surface.png
,,,,,
#v24,,,,,
prv_station1_rb,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station1_rb_normal.png
prv_station1_rb,ship,,,material,graphics/prv/ships/materials/stations/prv_station1_rb_material.png
prv_station1_rb,ship,,,surface,graphics/prv/ships/materials/stations/prv_station1_rb_surface.png
prv_station2_rb,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station1_rb_normal.png
prv_station2_rb,ship,,,material,graphics/prv/ships/materials/stations/prv_station1_rb_material.png
prv_station2_rb,ship,,,surface,graphics/prv/ships/materials/stations/prv_station1_rb_surface.png
prv_station3_rb,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station1_rb_normal.png
prv_station3_rb,ship,,,material,graphics/prv/ships/materials/stations/prv_station1_rb_material.png
prv_station3_rb,ship,,,surface,graphics/prv/ships/materials/stations/prv_station1_rb_surface.png
#v24,,,,,
prv_module_rb_battery3,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_rb_battery3_normal.png
prv_module_rb_battery3,ship,,,material,graphics/prv/ships/materials/stations/prv_module_rb_battery3_material.png
prv_module_rb_battery3,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_rb_battery3_surface.png
#v24,,,,,
prv_module_rb_hangar3,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_rb_hangar3_normal.png
prv_module_rb_hangar3,ship,,,material,graphics/prv/ships/materials/stations/prv_module_rb_hangar3_material.png
prv_module_rb_hangar3,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_rb_hangar3_surface.png
#v24,,,,,
prv_module_rb_freeport1,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_rb_freeport_normal.png
prv_module_rb_freeport1,ship,,,material,graphics/prv/ships/materials/stations/prv_module_rb_freeport_material.png
prv_module_rb_freeport1,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_rb_freeport_surface.png
#v24,,,,,
prv_station_drone_redan,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station_drone_skans_normal.png
prv_station_drone_redan,ship,,,material,graphics/prv/ships/materials/stations/prv_station_drone_skans_material.png
prv_station_drone_redan,ship,,,surface,graphics/prv/ships/materials/stations/prv_station_drone_skans_surface.png
#v24,,,,,
prv_module_rb_armor,ship,,1,normal,graphics/shaders/normal/ships/stations/station_armour2_normal.png
prv_module_rb_armor,ship,,,material,graphics/shaders/material/ships/stations/station_armour2_material.png
prv_module_rb_armor,ship,,,surface,graphics/shaders/surface/ships/stations/station_armour2_surface.png
prv_module_rb_armor_light,ship,,1,normal,graphics/shaders/normal/ships/stations/station_armour1_normal.png
prv_module_rb_armor_light,ship,,,material,graphics/shaders/material/ships/stations/station_armour1_material.png
prv_module_rb_armor_light,ship,,,surface,graphics/shaders/surface/ships/stations/station_armour1_surface.png
,,,,,
,,,,,
,,,,,
#v19,,,,,
prv_spatterflamer,turret,,1,normal,graphics/prv/weapons/materials/prv_spatterflamer_turret_normal.png
prv_spatterflamer,turret,,,material,graphics/prv/weapons/materials/prv_spatterflamer_turret_material.png
prv_spatterflamer,turret,,,surface,graphics/prv/weapons/materials/prv_spatterflamer_turret_surface.png
prv_spatterflamer,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_spatterflamer_hardpoint_normal.png
prv_spatterflamer,hardpoint,,,material,graphics/prv/weapons/materials/prv_spatterflamer_hardpoint_material.png
prv_spatterflamer,hardpoint,,,surface,graphics/prv/weapons/materials/prv_spatterflamer_hardpoint_surface.png
,,,,,
,,,,,
prv_fusion_burster,turret,,1,normal,graphics/prv/weapons/materials/prv_fusion_burster_turret_normal.png
prv_fusion_burster,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_fusion_burster_hardpoint_normal.png
prv_fusion_burster,turret,,,material,graphics/prv/weapons/materials/prv_fusion_burster_turret_material.png
prv_fusion_burster,hardpoint,,,material,graphics/prv/weapons/materials/prv_fusion_burster_hardpoint_material.png
,,,,,
#v19,,,,,
prv_ljungeld_damaged,turret,,1,normal,graphics/prv/weapons/materials/prv_ljungeld_damaged_normal.png
prv_ljungeld_damaged,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_ljungeld_damaged_normal.png
prv_ljungeld_damaged,turret,,,material,graphics/prv/weapons/materials/prv_ljungeld_damaged_material.png
prv_ljungeld_damaged,hardpoint,,,material,graphics/prv/weapons/materials/prv_ljungeld_damaged_normal.png
prv_ljungeld_damaged,turret,,,surface,graphics/prv/weapons/materials/prv_ljungeld_damaged_normal.png
prv_ljungeld_damaged,hardpoint,,,surface,graphics/prv/weapons/materials/prv_ljungeld_damaged_material.png
,,,,,
#v28,,,,,
prv_heavyilluminator,turret,,1,normal,graphics/prv/weapons/materials/prv_heavyilluminator_turret_normal.png
prv_heavyilluminator,turret,,,material,graphics/prv/weapons/materials/prv_heavyilluminator_turret_material.png
prv_heavyilluminator,turret,,,surface,graphics/prv/weapons/materials/prv_heavyilluminator_turret_surface.png
prv_heavyilluminator,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_heavyilluminator_hardpoint_normal.png
prv_heavyilluminator,hardpoint,,,material,graphics/prv/weapons/materials/prv_heavyilluminator_hardpoint_material.png
prv_heavyilluminator,hardpoint,,,surface,graphics/prv/weapons/materials/prv_heavyilluminator_hardpoint_surface.png
,,,,,
#v23,,,,,
prv_belt_blaster,turret,,1,normal,graphics/prv/weapons/materials/prv_belt_blaster_turret_main_normal.png
prv_belt_blaster,turret,,,material,graphics/prv/weapons/materials/prv_belt_blaster_turret_main_material.png
prv_belt_blaster,turret,,,surface,graphics/prv/weapons/materials/prv_belt_blaster_turret_main_surface.png
prv_belt_blaster,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_belt_blaster_hardpoint_main_normal.png
prv_belt_blaster,hardpoint,,,material,graphics/prv/weapons/materials/prv_belt_blaster_hardpoint_main_material.png
prv_belt_blaster,hardpoint,,,surface,graphics/prv/weapons/materials/prv_belt_blaster_hardpoint_main_surface.png
,,,,,
#v23,,,,,
prv_hfl_array,turret,,1,normal,graphics/prv/weapons/materials/prv_hfl_array_turret_normal.png
prv_hfl_array,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_hfl_array_hardpoint_normal.png
prv_hfl_array,turret,,,material,graphics/prv/weapons/materials/prv_hfl_array_turret_material.png
prv_hfl_array,hardpoint,,,material,graphics/prv/weapons/materials/prv_hfl_array_hardpoint_material.png
prv_hfl_array,turret,,,surface,graphics/prv/weapons/materials/prv_hfl_array_turret_surface.png
prv_hfl_array,hardpoint,,,surface,graphics/prv/weapons/materials/prv_hfl_array_hardpoint_surface.png
,,,,,
#v23 NOTE TURRET ONLY,,,,,
prv_hfl_array_single,turret,,1,normal,graphics/prv/weapons/materials/prv_hfl_array_single_turret_normal.png
prv_hfl_array_single,turret,,,material,graphics/prv/weapons/materials/prv_hfl_array_single_turret_material.png
prv_hfl_array_single,turret,,,surface,graphics/prv/weapons/materials/prv_hfl_array_single_turret_surface.png
,,,,,
,,,,,
#v12,,,,,
prv_lightthumper,turret,0,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_00_normal.png
prv_lightthumper,turret,1,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_01_normal.png
prv_lightthumper,turret,2,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_02_normal.png
prv_lightthumper,turret,3,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_03_normal.png
prv_lightthumper,turret,4,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_04_normal.png
prv_lightthumper,turret,5,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_05_normal.png
prv_lightthumper,turret,0,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_00_material.png
prv_lightthumper,turret,1,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_01_material.png
prv_lightthumper,turret,2,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_02_material.png
prv_lightthumper,turret,3,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_03_material.png
prv_lightthumper,turret,4,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_04_material.png
prv_lightthumper,turret,5,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_05_material.png
prv_lightthumper,turret,0,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_00_surface.png
prv_lightthumper,turret,1,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_01_surface.png
prv_lightthumper,turret,2,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_02_surface.png
prv_lightthumper,turret,3,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_03_surface.png
prv_lightthumper,turret,4,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_04_surface.png
prv_lightthumper,turret,5,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_turret_05_surface.png
prv_lightthumper,hardpoint,0,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_00_normal.png
prv_lightthumper,hardpoint,1,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_01_normal.png
prv_lightthumper,hardpoint,2,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_02_normal.png
prv_lightthumper,hardpoint,3,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_03_normal.png
prv_lightthumper,hardpoint,4,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_04_normal.png
prv_lightthumper,hardpoint,5,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_05_normal.png
prv_lightthumper,hardpoint,0,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_00_material.png
prv_lightthumper,hardpoint,1,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_01_material.png
prv_lightthumper,hardpoint,2,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_02_material.png
prv_lightthumper,hardpoint,3,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_03_material.png
prv_lightthumper,hardpoint,4,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_04_material.png
prv_lightthumper,hardpoint,5,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_05_material.png
prv_lightthumper,hardpoint,0,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_00_surface.png
prv_lightthumper,hardpoint,1,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_01_surface.png
prv_lightthumper,hardpoint,2,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_02_surface.png
prv_lightthumper,hardpoint,3,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_03_surface.png
prv_lightthumper,hardpoint,4,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_04_surface.png
prv_lightthumper,hardpoint,5,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_hardpoint_05_surface.png
,,,,,
#v12,,,,,
prv_lightthumper_oc,turret,0,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_00_normal.png
prv_lightthumper_oc,turret,1,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_01_normal.png
prv_lightthumper_oc,turret,2,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_02_normal.png
prv_lightthumper_oc,turret,3,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_03_normal.png
prv_lightthumper_oc,turret,4,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_04_normal.png
prv_lightthumper_oc,turret,5,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_05_normal.png
prv_lightthumper_oc,turret,0,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_00_material.png
prv_lightthumper_oc,turret,1,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_01_material.png
prv_lightthumper_oc,turret,2,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_02_material.png
prv_lightthumper_oc,turret,3,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_03_material.png
prv_lightthumper_oc,turret,4,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_04_material.png
prv_lightthumper_oc,turret,5,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_05_material.png
prv_lightthumper_oc,turret,0,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_00_surface.png
prv_lightthumper_oc,turret,1,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_01_surface.png
prv_lightthumper_oc,turret,2,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_02_surface.png
prv_lightthumper_oc,turret,3,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_03_surface.png
prv_lightthumper_oc,turret,4,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_04_surface.png
prv_lightthumper_oc,turret,5,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_turret_05_surface.png
prv_lightthumper_oc,hardpoint,0,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_00_normal.png
prv_lightthumper_oc,hardpoint,1,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_01_normal.png
prv_lightthumper_oc,hardpoint,2,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_02_normal.png
prv_lightthumper_oc,hardpoint,3,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_03_normal.png
prv_lightthumper_oc,hardpoint,4,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_04_normal.png
prv_lightthumper_oc,hardpoint,5,1,normal,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_05_normal.png
prv_lightthumper_oc,hardpoint,0,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_00_material.png
prv_lightthumper_oc,hardpoint,1,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_01_material.png
prv_lightthumper_oc,hardpoint,2,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_02_material.png
prv_lightthumper_oc,hardpoint,3,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_03_material.png
prv_lightthumper_oc,hardpoint,4,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_04_material.png
prv_lightthumper_oc,hardpoint,5,,material,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_05_material.png
prv_lightthumper_oc,hardpoint,0,,surface,graphics/prv/weapons/materials/prv_lightthumper/prv_lightthumper_oc_hardpoint_00_surface.png
