id,type,text1,text2,text3,text4,notes
prv_agni_cocoon_large,SHIP_SYSTEM,"”We believe the silk is mostly used for nesting. Very durable material, and easily spun.” 

- Agni, an executive primer, House Gyllenhaag archives.",Defensive,"Coats the user in layers of defensive silk, which will absorb 4000 incoming damage. Less effective while the armor remains intact.",4000,
prv_agni_cocoon_fighter,SHIP_SYSTEM,"”We believe the silk is mostly used for nesting. Very durable material, and easily spun.” 

- Agni, an executive primer, House Gyllenhaag archives.",Defensive,"Coats the user in layers of defensive silk, which will absorb 1000 incoming damage. Less effective while the armor remains intact.",1000,
prv_agni_microburn,SHIP_SYSTEM,"”They can be frightfully fast, especially the larger males, though they also tire quickly.” 

- Agni, an executive primer, House Gyllenhaag archives.",Movement,Quickly leaps forward at high speed.,,
,,,,,,
### Ships,,,,,,
prv_agni_buck,SHIP,"”Adult bucks are generally found travelling in shoals of one to three families, jealously guarding the breeding-age females from competitors.” 

- Agni, an executive primer, House Gyllenhaag archives.",Unidentified Creature,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_doe,SHIP,"”Adult females spend most of their time rearing hatchlings. Does without young usually stay near the nest, maintaining and improving it.” 

- Agni, an executive primer, House Gyllenhaag archives.",Unidentified Creature,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_juvenile,SHIP,"”Starting to exhibit strong sex characteristics, the female juveniles develop ’silk’ spinnerets, while the capabilities of the males’ flame organs intensify greatly.” 

- Agni, an executive primer, House Gyllenhaag archives.",Unidentified Creature,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_hatchling,SHIP,"”The youngest are curious and precocious, and are generally the first to investigate any intrusions into Agni territory.” 

- Agni, an executive primer, House Gyllenhaag archives.",Unidentified Creature,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_down,SHIP,"”We find them attached to their hosts, serving as heat insulation. Once disturbed they will attempt to immobilize any threat using sticky silk strands.” 

- Agni, an executive primer, House Gyllenhaag archives.",Unidentified Creature,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_scale,SHIP,"”We find them attached to their hosts, serving as protective armor. Once disturbed they will ignite their interior gas reserves and attack the threat. In this state they live for mere minutes, but are immensely destructive.” 

- Agni, an executive primer, House Gyllenhaag archives.",Unidentified Creature,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_station1_nest,SHIP,"”While we have found a few asteroids showing signs of having had Agni dens in them, the creatures show a remarkable affinity for our artificial constructions, such as mining stations, which they seem to consider ready-made nests only in need of a layer of silk. The fights between nesting pairs over an abandoned station can be fiercely violent.” 

- Agni, an executive primer, House Gyllenhaag archives.",Infested Station,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
prv_agni_station2_hive,SHIP,"”One of the largest stations in the system has become home to dozens of the creatures, who have made every bit of it their own. Getting an intact exploration team inside the station to examine the organic growths among the nests is one of our highest priorities.” 

- Agni, an executive primer, House Gyllenhaag archives.",Infested Station,"UNKNOWN ENTRY

Please register your Tri-Tachyon datapad to receive the latest news and updates.",,
,,,,,,
#############################,,,,,,
### Custom Entities,,,,,,
#############################,,,,,,
prv_agnifeeder,CUSTOM,"A scientific outpost, responsible for studying and pacifying the wild fauna found in the system.",,,,
