name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
PF-谐波振荡电冲,AL_hos_pulsecannon,2,0.5,5000,500,,200,100,10,15,13,,,,ENERGY,120,,0,0.4,1,,2,8,1,10,,1000,,,75,,,,"energy10,prime_flame_bp",,原火氏族,,普通,,,,,"以 %s 的幅能水平为阈值:
- 幅能水平越低，基础射程越高，最高 + %s
- 幅能水平越高，开火冷却时间越长，接近阈值时 %s 
舰船装载 %s 或者 %s 时，该阈值延后至 %s 。",60% | 100 | 无法开火 | 频光阻抑电网 | 能量配送+幅散管道扩容 | 80%,,,,7.5
PF-谐波过载电冲,AL_hov_pulsecannon,3,0.25,10000,600,,400,200,10,7,24,,,,ENERGY,280,,0,0.5333,1,,1.5,12,1,10,,1000,,,75,,,,"energy20,prime_flame_bp",,原火氏族,,普通,,,,,"以 %s 的幅能水平为阈值:
- 幅能水平越低，基础射程越高，最高 + %s
- 幅能水平越高，开火冷却时间越长，接近阈值时 %s 
舰船装载 %s 或者 %s 时，该阈值延后至 %s 。",60% | 100 | 无法开火 | 频光阻抑电网 | 能量配送+幅散管道扩容 | 80%,,,,7.5
PF-亚空起爆单元,AL_subspace_detonation_unit,2,0.5,5000,450,,200,,25,0,12,,,,FRAGMENTATION,100,,0,1,1,,,,,,,50,50,20,500,,,"PD,PD_ALSO","energy10,pd16,prime_flame_bp",,原火氏族,,点防御(范围),,,,,"该系列武器 %s ，拥有共享的 %s (每拥有一个上限 + %s )和 %s 。
%s 的 %s 提高约 %s (叠加效率在系列武器数量超过2后急剧降低)",无法操控 | 弹药池 | 1 | 重装时间 | 弹药池 | 弹药恢复速率 | 0.5/s,火蚀: [共 %s 伤害 /持续 %s 秒 /作用半径 %s /触发概率 %s ] ,100 | 2 | 50 | 25%,true,7.5
PF-亚空起爆机组,AL_subspace_detonation_group,3,0.25,7500,450,,200,,25,0,20,,,,FRAGMENTATION,100,,0,1,1,,,,,,,50,50,20,500,,,"PD,PD_ALSO","energy14,pd20,prime_flame_bp",,原火氏族,,点防御(范围),,,,,"该系列武器 %s ，拥有共享的 %s (每拥有一个上限 + %s )和 %s 。
%s 的 %s 提高约 %s (叠加效率在系列武器数量超过2后急剧降低)",无法操控 | 弹药池 | 1 | 重装时间 | 弹药池 | 弹药恢复速率 | 0.7/s,火蚀: [共 %s 伤害 /持续 %s 秒 /作用半径 %s /触发概率 %s ] ,100 | 2 | 50 | 25%,true,7.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#内置武器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原初激光炮,AL_deitygun,,,,1000,4500.25,,900,1000,7,,,,,ENERGY,,3500,2,0.5,2.5,120,,,,,4000,,,,,,,"SYSTEM,SHOW_IN_CODEX,STRIKE",,,趋光计划-以太,,绝杀,,,,,"仅在[ %s ]生效时才可开火。
命中敌舰护盾时，根据敌舰护盾效率提高伤害，提高系数和护盾效率呈 %s ，不会因此降低伤害。
对残骸造成 %s 倍伤害，并且靠近光束的敌意目标会因光束表层外溢的粒子流受到额外损伤。
%s",原初堆芯解限 | 反比 | 50 | 开火会导致大量武器失灵。,,,TRUE,108996
点火者内置发射器,AL_lighter_hidden,,,,1600,,2500,,75,20,,2,0.0167,,HIGH_EXPLOSIVE,0,,0,40,1,,0,0,0,0,,700,150,4,500,,,"STRIKE,SYSTEM,SHOW_IN_CODEX",,,趋光计划-全灵,,鱼雷,,,,,,,火蚀: [共 %s 伤害 /持续 %s 秒 /作用半径 %s /触发概率 %s ] ,1000 | 4 | 80 | 100%,TRUE,108997
火啊!纵于彼身,AL_firesbless,,,,3000,,50,,0,0,,20,0.5,10,ENERGY,50,,,10,10,0.05,180,360,60,45,,500,100,7,100,,,"SYSTEM,SHOW_IN_CODEX",,,时钟蜕变,,远程支援,,,,,,,火蚀: [共 %s 伤害 /持续 %s 秒 /作用半径 %s /触发概率 %s ] ,200 | 3 | 40 | 50%,,108976
光啊!聚于吾心,AL_lightscohesion,,,,1000,1200.5,,,0,60,,,,,ENERGY,,640,2,0.25,1.75,8,,,,,10000,,,,,,,"SYSTEM,SHOW_IN_CODEX,GUIDED_POOR,DO_NOT_AIM,DO_NOT_CONSERVE",,,时钟蜕变,,远程支援,,,,,,,,,,108976
不稳定导弹阵列,AL_unstablemissile_array,,,,1500,,50,50,5,0,,40,0.5,20,ENERGY,25,,,4,5,0.25,6,6,5,6,,300,150,12,25,,,"SYSTEM, DO_NOT_AIM, DO_NOT_CONSERVE, DO_NOT_AIM",,,趋光计划-全灵,,远程支援,普通,较差,,,,,,,,
双联点火者内置发射器,AL_lighter_hidden_twin,,,,1600,,2500,,75,20,,2,0.0167,2,HIGH_EXPLOSIVE,0,,0,40,1,,0,0,0,0,,700,150,4,500,,,"STRIKE,SYSTEM,SHOW_IN_CODEX",,,趋光计划-全灵,,鱼雷,,,,,,,火蚀: [共 %s 伤害 /持续 %s 秒 /作用半径 %s /触发概率 %s ] ,1000 | 4 | 80 | 100%,TRUE,108997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#装饰武器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智脑辉光,AL_Decorative_brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,108900
末那识十字辉光,AL_deco_klistamanas_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,108900
末那识辉光,AL_deco_klistamanas_glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,108900
狼毫舰体1,AL_Decorative_whitewolf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,108902
科特舰体,AL_Decorative_keter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
AL信号灯-短,AL_blinker_short,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
AL信号灯-长,AL_blinker_long,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
博士生左炮口装甲,AL_doctor_deco_left,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
博士生右炮口装甲,AL_doctor_deco_right,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
博士生遮挡,AL_doctor_deco_cover,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
博士生底层炮口装甲,AL_doctor_deco_bottom,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
师尊舰体,AL_Decorative_master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#生成武器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL_moonflarelauncher,,,,200,,10,400,,,,,0,,ENERGY,0,0,0,0.1,3,0.1,90,90,0,0,,150,100,2,1,,,SYSTEM,,,,,,,,,,,,,,,
,AL_fake_spiderlaser,,,,900,,5,,0,12,30,,,,ENERGY,0,,0,0,1,0,0,0,0,0,,950,,,20,,,"SYSTEM,DO_NOT_CONSERVE",,,,,,,,,,,,,,,
,AL_fake_spiderpod,,,,3000,,50,300,0,10,10,,,,ENERGY,0,,0,0,1,0,0,0,0,,,0,0,30,100,,,"SYSTEM,DO_NOT_CONSERVE",,,,,,,,,,,,,,,
,AL_fake_spidershard,,,,700,,5,,0,,,,,,ENERGY,0,,0,0,,,2,10,2,30,,1000,,,100,,,SYSTEM,,,,,,,,,,,,,,,
,AL_fake_precollimation,,,,50,,5,,0,,,,,,FRAGMENTATION,0,,0,0,,,,,,,,25,25,1,25,,,SYSTEM,,,,,,,,,,,,,,,
