id,type,frame,magnitude,map,path
prv_ballebo,ship,,,material,graphics/prv/ships/materials/prv_ballebo_material.png
prv_ballebo,ship,,,surface,graphics/prv/ships/materials/prv_ballebo_surface.png
,,,,,
#v16,,,,,
prv_brand,ship,,1,normal,graphics/prv/ships/materials/prv_brand_normal.png
prv_brand,ship,,,material,graphics/prv/ships/materials/prv_brand_material.png
prv_brand,ship,,,surface,graphics/prv/ships/materials/prv_brand_surface.png
,,,,,
#v22,,,,,
prv_tystnad,ship,,1,normal,graphics/prv/ships/materials/prv_tystnad_normal.png
prv_tystnad,ship,,,material,graphics/prv/ships/materials/prv_tystnad_material.png
prv_tystnad,ship,,,surface,graphics/prv/ships/materials/prv_tystnad_surface.png
,,,,,
#v28,,,,,
prv_sorl,ship,,1,normal,graphics/prv/ships/materials/prv_sorl_normal.png
prv_sorl,ship,,,material,graphics/prv/ships/materials/prv_sorl_material.png
prv_sorl,ship,,,surface,graphics/prv/ships/materials/prv_sorl_surface.png
,,,,,
#v28,,,,,
prv_flock,ship,,1,normal,graphics/prv/ships/materials/prv_flock_normal.png
prv_flock,ship,,,material,graphics/prv/ships/materials/prv_flock_material.png
prv_flock,ship,,,surface,graphics/prv/ships/materials/prv_flock_surface.png
,,,,,
#v19,,,,,
prv_is,ship,,1,normal,graphics/prv/ships/materials/prv_is_normal.png
prv_is,ship,,,material,graphics/prv/ships/materials/prv_is_material.png
prv_is,ship,,,surface,graphics/prv/ships/materials/prv_is_surface.png
prv_d_cover_is_nose,turret,,1,normal,graphics/prv/weapons/materials/prv_d_cover_is_nose_normal.png
prv_d_cover_is_nose,turret,,,material,graphics/prv/weapons/materials/prv_d_cover_is_nose_material.png
prv_d_cover_is_nose,turret,,,surface,graphics/prv/weapons/materials/prv_d_cover_is_nose_surface.png
,,,,,
#v19,,,,,
prv_kakafoni,ship,,1,normal,graphics/prv/ships/materials/prv_kakafoni_normal.png
prv_kakafoni,ship,,,material,graphics/prv/ships/materials/prv_kakafoni_material.png
prv_kakafoni,ship,,,surface,graphics/prv/ships/materials/prv_kakafoni_surface.png
prv_d_cover_kakafoni_l,turret,,1,normal,graphics/prv/weapons/materials/prv_d_cover_kakafoni_l_normal.png
prv_d_cover_kakafoni_l,turret,,,material,graphics/prv/weapons/materials/prv_d_cover_kakafoni_l_material.png
prv_d_cover_kakafoni_l,turret,,,surface,graphics/prv/weapons/materials/prv_d_cover_kakafoni_l_surface.png
prv_d_cover_kakafoni_r,turret,,1,normal,graphics/prv/weapons/materials/prv_d_cover_kakafoni_r_normal.png
prv_d_cover_kakafoni_r,turret,,,material,graphics/prv/weapons/materials/prv_d_cover_kakafoni_r_material.png
prv_d_cover_kakafoni_r,turret,,,surface,graphics/prv/weapons/materials/prv_d_cover_kakafoni_r_surface.png
,,,,,
#v19,,,,,
prv_aska,ship,,1,normal,graphics/prv/ships/materials/prv_aska_normal.png
prv_aska,ship,,,material,graphics/prv/ships/materials/prv_aska_material.png
prv_aska,ship,,,surface,graphics/prv/ships/materials/prv_aska_surface.png
#v19 NOTE: uses base aska for normal,,,,,
prv_aska_au,ship,,1,normal,graphics/prv/ships/materials/prv_aska_normal.png
prv_aska_au,ship,,,material,graphics/prv/ships/materials/prv_aska_au_material.png
prv_aska_au,ship,,,surface,graphics/prv/ships/materials/prv_aska_au_surface.png
,,,,,
,,,,,
#v19,,,,,
prv_fasklot,ship,,1,normal,graphics/prv/ships/materials/prv_fasklot_normal.png
prv_fasklot,ship,,,material,graphics/prv/ships/materials/prv_fasklot_material.png
prv_fasklot,ship,,,surface,graphics/prv/ships/materials/prv_fasklot_surface.png
,,,,,
#v22,,,,,
prv_fasvinge,ship,,1,normal,graphics/prv/ships/materials/prv_fasvinge_normal.png
prv_fasvinge,ship,,,material,graphics/prv/ships/materials/prv_fasvinge_material.png
prv_fasvinge,ship,,,surface,graphics/prv/ships/materials/prv_fasvinge_surface.png
,,,,,
#v19 NOTE: includes paintjob stripes,,,,,
prv_rok,ship,,1,normal,graphics/prv/ships/materials/prv_rok_normal.png
prv_rok,ship,,,material,graphics/prv/ships/materials/prv_rok_material.png
prv_rok,ship,,,surface,graphics/prv/ships/materials/prv_rok_surface.png
,,,,,
#v19,,,,,
prv_valljud,ship,,1,normal,graphics/prv/ships/materials/prv_valljud_normal.png
prv_valljud,ship,,,material,graphics/prv/ships/materials/prv_valljud_material.png
prv_valljud,ship,,,surface,graphics/prv/ships/materials/prv_valljud_surface.png
,,,,,
#v24,,,,,
prv_skymning,ship,,1,normal,graphics/prv/ships/materials/prv_skymning_normal.png
prv_skymning,ship,,,material,graphics/prv/ships/materials/prv_skymning_material.png
prv_skymning,ship,,,surface,graphics/prv/ships/materials/prv_skymning_surface.png
,,,,,
,,,,,
#v28,,,,,
prv_ilbud,ship,,1,normal,graphics/prv/ships/materials/prv_ilbud_normal.png
prv_ilbud,ship,,,material,graphics/prv/ships/materials/prv_ilbud_material.png
prv_ilbud,ship,,,surface,graphics/prv/ships/materials/prv_ilbud_surface.png
,,,,,
#v19,,,,,
prv_tiger,ship,,1,normal,graphics/prv/ships/materials/prv_tiger_normal.png
prv_tiger,ship,,,material,graphics/prv/ships/materials/prv_tiger_material.png
prv_tiger,ship,,,surface,graphics/prv/ships/materials/prv_tiger_surface.png
,,,,,
#v23,,,,,
prv_munsbit,ship,,1,normal,graphics/prv/ships/materials/prv_munsbit_normal.png
prv_munsbit,ship,,,material,graphics/prv/ships/materials/prv_munsbit_material.png
prv_munsbit,ship,,,surface,graphics/prv/ships/materials/prv_munsbit_surface.png
,,,,,
,,,,,
#v23,,,,,
prv_condor_aux,ship,,1,normal,graphics/prv/ships/materials/prv_condor_normal.png
prv_condor_aux,ship,,,material,graphics/prv/ships/materials/prv_condor_material.png
prv_condor_aux,ship,,,surface,graphics/prv/ships/materials/prv_condor_surface.png
,,,,,
#v23,,,,,
prv_tarsus_aux,ship,,1,normal,graphics/prv/ships/materials/prv_tarsus_normal.png
prv_tarsus_aux,ship,,,material,graphics/prv/ships/materials/prv_tarsus_material.png
prv_tarsus_aux,ship,,,surface,graphics/prv/ships/materials/prv_tarsus_surface.png
,,,,,
#v23,,,,,
prv_gemini_aux,ship,,1,normal,graphics/prv/ships/materials/prv_gemini_normal.png
prv_gemini_aux,ship,,,material,graphics/prv/ships/materials/prv_gemini_material.png
prv_gemini_aux,ship,,,surface,graphics/prv/ships/materials/prv_gemini_surface.png
,,,,,
,,,,,
#v12,,,,,
prv_skran,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_skran_normal.png
prv_skran,ship,,,material,graphics/prv/ships/materials/fighters/prv_skran_material.png
prv_skran,ship,,,surface,graphics/prv/ships/materials/fighters/prv_skran_surface.png
,,,,,
#v26,,,,,
prv_ovasen,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_ovasen_normal.png
prv_ovasen,ship,,,material,graphics/prv/ships/materials/fighters/prv_ovasen_material.png
prv_ovasen,ship,,,surface,graphics/prv/ships/materials/fighters/prv_ovasen_surface.png
,,,,,
#v12,,,,,
prv_diskordant,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_diskordant_normal.png
prv_diskordant,ship,,,material,graphics/prv/ships/materials/fighters/prv_diskordant_material.png
prv_diskordant,ship,,,surface,graphics/prv/ships/materials/fighters/prv_diskordant_surface.png
,,,,,
#v22,,,,,
prv_drone_missile,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_drone_missile_normal.png
prv_drone_missile,ship,,,material,graphics/prv/ships/materials/fighters/prv_drone_missile_material.png
prv_drone_missile,ship,,,surface,graphics/prv/ships/materials/fighters/prv_drone_missile_surface.png
prv_d_cover_is_nose,turret,,1,normal,graphics/prv/weapons/materials/prv_d_cover_drone_missile_normal.png
prv_d_cover_is_nose,turret,,,material,graphics/prv/weapons/materials/prv_d_cover_drone_missile_material.png
prv_d_cover_is_nose,turret,,,surface,graphics/prv/weapons/materials/prv_d_cover_drone_missile_surface.png
,,,,,
#v19,,,,,
prv_missljud,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_missljud_normal.png
prv_missljud,ship,,,material,graphics/prv/ships/materials/fighters/prv_missljud_material.png
prv_missljud,ship,,,surface,graphics/prv/ships/materials/fighters/prv_missljud_surface.png
,,,,,
#v14,,,,,
prv_oklang,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_oklang_normal.png
prv_oklang,ship,,,material,graphics/prv/ships/materials/fighters/prv_oklang_material.png
prv_oklang,ship,,,surface,graphics/prv/ships/materials/fighters/prv_oklang_surface.png
,,,,,
#v12,,,,,
prv_skral,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_skral_normal.png
prv_skral,ship,,,material,graphics/prv/ships/materials/fighters/prv_skral_material.png
prv_skral,ship,,,surface,graphics/prv/ships/materials/fighters/prv_skral_surface.png
,,,,,
#v19,,,,,
prv_jammer,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_jammer_normal.png
prv_jammer,ship,,,material,graphics/prv/ships/materials/fighters/prv_jammer_material.png
prv_jammer,ship,,,surface,graphics/prv/ships/materials/fighters/prv_jammer_surface.png
prv_d_cover_jammer,turret,,1,normal,graphics/prv/weapons/materials/prv_d_cover_jammer_normal.png
prv_d_cover_jammer,turret,,,material,graphics/prv/weapons/materials/prv_d_cover_jammer_material.png
prv_d_cover_jammer,turret,,,surface,graphics/prv/weapons/materials/prv_d_cover_jammer_surface.png
,,,,,
#v12,,,,,
prv_stillhet,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_stillhet_normal.png
prv_stillhet,ship,,,material,graphics/prv/ships/materials/fighters/prv_stillhet_material.png
prv_stillhet,ship,,,surface,graphics/prv/ships/materials/fighters/prv_stillhet_surface.png
,,,,,
#stations,,,,,
#v24,,,,,
prv_station1,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station1_normal.png
prv_station1,ship,,,material,graphics/prv/ships/materials/stations/prv_station1_material.png
prv_station1,ship,,,surface,graphics/prv/ships/materials/stations/prv_station1_surface.png
prv_station2,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station1_normal.png
prv_station2,ship,,,material,graphics/prv/ships/materials/stations/prv_station1_material.png
prv_station2,ship,,,surface,graphics/prv/ships/materials/stations/prv_station1_surface.png
prv_station3,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station1_normal.png
prv_station3,ship,,,material,graphics/prv/ships/materials/stations/prv_station1_material.png
prv_station3,ship,,,surface,graphics/prv/ships/materials/stations/prv_station1_surface.png
#v24,,,,,
prv_station_drone_redan,ship,,1,normal,graphics/prv/ships/materials/stations/prv_station_drone_redan_normal.png
prv_station_drone_redan,ship,,,material,graphics/prv/ships/materials/stations/prv_station_drone_redan_material.png
prv_station_drone_redan,ship,,,surface,graphics/prv/ships/materials/stations/prv_station_drone_redan_surface.png
#v24,,,,,
prv_module_hangar4,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_hangar4_normal.png
prv_module_hangar4,ship,,,material,graphics/prv/ships/materials/stations/prv_module_hangar4_material.png
prv_module_hangar4,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_hangar4_surface.png
prv_module_battery2,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_battery2_normal.png
prv_module_battery2,ship,,,material,graphics/prv/ships/materials/stations/prv_module_battery2_material.png
prv_module_battery2,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_battery2_surface.png
prv_module_battery1a,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_battery1a_normal.png
prv_module_battery1a,ship,,,material,graphics/prv/ships/materials/stations/prv_module_battery1a_material.png
prv_module_battery1a,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_battery1a_surface.png
prv_module_battery1b,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_battery1b_normal.png
prv_module_battery1b,ship,,,material,graphics/prv/ships/materials/stations/prv_module_battery1b_material.png
prv_module_battery1b,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_battery1b_surface.png
prv_module_bastion1,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_bastion1_normal.png
prv_module_bastion1,ship,,,material,graphics/prv/ships/materials/stations/prv_module_bastion1_material.png
prv_module_bastion1,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_bastion1_surface.png
#v12,,,,,
prv_module_shield_center,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_shield_center_normal.png
prv_module_shield_center,ship,,,material,graphics/prv/ships/materials/stations/prv_module_shield_center_material.png
prv_module_shield_center,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_shield_center_surface.png
#v24,,,,,
prv_module_armor_v,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_armor_v_normal.png
prv_module_armor_v,ship,,,material,graphics/prv/ships/materials/stations/prv_module_armor_v_material.png
prv_module_armor_v,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_armor_v_surface.png
prv_module_armor_short,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_armor_short_normal.png
prv_module_armor_short,ship,,,material,graphics/prv/ships/materials/stations/prv_module_armor_short_material.png
prv_module_armor_short,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_armor_short_surface.png
prv_module_strut,ship,,1,normal,graphics/prv/ships/materials/stations/prv_module_strut_normal.png
prv_module_strut,ship,,,material,graphics/prv/ships/materials/stations/prv_module_strut_material.png
prv_module_strut,ship,,,surface,graphics/prv/ships/materials/stations/prv_module_strut_surface.png
,,,,,
,,,,,
,,,,,
v00,,,,,
prv_uvbeam_fighter,turret,,1,normal,graphics/prv/weapons/materials/prv_uvbeam_fighter_normal.png
prv_uvbeam_fighter,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_uvbeam_fighter_normal.png
prv_uvbeam_fighter,turret,,,material,graphics/prv/weapons/materials/prv_uvbeam_fighter_material.png
prv_uvbeam_fighter,hardpoint,,,material,graphics/prv/weapons/materials/prv_uvbeam_fighter_material.png
prv_uvbeam_fighter,turret,,,surface,graphics/prv/weapons/materials/prv_uvbeam_fighter_surface.png
prv_uvbeam_fighter,hardpoint,,,surface,graphics/prv/weapons/materials/prv_uvbeam_fighter_surface.png
,,,,,
prv_uvpulse_fighter,turret,,1,normal,graphics/prv/weapons/materials/prv_uvpulse_fighter_normal.png
prv_uvpulse_fighter,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_uvpulse_fighter_normal.png
prv_uvpulse_fighter,turret,,,material,graphics/prv/weapons/materials/prv_uvpulse_fighter_material.png
prv_uvpulse_fighter,hardpoint,,,material,graphics/prv/weapons/materials/prv_uvpulse_fighter_material.png
prv_uvpulse_fighter,turret,,,surface,graphics/prv/weapons/materials/prv_uvpulse_fighter_surface.png
prv_uvpulse_fighter,hardpoint,,,surface,graphics/prv/weapons/materials/prv_uvpulse_fighter_surface.png
,,,,,
prv_sipdlaser,turret,,1,normal,graphics/prv/weapons/materials/prv_sipdlaser_turret_normal.png
prv_sipdlaser,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_sipdlaser_hardpoint_normal.png
prv_sipdlaser,turret,,,material,graphics/prv/weapons/materials/prv_sipdlaser_turret_material.png
prv_sipdlaser,hardpoint,,,material,graphics/prv/weapons/materials/prv_sipdlaser_hardpoint_material.png
prv_sipdlaser,turret,,,surface,graphics/prv/weapons/materials/prv_sipdlaser_turret_surface.png
prv_sipdlaser,hardpoint,,,surface,graphics/prv/weapons/materials/prv_sipdlaser_hardpoint_surface.png
,,,,,
#v19,,,,,
prv_spattergun,turret,,1,normal,graphics/prv/weapons/materials/prv_spattergun_turret_normal.png
prv_spattergun,turret,,,material,graphics/prv/weapons/materials/prv_spattergun_turret_material.png
prv_spattergun,turret,,,surface,graphics/prv/weapons/materials/prv_spattergun_turret_surface.png
prv_spattergun,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_spattergun_hardpoint_normal.png
prv_spattergun,hardpoint,,,material,graphics/prv/weapons/materials/prv_spattergun_hardpoint_material.png
prv_spattergun,hardpoint,,,surface,graphics/prv/weapons/materials/prv_spattergun_hardpoint_surface.png
,,,,,
prv_spattergun_fighter,turret,,1,normal,graphics/prv/weapons/materials/prv_spattergun_fighter_turret_normal.png
prv_spattergun_fighter,turret,,,material,graphics/prv/weapons/materials/prv_spattergun_fighter_turret_material.png
prv_spattergun_fighter,turret,,,surface,graphics/prv/weapons/materials/prv_spattergun_fighter_turret_surface.png
prv_spattergun_fighter,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_spattergun_fighter_turret_normal.png
prv_spattergun_fighter,hardpoint,,,material,graphics/prv/weapons/materials/prv_spattergun_fighter_turret_material.png
prv_spattergun_fighter,hardpoint,,,surface,graphics/prv/weapons/materials/prv_spattergun_fighter_turret_surface.png
,,,,,
#v19,,,,,
prv_heavyspattergun,turret,,1,normal,graphics/prv/weapons/materials/prv_heavyspattergun_turret_normal.png
prv_heavyspattergun,turret,,,material,graphics/prv/weapons/materials/prv_heavyspattergun_turret_material.png
prv_heavyspattergun,turret,,,surface,graphics/prv/weapons/materials/prv_heavyspattergun_turret_surface.png
prv_heavyspattergun,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_heavyspattergun_hardpoint_normal.png
prv_heavyspattergun,hardpoint,,,material,graphics/prv/weapons/materials/prv_heavyspattergun_hardpoint_material.png
prv_heavyspattergun,hardpoint,,,surface,graphics/prv/weapons/materials/prv_heavyspattergun_hardpoint_surface.png
,,,,,
,,,,,
#v19,,,,,
prv_frasare,turret,,1,normal,graphics/prv/weapons/materials/prv_frasare_turret_normal.png
prv_frasare,turret,,,material,graphics/prv/weapons/materials/prv_frasare_turret_material.png
prv_frasare,turret,,,surface,graphics/prv/weapons/materials/prv_frasare_turret_surface.png
prv_frasare,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_frasare_hardpoint_normal.png
prv_frasare,hardpoint,,,material,graphics/prv/weapons/materials/prv_frasare_hardpoint_material.png
prv_frasare,hardpoint,,,surface,graphics/prv/weapons/materials/prv_frasare_hardpoint_surface.png
,,,,,
#v18,,,,,
prv_svepfrasare,turret,,1,normal,graphics/prv/weapons/materials/prv_svepfrasare_turret_normal.png
prv_svepfrasare,turret,,,material,graphics/prv/weapons/materials/prv_svepfrasare_turret_material.png
prv_svepfrasare,turret,,,surface,graphics/prv/weapons/materials/prv_svepfrasare_turret_surface.png
prv_svepfrasare,turretunder,,1,normal,graphics/prv/weapons/materials/prv_svepfrasare_turret_under_normal.png
prv_svepfrasare,turretunder,,,material,graphics/prv/weapons/materials/prv_svepfrasare_turret_under_material.png
prv_svepfrasare,turretunder,,,surface,graphics/prv/weapons/materials/prv_svepfrasare_turret_under_surface.png
prv_svepfrasare,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_svepfrasare_hardpoint_normal.png
prv_svepfrasare,hardpoint,,,material,graphics/prv/weapons/materials/prv_svepfrasare_hardpoint_material.png
prv_svepfrasare,hardpoint,,,surface,graphics/prv/weapons/materials/prv_svepfrasare_hardpoint_surface.png
prv_svepfrasare,hardpointunder,,1,normal,graphics/prv/weapons/materials/prv_svepfrasare_hardpoint_under_normal.png
prv_svepfrasare,hardpointunder,,,material,graphics/prv/weapons/materials/prv_svepfrasare_hardpoint_under_material.png
prv_svepfrasare,hardpointunder,,,surface,graphics/prv/weapons/materials/prv_svepfrasare_hardpoint_under_surface.png
,,,,,
#v16,,,,,
prv_lpk,turret,,1,normal,graphics/prv/weapons/materials/prv_lpk_turret_normal.png
prv_lpk,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_lpk_hardpoint_normal.png
prv_lpk,turret,,,material,graphics/prv/weapons/materials/prv_lpk_turret_material.png
prv_lpk,hardpoint,,,material,graphics/prv/weapons/materials/prv_lpk_hardpoint_material.png
prv_lpk,turret,,,surface,graphics/prv/weapons/materials/prv_lpk_turret_surface.png
prv_lpk,hardpoint,,,surface,graphics/prv/weapons/materials/prv_lpk_hardpoint_surface.png
,,,,,
#v19 UNDERS VERY OLD; WHO CARES,,,,,
prv_ljungeld,turret,,1,normal,graphics/prv/weapons/materials/prv_ljungeld_turret_normal.png
prv_ljungeld,turretunder,,1,normal,graphics/prv/weapons/materials/prv_ljungeld_turret_base_normal.png
prv_ljungeld,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_ljungeld_hardpoint_normal.png
prv_ljungeld,turret,,,material,graphics/prv/weapons/materials/prv_ljungeld_turret_material.png
prv_ljungeld,turretunder,,,material,graphics/prv/weapons/materials/prv_ljungeld_turret_base_material.png
prv_ljungeld,hardpoint,,,material,graphics/prv/weapons/materials/prv_ljungeld_hardpoint_material.png
prv_ljungeld,turret,,,surface,graphics/prv/weapons/materials/prv_ljungeld_turret_surface.png
prv_ljungeld,hardpoint,,,surface,graphics/prv/weapons/materials/prv_ljungeld_hardpoint_surface.png
,,,,,
,,,,,
#v19,,,,,
prv_vakt,turret,,1,normal,graphics/prv/weapons/materials/prv_vakt_turret_main_normal.png
prv_vakt,turretunder,,1,normal,graphics/prv/weapons/materials/prv_vakt_turret_under_normal.png
prv_vakt,turret,,,material,graphics/prv/weapons/materials/prv_vakt_turret_main_material.png
prv_vakt,turretunder,,,material,graphics/prv/weapons/materials/prv_vakt_turret_under_material.png
prv_vakt,turret,,,surface,graphics/prv/weapons/materials/prv_vakt_turret_main_surface.png
prv_vakt,turretunder,,,surface,graphics/prv/weapons/materials/prv_vakt_turret_under_surface.png
prv_vakt,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_vakt_hardpoint_main_normal.png
prv_vakt,hardpointunder,,1,normal,graphics/prv/weapons/materials/prv_vakt_hardpoint_under_normal.png
prv_vakt,hardpoint,,,material,graphics/prv/weapons/materials/prv_vakt_hardpoint_main_material.png
prv_vakt,hardpointunder,,,material,graphics/prv/weapons/materials/prv_vakt_hardpoint_under_material.png
prv_vakt,hardpoint,,,surface,graphics/prv/weapons/materials/prv_vakt_hardpoint_main_surface.png
prv_vakt,hardpointunder,,,surface,graphics/prv/weapons/materials/prv_vakt_hardpoint_under_surface.png
,,,,,
#v19,,,,,
prv_uvir,turret,,1,normal,graphics/prv/weapons/materials/prv_uvir_turret_normal.png
prv_uvir,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_uvir_hardpoint_normal.png
prv_uvir,turret,,,material,graphics/prv/weapons/materials/prv_uvir_turret_material.png
prv_uvir,hardpoint,,,material,graphics/prv/weapons/materials/prv_uvir_hardpoint_material.png
prv_uvir,turret,,,surface,graphics/prv/weapons/materials/prv_uvir_turret_surface.png
prv_uvir,hardpoint,,,surface,graphics/prv/weapons/materials/prv_uvir_hardpoint_surface.png
,,,,,
,,,,,
,,,,,
,,,,,
#v19,,,,,
prv_pskd,turret,,1,normal,graphics/prv/weapons/materials/prv_pskd_turret_normal.png
prv_pskd,turretbarrel,,1,normal,graphics/prv/weapons/materials/prv_pskd_turret_recoil_normal.png
prv_pskd,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_pskd_hardpoint_normal.png
prv_pskd,hardpointbarrel,,1,normal,graphics/prv/weapons/materials/prv_pskd_hardpoint_recoil_normal.png
prv_pskd,turret,,,material,graphics/prv/weapons/materials/prv_pskd_turret_material.png
prv_pskd,turretbarrel,,,material,graphics/prv/weapons/materials/prv_pskd_turret_recoil_material.png
prv_pskd,hardpoint,,,material,graphics/prv/weapons/materials/prv_pskd_hardpoint_material.png
prv_pskd,hardpointbarrel,,,material,graphics/prv/weapons/materials/prv_pskd_hardpoint_recoil_material.png
prv_pskd,turret,,,surface,graphics/prv/weapons/materials/prv_pskd_turret_surface.png
prv_pskd,turretbarrel,,,surface,graphics/prv/weapons/materials/prv_pskd_turret_recoil_surface.png
prv_pskd,hardpoint,,,surface,graphics/prv/weapons/materials/prv_pskd_hardpoint_surface.png
prv_pskd,hardpointbarrel,,,surface,graphics/prv/weapons/materials/prv_pskd_hardpoint_recoil_surface.png
,,,,,
,,,,,
#v19 NOTE ONLY ONE SHARED MATERIAL FOR ALL FRAMES,,,,,
prv_akc,turret,0,1,normal,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_normal.png
prv_akc,turret,1,1,normal,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_normal.png
prv_akc,turret,2,1,normal,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_normal.png
prv_akc,turret,3,1,normal,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_normal.png
prv_akc,turret,4,1,normal,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_normal.png
prv_akc,turret,5,1,normal,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_normal.png
prv_akc,turret,0,,material,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_material.png
prv_akc,turret,1,,material,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_material.png
prv_akc,turret,2,,material,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_material.png
prv_akc,turret,3,,material,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_material.png
prv_akc,turret,4,,material,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_material.png
prv_akc,turret,5,,material,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_material.png
prv_akc,turret,0,,surface,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_surface.png
prv_akc,turret,1,,surface,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_surface.png
prv_akc,turret,2,,surface,graphics/prv/weapons/materials/prv_akc/prv_akc_single_turret_surface.png
