id,trigger,conditions,script,text,options,notes
AL_ifs_talkingToSeekerFirst,SeekerTalkStage,$AL_mission_ifs_stage == TALKING_TO_SEEKER score:100,,"While your $shipOrFleet is docked at $market, you receive an anonymous communication request.

You raise an eyebrow as the request easily bypasses your communications security protocols; before you have the chance react, the communication request is automatically accepted.

""Here you are.""

Through the monitor, the figure of the message sender appears somewhat ethereal under the colorful neon lights of $market Cyber City, and he raises his eyes to look at you, a blinking six-manifold pattern obscuring his face. You are keenly aware that this six-manifold star is subtly different from the logo of the Appro-Light Council

""Very well, the pursuit of truth requires this inquisitiveness.""","AL_mission_ifs_talkingFirst_option0:""Who are you?""",
AL_ifs_talkingToSeekerFirst01,DialogOptionSelected,$option == AL_mission_ifs_talkingFirst_option0,,"""Me? I am the Seeker, ruling the authority of the Supreme Council, the heir to the Supreme Dynasty of the stars, and I will be your guide.""

His voice is husky, but there is a power behind it that cannot be ignored. You take a moment to recollect, and realize that he resembles a Luddic preacher.","AL_mission_ifs_talkingFirst_option1:""The Supreme Dynasty? What does that mean?""",
AL_ifs_talkingToSeekerFirst02,DialogOptionSelected,$option == AL_mission_ifs_talkingFirst_option1,,"After a moment of thought, he suddenly took on a fanatical tone.

""To be more precise, it is the Appro-Light Dynasty, the original form of Appro-Light from the cosmic abyss."" He opened his arms as if he was embracing the universe, and slowly clenched his fists, ""Through the truth circulating in this assembly, you will realize how flimsy and degenerate this present council is.""

Although his face was still covered, it was as if you could feel the genuine anger in his gaze.

""He who touches the medium shall be able to obtain the truth; He who seeks knowledge shall be saved, and the door of the Supreme is now open to you.""","AL_mission_ifs_talkingFirst_option2:""Are you saying that you want me to join you?""",
AL_ifs_talkingToSeekerFirst03,DialogOptionSelected,$option == AL_mission_ifs_talkingFirst_option2,"$global.AL_mission_ifs_startSearching = true
Call $global.AL_mission_ifs_ref updateData","""Yes. By joining the Secret Society and exchanging mediums, we will be fellow travelers exploring the secrets of the Dynasty."" He nodded, ""But the Secret Society only accepts the worthy, just as mediums will only be shaped by the Supreme Medium. Follow the tenets of piety and adhere to the rules of the Dynasty to join the Secret Society on its long journey through the stars.""

Continuing without leaving you a chance to so much as ask a question; ""To prove your worth, you will need to take care of a traitor - rest assured, a mere deserter wanted by the authorities, whom the Secret Society wishes to take to hell with remorse. It's a test, but I won't let you go home empty-handed.""

Before you can ask anything, an anonymous message enters your network system. A few moments later, he disappears from your screen, and within seconds, the communications link is automatically disconnected.

""What a strange person"", you mutter, looking at the message, and you have your own decision to make.",AL_mission_ifs_backToMarket:Cut the comm link,
AL_ifs_backToMarket,DialogOptionSelected,$option == AL_mission_ifs_backToMarket,"ShowDefaultVisual
FireBest MarketPostDock",,,
,,,,,,
AL_ifs_fleetEncounter,BeginFleetEncounter,"$AL_mission_ifs_fleet score:1000
!$ignorePlayerCommRequests","$AL_ifs_fleetConv=true 0
$hailing = true 0
AddText ""你遇到了 $faction$otherShipOrFleet。"" $faction.baseColor",,,
AL_ifs_fleetConv0Friendly,OpenCommLink,"$entity.AL_ifs_fleetConv score:1000
!$entity.ignorePlayerCommRequests
$relativeStrength < 0",$entity.ignorePlayerCommRequests = true,"The person on the screen is wearing an old military uniform, with a modified gauss rifle with the ID painted over; not something ordinary pirates can get their hands on. Even more notably, $HeOrShe wears an old-fashioned Appro-Light officer's cap. You faintly see something golden is glowing far behind $himOrHer.

""Hello, mercenary; a fleet like yours is a rare sight in these poor parts of the Sector. What is your purpose here?""

$HisOrHer fleet does not appear to be as battle-weary as normal lowlifes, but they're still clearly unwilling to initiate conflict.","AL_ifs_fleetConv_continue0: ""I'm looking for a... fugitive scout fleet.""
cutCommLink: ""Nothing for you to be concerned about.""",
AL_ifs_fleetConv0Aggresive,OpenCommLink,"$entity.AL_ifs_fleetConv score:1000
!$entity.ignorePlayerCommRequests
$relativeStrength >= 0",$entity.ignorePlayerCommRequests = true,"The person on the screen is wearing an old military uniform, with a modified gauss rifle with the ID painted over; not something ordinary pirates can get their hands on. Even more notably, $heOrShe wears an old-fashioned Appro-Light officer's cap. You faintly see that something golden is glowing far behind them.

Before they can open their mouth to speak, they appear to be interrupted by a communication from one of their crewmembers via their headset. $heOrShe frowns, turns off the voice transmission through the communications, and with a serious face appears to say a few words before reconnecting with you. ""Hello, mercenary, what can I do for you?""

$hisOrHer fleet does not appear to be as battle-weary as normal lowlifes, but they're still clearly unwilling to initiate conflict.","AL_ifs_fleetConv_continue0: ""I'm looking for a... fugitive scout fleet.""
cutCommLink: ""Nothing for you to be concerned about.""",
AL_ifs_fleetConv1,DialogOptionSelected,$option == AL_ifs_fleetConv_continue0,,"$HisOrHer face twitches slightly, as if she's trying to think of some way to persuade you, but you cut them off: ""I think the Appro-Light ships you have speak volumes.""

After a moment of silence, $heOrShe sighs. ""I didn't want to run away either! But I had no choice; I had to save my fleet's lives!""

$HeOrShe seems to fall into some kind of memory, and $hisOrHer tone gradually became annoyed, ""Although it may sound like I'm making excuses, what I said is the truth. The mission coincided with a difficult time for the Council after the exposure of Spectre Nexus, and I was with a battleship-led suppression formation dealing with the Immortal-Light Front from the safety of Grand Duke Julius' Station: but the mission went south fast, and we suffered numerous unnecessary losses in the early days before even reaching the Prime Nebula - the task force we sent the fleet was repeatedly lost due to unupdated charts, the flagship was torpedoed in a suicide attack by an Immortal-Light frigate in the asteroid belt... It was because of the loss of leadership that I was given a field promotion to the position of battlefield commander.""

A bitter smile appeared at the corners of $hisOrHer mouth, ""Imagine someone whose daily work is strictly equation calculations suddenly being assigned as the head of a reconnaissance fleet that requires a lot of subjective judgment...""","AL_ifs_fleetConv_continue1: ""I suppose such a situation would have been beyond your capabilities.""",
AL_ifs_fleetConv2,DialogOptionSelected,$option == AL_ifs_fleetConv_continue1,"SetStoryOption AL_ifs_fleetConv_threaten general ""Think about what's wrong here.""","""Yes, damn it, those top brass knew nothing about the fleet's lack of battle readiness!"" $HeOrShe clenched $hisOrHer fists and gritted their teeth.

""When some armchair admiral sitting at the Grand Duke's station learned that the target fleet was confronting the Sin-Cleansers, he arrogantly forced the fleet to change course into battle - the cruisers under my authority hadn't even loaded their missiles yet! You can probably guess what happened next: my flank was the first to engage, and after a few rounds of shelling, the formation broke up, and several of my captains agreed in an emergency meeting to pull out of the battlefield; the main fleet? I can only hope that Ludd or some other gods will bless them ... Later I heard rumors that the advance Sin-Cleansers intervened, but the details of which I do not quite understand.""

$HisOrHer mood fell again, as they disheartenedly explained the reason for the desertion.

$HeOrShe crossed and uncrossed their arms, as if deciding something. ""Look, I don't have any more credits I can spare to give you, I need them to feed my crew and maintain the fleet; but I was by no means useless in that mission! The detachment t I led actually achieved considerable results in the excursion, and I'm willing to give you the loot recovered from those Immortal-Light ships, in the hope that they will buy my life.""","AL_ifs_fleetConv_engage: ""What pointless drivel! That's no reason for you to desert, prepare to fight.""
AL_ifs_fleetConv_disengage: ""If I were in your position, I would have made a similar choice; leave behind the loot you mentioned and go.""
AL_ifs_fleetConv_threaten: ""Deal."" You agree, but some thoughts begin to circulate.",
AL_ifs_fleetThreaten,DialogOptionSelected,$option == AL_ifs_fleetConv_threaten,"AddCommodity AL_primecore 2
AddCommodity AL_primematerial 3
AddCommodity AL_primeperipheral 3","$heOrShe wipes her sweat off as if relieved, and without moving contacts $hisOrHer quartermaster in front of you. The quartermaster seems a bit disgruntled and nods to you after being reprimanded by their boss a few times. Within moments, you were given several crates of Prime parts.

""May the light illuminate your path forward."" The smile on $hisOrHer face looks somewhat perfunctory.

You watch this, quietly thinking, and the comm channel becomes quiet all of a sudden. You pretend absentmindedly look down, and out of the corner of your eye you notice some wreckage orbiting nearby, with a beacon used to respond to emergency calls, with a pattern you know very well: it's the logo of a civilian transport company.

You think you know what to do.","AL_ifs_fleetConv_engage: ""I know what you've done, scum.""",
AL_ifs_fleetEngage,DialogOptionSelected,$option == AL_ifs_fleetConv_engage,"MakeOtherFleetHostile true
MakeOtherFleetAggressive true
ShowDefaultVisual
EndConversation NO_CONTINUE","""You...!"" $HeOrShe freezes for a moment, looking at you incredulously, the fire of hatred slowly rising from $hisOrHer eyes.

""Damn it, you've forced my hand!"" $heOrShe roars, ""Men, we've found our next victims, slaughter them!""

Without waiting for you to respond, the communication link is cut.",cutCommLink:Cut the comm link,
AL_ifs_fleetDisengage,DialogOptionSelected,$option == AL_ifs_fleetConv_disengage,"$global.AL_mission_ifs_failed_betray = true
AddCommodity AL_primecore 2
AddCommodity AL_primematerial 3
AddCommodity AL_primeperipheral 3
Call $global.AL_mission_ifs_ref updateData
MakeOtherFleetNonHostile true
ShowDefaultVisual
EndConversation NO_CONTINUE","$heOrShe immediately contacts $hisOrHer quartermaster in front of you. However, the quartermaster seems very upset; the channel is muted and they get into a massive argument. After a long time, the argument ends, and $heOrShe nods with you with an apology. You get a few crates of Prime parts.

""May the light bless you."" $heOrShe gives you a somewhat sloppy salute.

You wave your hand somewhat casually. You have a vague feeling that something is wrong here; but the goods are here and are genuine, so you decide to not think too much about it.",cutCommLink:Cut the comm link,
,,,,,,
AL_ifs_talkingToSeekerBack,SeekerTalkStage,$AL_mission_ifs_stage == BACKING_TO_SEEKER score:100,"$ifs_option1_enabled = true 0
$ifs_option2_enabled = true 0
FireAll PopulateSeekerOptions","While your $shipOrFleet is docked at $market, you receive an anonymous communication request. You know the Seeker has been waiting for awhile.

""Have the traitors been purged?"" His tone indicates his confidence in your success.",,
AL_ifs_talkingToSeekerBackO1,PopulateSeekerOptions,$AL_mission_ifs_stage == BACKING_TO_SEEKER,SetEnabled AL_mission_ifs_backing_option1 $ifs_option1_enabled,,"1:AL_mission_ifs_backing_option1:""I'd like to know why you wanted to get rid of this person so badly.""",
AL_ifs_talkingToSeekerBackO2,PopulateSeekerOptions,$AL_mission_ifs_stage == BACKING_TO_SEEKER,SetEnabled AL_mission_ifs_backing_option2 $ifs_option2_enabled,,"2:AL_mission_ifs_backing_option2:""First, tell me what I'm getting out of this.""",
AL_ifs_talkingToSeekerBackContinue,PopulateSeekerOptions,$AL_mission_ifs_stage == BACKING_TO_SEEKER,,,"3:AL_mission_ifs_backing_option3:""The traitors have been sent to hell by my own hand.""",
AL_ifs_talkingToSeekerBackO1A,DialogOptionSelected,$option == AL_mission_ifs_backing_option1,"$ifs_option1_enabled = false 0
FireAll PopulateSeekerOptions","""I think I've made myself clear."" His voice takes on a rare note of impatience, ""The Council is still the only thing that is rotten, and the dynasty cannot lose its roots.""

You are silent for a moment, implicitly stating that if it is as he says, as the head of a secret society there should be absolutely no need to bother with the death of a deserter; you still need that truth.

He slowly lifts his head, and though you still can't discern his expression, you sense his contemplation; ""You're right; you and I will be on the same path, and any hiding beneath the dynasty should hide nothing from each other.""

He sighs, ""The traitor was once one of us, but they turned their back on the Secret Society. He used the convenience of his job to smuggle in the Supreme Medium and desecrate the Supreme Authority. He joined with other scum when the calamity came, ignored the orders of their superiors, and endangered others.""

The six-manifold pattern on his face seemed to turn red at that instant, ""Deserving only of death!""",,
AL_ifs_talkingToSeekerBackO2A,DialogOptionSelected,$option == AL_mission_ifs_backing_option2,"$ifs_option2_enabled = false 0
FireAll PopulateSeekerOptions","""Credits, of course. We aren't that old-fashioned."" His fingertips rubbed together, ""As a mercenary, mortal goods are just what you need. But more importantly...""

He shook his head, ""Answer me first, have the traitors been punished?""",,
AL_ifs_talkingToSeekerBackO3A,DialogOptionSelected,$option == AL_mission_ifs_backing_option3,"AddCredits 300000
$global.AL_mission_ifs_complete = true
Call $global.AL_mission_ifs_ref updateStage","""... Very well, you have qualified to join the Secret Society. Here is your payment.""

You suddenly receive a sum of money in your account, still untraceable to its source. You look over at him, and he looks like he's recalling something, hushed, with a hint of silence.

""Secret meetings are held in odd-numbered months, and I serve as a mediator for fellow travelers to trade supreme mediums with each other. Please stand by, and we will send information on the specifics soon.""

He spreads his hands and retreats on one foot, bending down and bowing to you, ""The Secret Society welcomes you, Observer of Iteration 3-1087x.""

A chill comes over you, making your whole body stiff and your palms sweaty. You suddenly realize that you have experienced this feeling before - the same feeling you had when you woke up. You want to ask what it means to be an ""Observer"", but he has already disappeared from the screen.

The only indicator that this conversation ever happened is the credits in your account.",cutCommLink:Cut the comm link,
,,,,,,
#dynastyseeker,,,,,,
alds_pickGreeting,PickGreeting,DynastySeekerOptions isSeeker,"ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""Here you come, no time to waste, I will give you the trade list and make your decisions as soon as possible.""",,
alds_getOptionList,PopulateOptions,"$isPerson
DynastySeekerOptions isSeeker",,,20:alds_getDSList:Get the trade list,
alds_showList,DialogOptionSelected,$option == alds_getDSList,DynastySeekerOptions print,,,
alds_cancel,DialogOptionSelected,$option == alds_cancel,FireAll PopulateOptions,,,
alds_selectOption,DialogOptionSelected,DynastySeekerOptions checkOption,"DynastySeekerOptions access
DynastySeekerOptions print",,,
,,,,,,
#diable,,,,,,
alap_pickGreeting,PickGreeting,$AL_laplace,ShowPersonVisual,"After a short wait, your connection request is accepted.

""Ha, there you are, you're in luck, there are two beasts there that belong to different groups, pick one and claim it, and remember to complete the paperwork!""
The engineer's voice was high, but he didn't seem very willing to do so, judging by the crooked corner of his mouth.","0:acceptLaplace:Receive Laplace-class(Spirit Group)
1:acceptLaplace2:Receive Laplace-class(Ether Group)
100:cutCommLink:Let him wait and cut the comm link",
alap_getLap,DialogOptionSelected,$option == acceptLaplace,"CallEvent $AL_laplaceRef Complete
FireAll PopulateOptions",,,
alap_getLap2,DialogOptionSelected,$option == acceptLaplace2,"CallEvent $AL_laplaceRef Complete2
FireAll PopulateOptions",,,
,,,,,,
#clues,,,,,,
alclue_meet,PopulateOptions,"$isPerson
CheckALClue",,,50:askForALClue:Ask about Appro-Light,
alclue_talk,DialogOptionSelected,$option == askForALClue,"PrintALClue
FireAll PopulateOptions",,,
,,,,,,
#gilbert,,,,,,
alrc_pickGreetingFriendly,PickGreeting,"$isPerson
$AL_rationCenter
$faction.friendlyToPlayer","ShowPersonVisual
FireBest ShowALRCOptions","After a short wait, your connection request is accepted.

""Hello, this is the head of the Gilbert Ration Center, what can I do for you?""",,
alrc_pickGreetingNotFriendly,PickGreeting,"$isPerson
$AL_rationCenter
!$faction.friendlyToPlayer",ShowPersonVisual,"After a short wait, your connection request is interrupted and your terminal displays the following message:

""-You are currently ineligible for requisition center services-""",100:cutCommLink:Cut the comm link,
alrc_showOptions,ShowALRCOptions,,ALRationCheckCard,,"1:alrc_showCenter:Requisition items
2:alrc_getCard:Apply for/replace ration card
3:alrc_exchangeGil:Exchange Gilberts
100:cutCommLink:Cut the comm link",
alrc_showCenter,DialogOptionSelected,$option == alrc_showCenter,ALRationShowCargo,,,
alrc_getCard,DialogOptionSelected,$option == alrc_getCard,"ALRationGetCard
FireBest ShowALRCOptions",,,
alrc_exchangeGil,DialogOptionSelected,$option == alrc_exchangeGil,ALRationExchangeSelector $alrc_toPay,"""The maximum number of redeemable shares per month is 3000 Gil...""","1:alrc_exchangeConfirm:Confirm
2:alrc_exchangeCancel:Cancel",
alrc_exchangeConfirm,DialogOptionSelected,$option == alrc_exchangeConfirm,"ALRationExchangePay $alrc_toPay
FireBest ShowALRCOptions",,,
alrc_exchangeCancel,DialogOptionSelected,$option == alrc_exchangeCancel,FireBest ShowALRCOptions,,,
,,,,,,
#breaking mist,,,,,,
