id,type,frame,magnitude,map,path
prv_klirr,ship,,,material,graphics/prv/ships/materials/fighters/prv_klirr_material.png
prv_klirr,ship,,,surface,graphics/prv/ships/materials/fighters/prv_klirr_surface.png
,,,,,
#v12,,,,,
prv_gunpod,ship,,1,normal,graphics/prv/ships/materials/fighters/prv_gunpod_normal.png
prv_gunpod,ship,,,material,graphics/prv/ships/materials/fighters/prv_gunpod_material.png
prv_gunpod,ship,,,surface,graphics/prv/ships/materials/fighters/prv_gunpod_surface.png
,,,,,
################################,,,,,
# Weapons,,,,,
################################,,,,,
,,,,,
#v3e,,,,,
prv_ljungeld_conquest_prototype,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_ljungeld_conquest_prototype_hardpoint_normal.png
prv_ljungeld_conquest_prototype,hardpoint,,,material,graphics/prv/weapons/materials/prv_ljungeld_conquest_prototype_hardpoint_material.png
prv_ljungeld_conquest_prototype,hardpoint,,,surface,graphics/prv/weapons/materials/prv_ljungeld_conquest_prototype_hardpoint_surface.png
,,,,,
#v19,,,,,
prv_tofsmes_missile,missile,,1,normal,graphics/prv/missiles/materials/prv_missile_tofsmes_normal.png
prv_tofsmes_missile,missile,,,material,graphics/prv/missiles/materials/prv_missile_tofsmes_material.png
prv_tofsmes_missile,missile,,,surface,graphics/prv/missiles/materials/prv_missile_tofsmes_surface.png
,,,,,
#v4e / v26,,,,,
prv_jursla_gbe,turret,,1,normal,graphics/prv/weapons/materials/prv_jursla_gbe_turret_normal.png
prv_jursla_gbe,turret,,,material,graphics/prv/weapons/materials/prv_jursla_gbe_turret_material.png
prv_jursla_gbe,turret,,,surface,graphics/prv/weapons/materials/prv_jursla_gbe_turret_surface.png
prv_jursla_gbe,hardpoint,,1,normal,graphics/prv/weapons/materials/prv_jursla_gbe_hardpoint_normal.png
prv_jursla_gbe,hardpoint,,,material,graphics/prv/weapons/materials/prv_jursla_gbe_hardpoint_material.png
prv_jursla_gbe,hardpoint,,,surface,graphics/prv/weapons/materials/prv_jursla_gbe_hardpoint_surface.png
