name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Lunacy,goat_midnight_book,Light Cruiser,Goathead Aviation,goat_torrent_drive,12,5500,850,9000,,450,150,,80,85,55,40,20,1200,FRONT,,90,0.4,1.0,,,100,200,80,200,4,15,9,150000,5,15,520,0.15,26,26,,,,,,,,"goat_bp,goat_openbp, merc",,0.05,2,3,,
Stub,goat_midnight_tea,Cruiser,Goathead Aviation,maneuveringjets,15,7500,750,8000,,400,130,,80,85,55,30,25,1100,FRONT,,90,0.3,1.0,,,80,170,80,200,4,15,9,130000,5,15,520,0.25,18,18,,,,,,,,"goat_bp,goat_openbp, merc",,0.05,2,3,,
Flowertide,goat_flowertide,Tactical Cruiser,Goathead Aviation,goat_safepressure_drift,20,9000,750,23000,22000,1050,140,1,80,90,75,45,160,1800,OMNI,,180,0.3,1.6,,,90,200,100,87,3,30,8,220000,4,15,520,0.25,28,28,,,,,,,,"rare_bp,goat_bp, merc",,0.1,2,4,,
Iron Tower,goat_ironpavilion,Salvage Cruiser,Goathead Aviation,goat_fireblast_furnace,14,8600,1000,8000,22000,300,100,3,70,45,25,30,10,2800,OMNI,,90,0.4,1.4,,,80,110,500,87,3,30,8,120000,4,15,520,0.25,26,26,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,4,,
Goatbone Scholar (G.B.S.),goat_goatbone_scholar,Light Cruiser,Goathead Aviation,goat_displacer,18,6000,500,10000,,950,140,1,90,110,30,30,40,1800,OMNI,,120,0.2,1.2,,,100,150,120,90,3,50,9,180000,4,20,520,0.25,28,28,,,,,,,,"rare_bp,goat_bp, merc",,0.1,2,5,,
Sunset,goat_forgotten_sun,Heavy Cruiser,Goathead Aviation,goat_torrent_drive,18,5500,300,5000,,550,90,,65,45,40,15,7,2200,FRONT,,180,0.2,1.2,,,60,120,100,110,2,22,10,145000,5,10,520,0.25,22,22,,,,,,,SHIP_WITH_MODULES,"goat_bp,goat_openbp, merc",,0.1,2,4,,
Heavy Armor,goat_forgotten_sun_a,Module,Goathead Aviation,,5,800,2150,500,,100,40,,10,1,1,1,1,200,NONE,,,,,,,0,0,0,0,0,0,12,0,0,,,,2,2,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,NO_NEURAL_LINK",,,0.1,2,2,,
Thousandsails,goat_sails,Heavy Cruiser,Goathead Aviation,ammofeed,18,6000,1900,6000,,650,150,,75,80,50,10,15,1200,FRONT,,320,0.6,1.0,,,15,50,200,60,2,22,10,91000,5,10,520,0.25,22,11,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,4,,
Shadowcast,goat_hillshade,Carrier,Goathead Aviation,damper,15,5000,1050,4500,4000,200,125,3,55,30,10,8,4,2000,OMNI,,100,0.4,1.4,,,110,330,230,150,4,15,9,125000,4,12,420,0.25,16,16,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","goat_bp,goat_openbp, merc",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asmodeus,goat_goatbone_scholar_pro,Legend-ship,Goathead Aviation,goat_displacer,50,4000,1300,28000,,1150,130,1,110,200,25,35,15,8200,OMNI,,90,0.2,2.0,,,25,50,40,40,2,20,8,1180000,4,20,520,0.25,38,38,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.1,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drunkard,goat_gentiles,Destroyer,Goathead Aviation,burndrive,11,8600,700,8500,,500,85,1,75,55,15,20,10,650,FRONT,,270,0.35,1.2,,,55,90,88,100,3,10,10,55000,5,10,360,0.25,8,8,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,5,,
Departure,goat_rainfarewell,Destroyer,Goathead Aviation,goat_overpressure_drift,10,4000,300,7000,,400,80,,130,180,140,50,40,700,OMNI,,90,0.25,1.2,,,45,80,50,40,2,12,9,32000,5,10,360,0.25,9,9,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,5,,
Dragonfist,goat_fastboxer,Destroyer,Goathead Aviation,goat_flare_wall,15,3500,150,3500,,150,95,,105,200,110,45,25,600,OMNI,,270,0.2,1.0,,,25,50,55,90,2,12,11,45000,5,10,360,0.25,10,10,,,,,,,,"rare_bp,goat_bp, merc",,0.1,2,4,,
Birdwatcher,goat_birdwatching,Destroyer,Goathead Aviation,canister_flak,13,6000,400,6000,,280,125,,55,25,140,35,20,900,OMNI,,360,0.3,1.0,,,30,55,65,80,3,12,9,45000,5,10,360,0.25,20,20,,,,,,,,"rare_bp,goat_bp, merc",,0.4,2,4,,
Settler,goat_forgotten,Salvage Destroyer,Goathead Aviation,highenergyfocus,12,5500,300,3800,,380,83,,80,40,80,35,20,700,FRONT,,180,0.3,1.2,,,40,120,120,110,2,12,11,45000,5,10,360,0.25,10,10,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,4,,
Waterwheel,goat_rhizome,Prospecting Destroyer,Goathead Aviation,flarelauncher,7,2097,398,4000,,400,65,,90,60,40,55,30,300,OMNI,,90,0.4,1.2,,,15,40,20,80,5,10,13,18000,5,40,190,0.40,6,6,,,,,,,SHIP_WITH_MODULES,"goat_bp,goat_openbp, merc",,0.1,2,4,,
Drive Field Stabilizer,goat_rhizome_core,Module,Goathead Aviation,,2,2097,0,4000,,300,10,,10,1,1,1,1,200,NONE,,,,,,,0,0,0,0,0,0,12,0,0,,,,5,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,NO_NEURAL_LINK",,,0.1,2,2,,
Flametongue,goat_whiteone,Destroyer,Goathead Aviation,goat_ammofeed,12,4500,540,5500,1750,300,70,,80,90,60,90,45,680,FRONT,,360,0.1,0.2,,,30,50,60,20,2,15,9,11000,8,10,360,0.25,14,14,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illwind,goat_pathogenic_wind,Frigate,Goathead Aviation,goat_torrent_drive,8,2100,350,6800,,450,47,1,185,250,175,250,250,150,FRONT,,210,0.3,1.0,,,12,20,10,15,2,13,11,45000,10,20,240,0.5,9,9,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,3,,
Phoenix,goat_arson_bird,Frigate,Goathead Aviation,damper,5,1600,380,2800,1750,220,50,,150,190,60,80,45,280,FRONT,,210,0.2,1.2,,,3,20,60,20,2,13,10,9000,8,10,240,0.25,3,3,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
Shootingstar,goat_fliegender_stern,Raider,Goathead Aviation,goat_torrent_drive,6,4000,1300,3000,,200,40,,150,160,45,45,20,650,FRONT,,90,0.3,1.0,,,20,35,15,15,2,10,11,30000,8,10,210,0.5,5,5,,,,,,,,"goat_bp,goat_openbp, merc",,0.05,2,2,,
Bluebell,goat_harebell,Frigate,Goathead Aviation,goat_flare_wall,6,4000,450,1000,,400,40,,70,45,50,45,30,220,FRONT,,45,0.1,2.0,,,15,50,20,20,1,10,9,45000,10,10,180,0.25,4,4,,,,,,,,"goat_bp,goat_openbp, merc",,0,1,1,,
Constellation,goat_warhook,Frigate,Goathead Aviation,goat_flare_wall,3,1900,400,2900,1750,200,35,,180,190,160,90,160,180,OMNI,,270,0.1,1.0,,,10,20,10,60,2,13,12,30000,8,10,240,0.25,6,6,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
Snowcross,goat_ferrysnow,Frigate,Goathead Aviation,goat_overpressure_drift,5,3000,50,4000,1750,170,45,,195,180,40,50,20,280,OMNI,,90,0.2,1.0,,,12,22,30,15,1,8,12,30000,8,10,240,0.25,7,7,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
Autumn,goat_redaugust,Frigate,Goathead Aviation,ammofeed,5,3500,700,2800,1750,320,50,,120,120,80,50,50,280,FRONT,,180,0.2,1.2,,,10,20,20,10,2,13,11,11000,8,10,240,0.25,7,7,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,3,,
Hurdle,goat_arson_bird_h,Scout Frigate,Goathead Aviation,flarelauncher,1,2000,800,900,,60,40,,100,600,100,150,300,200,OMNI,,360,0.1,1.0,,,1,6,90,40,1,5,17,88888,15,5,360,0.1,6,2,,,,,,,,"rare_bp,goat_bp_w",,0.01,5,15,,
Butcherbird,goat_arson_bird_x,Combat Freighter,Goathead Aviation,ammofeed,3,2600,480,2000,1250,250,55,,110,90,60,80,45,280,NONE,,,,,,,10,50,110,60,1,5,12,12000,8,10,240,0.25,6,3,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windlantern,goat_stormlight,Phase Frigate,Goathead Aviation,goat_storm_surge,14,2000,200,3200,5000,550,60,,200,160,140,60,120,200,PHASE,phasecloak,90,,,0.06,0.04,4,10,25,50,2,50,15,66600,10,25,150,0.25,14,14,,,,,,,,"goat_bp, merc",,0.8,2,4,,
Shadow Wraith,goat_shutter,Phase Destroyer,Goathead Aviation,drone_strike,19,4500,800,9000,10000,300,70,1,90,220,40,100,60,400,PHASE,phasecloak,90,,,0.05,0.04,18,25,45,150,2,50,10,22000,5,20,300,0.25,16,16,,,,,,,,"goat_bp, merc",,0.8,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Saxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightray,goat_FLY,Abstract Destroyer,Saxton,goat_wild_drift,20,3000,850,8000,,500,70,1,60,150,80,80,25,500,OMNI,,90,0.2,0.8,,,15,20,25,15,5,25,11,320000,5,15,240,0.2,22,22,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
Luminary,goat_CROWN,Classical Cruiser,Saxton,goat_moon,45,3500,1100,19000,,1000,90,2,50,100,86,65,25,1500,OMNI,,280,0.2,0.6,,,25,50,50,15,12,50,9,920000,5,15,520,0.2,40,40,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
Noon,goat_DIRK,Abstract Frigate,Saxton,goat_damper,20,2700,1000,3000,,300,40,,100,250,180,180,25,300,OMNI,,90,0.2,0.8,,,10,20,15,15,3,15,13,220000,5,15,180,0.2,11,11,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
Umbra,goat_THRONE,Abstract Cruiser,Saxton,goat_highenergyfocus,35,3500,1150,15000,,750,95,2,45,180,80,80,25,800,OMNI,,180,0.2,0.8,,,20,50,100,50,7,30,10,820000,5,15,300,0.2,45,45,,,,,,,HIDE_IN_CODEX,,,0.3,2,5,,
Amore,goat_TOWER,Abstract Cruiser,Saxton,goat_fortressshield,30,5500,1250,29000,,450,60,1,30,30,80,80,25,1200,OMNI,,480,0.2,0.6,,,15,50,100,50,7,30,10,520000,5,15,360,0.2,25,25,,,,,,,HIDE_IN_CODEX,,,0.1,2,5,,
Starlight,goat_AWL,Abstract Frigate,Saxton,goat_drone_strike,20,1500,750,4500,,450,40,3,95,200,180,80,25,300,FRONT,,360,0.2,0.8,,,10,20,15,15,3,15,13,380000,5,15,150,0.2,15,15,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grandeur,goat_GRANDEUR,Regal Vessel,Saxton,goat_wild_drift,35,4500,650,16000,,450,65,,110,110,80,80,25,800,OMNI,,180,0.2,0.8,,,20,50,100,50,7,30,10,620000,5,15,720,0.2,25,25,,,,,,,HIDE_IN_CODEX,auto_rec,,0.2,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage,goat_AI_ship,Intelligent Destroyer,Sprouting Dockyards,microburn,20,7500,1500,9000,,1100,110,,70,25,50,80,25,2100,OMNI,,90,0.2,1.0,,,5,12,55,25,1,15,11,120000,5,15,360,0.2,38,38,,,,,,,HIDE_IN_CODEX,auto_rec,,0.5,2,5,,
Mangler,goat_AI_ship_s,Intelligent Destroyer,Sprouting Dockyards,microburn,20,3500,1200,10000,,1000,90,,85,55,50,80,25,1600,OMNI,,90,0.2,0.8,,,5,12,55,25,1,15,11,120000,5,15,360,0.2,33,33,,,,,,,HIDE_IN_CODEX,auto_rec,,0.5,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Fighters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lick,lpc_goat_lick,,Goathead Aviation,,,200,30,500,,100,0,,350,600,550,180,360,20,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Cornerstone,lpc_goat_fortress,,Goathead Aviation,,,320,40,300,,50,0,,550,500,450,160,160,35,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Devourer,lpc_goat_nibble,,Goathead Aviation,,,150,300,200,,20,0,,250,200,140,140,140,60,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Ironstone,lpc_goat_ironstone,,Goathead Aviation,,,150,300,200,,20,0,,250,200,140,140,140,60,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Rotten Leaf,lpc_goat_rottenleaf,,Goathead Aviation,,,150,0,100,,40,0,,105,105,260,100,100,40,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pursuer,lpc_goat_hunter,,Goathead Aviation,,,350,120,800,,800,0,,160,100,400,400,400,80,NONE,,0,0,0,,,3,3,,,,,,,,,,,,,,,,,,,,,,0,,,,
Tumult,lpc_goat_turbulent,,Goathead Aviation,flarelauncher_fighter,,850,210,888,,222,0,,210,420,450,110,110,95,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Redroof,lpc_goat_redroof,,Goathead Aviation,,,300,120,500,,100,0,,400,800,800,300,500,40,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,
Prism,lpc_goat_prism,,Goathead Aviation,,,600,140,200,,100,0,,180,250,150,130,200,50,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marstina's Spear,lpc_goat_malstina,,Goathead Aviation,,,1200,500,1000,,20,0,,350,350,250,150,150,200,FRONT,,120,0.01,1,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
Stardust,lpc_goat_AWL_side,,Saxton,flarelauncher_fighter,,100,300,80,,50,0,,300,400,400,450,450,12,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
Solarwind,lpc_goat_star1,,Saxton,,,200,200,800,,50,0,,200,400,400,450,450,12,FRONT,,180,0.01,1,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
Solarwind,lpc_goat_star2,,Saxton,,,110,80,80,,50,0,,200,400,400,450,450,12,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
