name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
浅尾,goat_midnight_tea,巡洋舰,羊头航务局,maneuveringjets,15,7500,750,8000,,400,130,,80,85,55,30,25,1100,FRONT,,90,0.3,1.0,,,80,170,80,200,4,15,9,130000,5,15,520,0.25,18,18,,,,,,,,"goat_bp,goat_openbp, merc",,0.05,2,3,,
花潮,goat_flowertide,巡洋舰,羊头航务局,goat_safepressure_drift,20,9000,750,23000,22000,1050,140,1,80,90,75,45,160,1800,OMNI,,180,0.3,1.6,,,90,200,100,87,3,30,8,220000,4,15,520,0.25,28,28,,,,,,,,"rare_bp,goat_bp, merc",,0.1,2,4,,
铁阁,goat_ironpavilion,打捞巡洋舰,羊头航务局,goat_fireblast_furnace,14,8600,1000,8000,22000,300,100,3,70,45,25,30,10,2800,OMNI,,90,0.4,1.4,,,80,110,500,87,3,30,8,120000,4,15,520,0.25,26,26,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,4,,
羊骨学者 (G.B.S),goat_goatbone_scholar,巡洋舰,羊头航务局,goat_displacer,18,6000,500,10000,,950,140,1,90,110,30,30,40,1800,OMNI,,120,0.2,1.2,,,100,150,120,90,3,50,9,180000,4,20,520,0.25,28,28,,,,,,,,"rare_bp,goat_bp, merc",,0.1,2,5,,
逐日,goat_forgotten_sun,巡洋舰,羊头航务局,goat_torrent_drive,18,5500,300,5000,,550,90,,65,45,40,15,7,2200,FRONT,,180,0.2,1.2,,,60,120,100,110,2,22,10,145000,5,10,520,0.25,22,22,,,,,,,SHIP_WITH_MODULES,"goat_bp,goat_openbp, merc",,0.1,2,4,,
重型装甲,goat_forgotten_sun_a,装甲模块,羊头航务局,,5,800,2150,500,,100,40,,10,1,1,1,1,200,NONE,,,,,,,0,0,0,0,0,0,12,0,0,,,,2,2,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,NO_NEURAL_LINK",,,0.1,2,2,,
千帆,goat_sails,装甲巡洋舰,羊头航务局,ammofeed,18,6000,1900,6000,,650,150,,75,80,50,10,15,1200,FRONT,,320,0.6,1.0,,,15,50,200,60,2,22,10,91000,5,10,520,0.25,22,11,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,4,,
山影,goat_hillshade,装甲巡洋舰,羊头航务局,damper,15,5000,1050,4500,4000,200,125,3,55,30,10,8,4,2000,OMNI,,100,0.4,1.4,,,110,330,230,150,4,15,9,125000,4,12,420,0.25,16,16,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","goat_bp,goat_openbp, merc",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
邪魔太子,goat_goatbone_scholar_pro,历史名舰,羊头航务局,goat_displacer,50,4000,1300,28000,,1150,130,1,110,200,25,35,15,8200,OMNI,,90,0.2,2.0,,,25,50,40,40,2,20,8,1180000,4,20,520,0.25,38,38,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.1,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫舌,goat_gentiles,驱逐舰,羊头航务局,burndrive,11,8600,700,8500,,500,85,1,75,55,15,20,10,650,FRONT,,270,0.35,1.2,,,55,90,88,100,3,10,10,55000,5,10,360,0.25,8,8,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,5,,
雨别,goat_rainfarewell,驱逐舰,羊头航务局,goat_overpressure_drift,10,4000,300,7000,,400,80,,130,180,140,50,40,700,OMNI,,90,0.25,1.2,,,45,80,50,40,2,12,9,32000,5,10,360,0.25,9,9,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,5,,
湖龙,goat_fastboxer,驱逐舰,羊头航务局,goat_flare_wall,15,3500,150,3500,,150,95,,105,200,110,45,25,600,OMNI,,270,0.2,1.0,,,25,50,55,90,2,12,11,45000,5,10,360,0.25,10,10,,,,,,,,"rare_bp,goat_bp, merc",,0.1,2,4,,
观鸟,goat_birdwatching,驱逐舰,羊头航务局,canister_flak,13,6000,400,6000,,280,125,,55,25,140,35,20,900,OMNI,,360,0.3,1.0,,,30,55,65,80,3,12,9,45000,5,10,360,0.25,20,20,,,,,,,,"rare_bp,goat_bp, merc",,0.4,2,4,,
忘江,goat_forgotten,工程驱逐舰,羊头航务局,highenergyfocus,12,5500,300,3800,,380,83,,80,40,80,35,20,700,FRONT,,180,0.3,1.2,,,40,120,120,110,2,12,11,45000,5,10,360,0.25,10,10,,,,,,,,"goat_bp,goat_openbp, merc",,0.1,2,4,,
河车,goat_rhizome,探矿驱逐舰,羊头航务局,flarelauncher,7,2097,398,4000,,400,65,,90,60,40,55,30,300,OMNI,,90,0.4,1.2,,,15,40,20,80,5,10,13,18000,5,40,190,0.40,6,6,,,,,,,SHIP_WITH_MODULES,"goat_bp,goat_openbp, merc",,0.1,2,4,,
驱动立场引擎组,goat_rhizome_core,工程模块,羊头航务局,,2,2097,0,4000,,300,10,,10,1,1,1,1,200,NONE,,,,,,,0,0,0,0,0,0,12,0,0,,,,5,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX,NO_NEURAL_LINK",,,0.1,2,2,,
焰舌,goat_whiteone,驱逐舰,羊头航务局,goat_ammofeed,12,4500,540,5500,1750,300,70,,80,90,60,90,45,680,FRONT,,360,0.1,0.2,,,30,50,60,20,2,15,9,11000,8,10,360,0.25,14,14,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水瞳,goat_pathogenic_wind,护卫舰,羊头航务局,goat_torrent_drive,8,2100,350,6800,,450,47,1,185,250,175,250,250,150,FRONT,,210,0.3,1.0,,,12,20,10,15,2,13,11,45000,10,20,240,0.5,9,9,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,3,,
火鸟,goat_arson_bird,护卫舰,羊头航务局,damper,5,1600,380,2800,1750,220,50,,150,190,60,80,45,280,FRONT,,210,0.2,1.2,,,3,20,60,20,2,13,10,9000,8,10,240,0.25,3,3,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
飞星,goat_fliegender_stern,装甲护卫舰,羊头航务局,goat_torrent_drive,6,4000,1300,3000,,200,40,,150,160,45,45,20,650,FRONT,,90,0.3,1.0,,,20,35,15,15,2,10,11,30000,8,10,210,0.5,5,5,,,,,,,,"goat_bp,goat_openbp, merc",,0.05,2,2,,
蓝铃花,goat_harebell,护航舰,羊头航务局,goat_flare_wall,6,4000,450,1000,,400,40,,70,45,50,45,30,220,FRONT,,45,0.1,2.0,,,15,50,20,20,1,10,9,45000,10,10,180,0.25,4,4,,,,,,,,"goat_bp,goat_openbp, merc",,0,1,1,,
星旗,goat_warhook,护卫舰,羊头航务局,goat_flare_wall,3,1900,400,2900,1750,200,35,,180,190,160,90,160,180,OMNI,,270,0.1,1.0,,,10,20,10,60,2,13,12,30000,8,10,240,0.25,6,6,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
渡雪,goat_ferrysnow,护卫舰,羊头航务局,goat_overpressure_drift,5,3000,50,4000,1750,170,45,,195,180,40,50,20,280,OMNI,,90,0.2,1.0,,,12,22,30,15,1,8,12,30000,8,10,240,0.25,7,7,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
红染,goat_redaugust,护卫舰,羊头航务局,ammofeed,5,3500,700,2800,1750,320,50,,120,120,80,50,50,280,FRONT,,180,0.2,1.2,,,10,20,20,10,2,13,11,11000,8,10,240,0.25,7,7,,,,,,,,"goat_bp,goat_openbp, merc",,0.2,2,3,,
跃马,goat_arson_bird_h,远途舰,羊头航务局,flarelauncher,1,2000,800,900,,60,40,,100,600,100,150,300,200,OMNI,,360,0.1,1.0,,,1,6,90,40,1,5,17,88888,15,5,360,0.1,6,2,,,,,,,,"rare_bp,goat_bp_w",,0.01,5,15,,
子谷鸟,goat_arson_bird_x,武装货舰,羊头航务局,ammofeed,3,2600,480,2000,1250,250,55,,110,90,60,80,45,280,NONE,,,,,,,10,50,110,60,1,5,12,12000,8,10,240,0.25,6,3,,,,,,,,"goat_bp,goat_openbp, merc",,0.6,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风灯,goat_stormlight,相位护卫舰,羊头航务局,goat_storm_surge,14,2000,200,3200,5000,550,60,,200,160,140,60,120,200,PHASE,phasecloak,90,,,0.06,0.04,4,10,25,50,2,50,15,66600,10,25,150,0.25,14,14,,,,,,,,"goat_bp, merc",,0.8,2,4,,
鬼影,goat_shutter,相位驱逐舰,羊头航务局,drone_strike,19,4500,800,9000,10000,300,70,1,90,220,40,100,60,400,PHASE,phasecloak,90,,,0.05,0.04,18,25,45,150,2,50,10,22000,5,20,300,0.25,16,16,,,,,,,,"goat_bp, merc",,0.8,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#行风,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流煌,goat_FLY,解构驱逐舰,萨克斯顿,goat_wild_drift,20,3000,850,8000,,500,70,1,60,150,80,80,25,500,OMNI,,90,0.2,0.8,,,15,20,25,15,5,25,11,320000,5,15,240,0.2,22,22,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
明耀,goat_CROWN,聚合巡洋舰,萨克斯顿,goat_moon,45,3500,1100,19000,,1000,90,2,50,100,86,65,25,1500,OMNI,,280,0.2,0.6,,,25,50,50,15,12,50,9,920000,5,15,520,0.2,40,40,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
纯白,goat_DIRK,解构护卫舰,萨克斯顿,goat_damper,20,2700,1000,3000,,300,40,,100,250,180,180,25,300,OMNI,,90,0.2,0.8,,,10,20,15,15,3,15,13,220000,5,15,180,0.2,11,11,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
晦暗,goat_THRONE,解构巡洋舰,萨克斯顿,goat_highenergyfocus,35,3500,1150,15000,,750,95,2,45,180,80,80,25,800,OMNI,,180,0.2,0.8,,,20,50,100,50,7,30,10,820000,5,15,300,0.2,45,45,,,,,,,HIDE_IN_CODEX,,,0.3,2,5,,
泡影,goat_TOWER,解构巡洋舰,萨克斯顿,goat_fortressshield,30,5500,1250,29000,,450,60,1,30,30,80,80,25,1200,OMNI,,480,0.2,0.6,,,15,50,100,50,7,30,10,520000,5,15,360,0.2,25,25,,,,,,,HIDE_IN_CODEX,,,0.1,2,5,,
繁星,goat_AWL,解构护卫舰,萨克斯顿,goat_drone_strike,20,1500,750,4500,,450,40,3,95,200,180,80,25,300,FRONT,,360,0.2,0.8,,,10,20,15,15,3,15,13,380000,5,15,150,0.2,15,15,,,,,,,HIDE_IN_CODEX,,,0.5,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伟大,goat_GRANDEUR,礼仪舰,萨克斯顿,goat_wild_drift,35,4500,650,16000,,450,65,,110,110,80,80,25,800,OMNI,,180,0.2,0.8,,,20,50,100,50,7,30,10,620000,5,15,720,0.2,25,25,,,,,,,HIDE_IN_CODEX,auto_rec,,0.2,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛮荒,goat_AI_ship,智能驱逐舰,新芽船坞,microburn,20,7500,1500,9000,,1100,110,,70,25,50,80,25,2100,OMNI,,90,0.2,1.0,,,5,12,55,25,1,15,11,120000,5,15,360,0.2,38,38,,,,,,,HIDE_IN_CODEX,auto_rec,,0.5,2,5,,
苍莽,goat_AI_ship_s,智能驱逐舰,新芽船坞,microburn,20,3500,1200,10000,,1000,90,,85,55,50,80,25,1600,OMNI,,90,0.2,0.8,,,5,12,55,25,1,15,11,120000,5,15,360,0.2,33,33,,,,,,,HIDE_IN_CODEX,auto_rec,,0.5,2,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#战机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
舔舐-棱堡初代,lpc_goat_lick,,羊头航务局,,,200,30,500,,100,0,,350,600,550,180,360,20,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
羊肚垒-棱堡二代,lpc_goat_fortress,,羊头航务局,,,600,140,200,,100,0,,180,250,150,130,200,50,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
啃食-棱堡三代,lpc_goat_nibble,,羊头航务局,,,320,40,300,,50,0,,550,500,450,160,160,35,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
铁石-棱堡五代,lpc_goat_ironstone,,羊头航务局,,,150,300,200,,20,0,,250,200,140,140,140,60,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
腐叶-棱堡五代,lpc_goat_rottenleaf,,羊头航务局,,,150,0,100,,40,0,,105,105,260,100,100,40,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
狩人-棱堡六代,lpc_goat_hunter,,羊头航务局,,,400,80,50,,18,0,,320,200,100,350,200,45,NONE,,0,0,0,,,3,3,,,,,,,,,,,,,,,,,,,,,,0,,,,
汹岸-棱堡六代,lpc_goat_turbulent,,羊头航务局,,,350,120,800,,800,0,,160,100,400,400,400,80,NONE,,0,0,0,,,3,3,,,,,,,,,,,,,,,,,,,,,,0,,,,
红屋-棱堡七代,lpc_goat_redroof,,羊头航务局,flarelauncher_fighter,,850,210,888,,222,0,,210,420,450,110,110,95,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
棱镜-棱堡九代,lpc_goat_prism,,羊头航务局,,,300,120,500,,100,0,,400,800,800,300,500,40,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玛尔斯缇娜的长矛,lpc_goat_malstina,,羊头航务局,,,1200,500,1000,,20,0,,350,350,250,150,150,200,FRONT,,120,0.01,1,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
辉光,lpc_goat_AWL_side,,萨克斯顿,flarelauncher_fighter,,100,300,80,,50,0,,300,400,400,450,450,12,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
星风,lpc_goat_star1,,萨克斯顿,,,200,200,800,,50,0,,200,400,400,450,450,12,FRONT,,180,0.01,1,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
星风,lpc_goat_star2,,萨克斯顿,,,110,80,80,,50,0,,200,400,400,450,450,12,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
