name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Fuathach Howitzer,ork_old_laser,2,,5200,1100,1500,,,20,5,24,,,,FRAGMENTATION,,1200,.5,2,1,3,,,,,10000,,,,,,,"FIRE_WHEN_INEFFICIENT, USE_VS_FRIGATES","energy16, beam13, ork_project_bp",,Bultach Coalition,,Anti Shield,,,,,"On shield hit, spawns %s arcs per second dealing %s fragmentation damage each.

Beam %s with all known shields, increasing shield damage taken by %s for 6s stacking to a maximum of %s.",6 | 300 | interferes | 1% | 50%,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overcharged Mining Laser,ork_mininglaser,2,0.7,1000,800,450,,,35,10,12,,,,HIGH_EXPLOSIVE,,650,.35,1,1,4,,,,,10000,,,,,,,"STRIKE, USE_VS_FRIGATES","energy14, rare_bp, strike14",,Common,,General,,,,,"Hits on hull or armor frequently arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a chance to generate a shield-penetrating arc based on the target's hard flux level.",,,,,
Infernal Concentrator,ork_pather_laser,2,0.7,2250,850,1250,,,70,6,26,50,4,20,ENERGY,,1550,0,0,0.1,0,,,,,10000,,,,,,,"STRIKE, USE_VS_FRIGATES","he20, energy18, rare_bp, strike20, LP_bp, pirate_bp",,Common,,General,,,,,"Upon contact with anything, spawns %s arcs per second dealing %s energy damage each.

While firing, %s arcs per second are also discharged along the host hull, dealing %s emp damage each. ",5 | 300 | 5 | 100,,,,
Maul,ork_maul,2,0.7,3500,1850,,7000,,75,20,25,2,,,HIGH_EXPLOSIVE,,,0,20,1,,0,0,0,0,,450,100,5.5,650,,,STRIKE,"strike22, rocket22, rare_bp, LP_bp, pirate_bp",,Common,,Torpedo,Fast,None,,,Torpedo has a massive blast radius.,,,,TRUE,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lombard Shotgun,ork_scrapshot,2,,3200,800,,85,,150,12,18,36,4.5,36,KINETIC,100,,0,1.2,,,5,25,0.5,5,,900,,,250,,,USE_VS_FRIGATES,"kinetic20, rare_bp, LP_bp, pirate_bp",,Common,,Anti Shield,,,,Spread,Every projectile has a %s chance to be replaced with a fragmentation round dealing %s damage.,50% | 150,,,,
Lombard Shotgun Sub Frag,ork_scrapshot_frag,,,,800,,150,,150,5,0,,,,FRAGMENTATION,100,,0,5,,,15,25,0,5,,900,,,250,,,SYSTEM,"no_drop, no_salvage",,Common,,Anti Shield,,,,,,,,,,
Lombard Shotgun Sub Big,ork_scrapshot_big,,,,800,,200,,300,5,0,,,,KINETIC,100,,0,5,,,15,25,0,5,,900,,,250,,,SYSTEM,"no_drop, no_salvage",,Common,,Anti Shield,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuatha DEM Torpedo,ork_dem_small,2,,2000,1200,,2000,,15,20,4,1,,,KINETIC,0,,0,6,1,,0,0,0,0,,185,50,12,600,,,GUIDED_POOR,"missile10, strike5, damage_special, damage_soft_flux, ork_project_bp",,Bultach Coalition,,Torpedo,Slow,Good,,,"The missile fires an anti-shield laser when it gets near the target, dealing approximately %s kinetic damage in a short burst. Upon shield hit, spawns up to %s arcs dealing %s extra kinetic damage each.",1800 | 10 | 220,,,TRUE,12.11
Fuatha DEM Torpedo Rack,ork_dem_medium,2,,3000,1200,,2000,,15,20,10,5,,,KINETIC,0,,0,5,1,,0,0,0,0,,185,50,12,600,,,GUIDED_POOR,"missile16, strike8, damage_special, damage_soft_flux, ork_project_bp",,Bultach Coalition,,Torpedo,Slow,Good,,,"The missile fires an anti-shield laser when it gets near the target, dealing approximately %s kinetic damage in a short burst. Upon shield hit, spawns up to %s arcs dealing %s extra kinetic damage each.",1800 | 10 | 220,,,TRUE,12.11
Fuatha DEM Torpedo Pod,ork_dem_large,2,,4500,1800,,2000,,15,20,25,12,,,KINETIC,0,,0,4,1,,0,0,0,0,,185,50,12,600,,,GUIDED_POOR,"missile22, strike11, damage_special, damage_soft_flux, ork_project_bp",,Bultach Coalition,,Torpedo,Slow,Good,,,"The missile fires an anti-shield laser when it gets near the target, dealing approximately %s kinetic damage in a short burst. Upon shield hit, spawns up to %s arcs dealing %s extra kinetic damage each.",1800 | 10 | 220,,,TRUE,12.11
Fuatha - Payload,ork_dem_payload,2,,0,1000,1000,,,,20,0,,,,KINETIC,0,,0,0.75,1,0.5,,,,,1000000,,,,,,,"SYSTEM, DANGEROUS",fires_one_burst,,,,,,,,,,,,,,12.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teth Plasma Cannon,ork_plasma,2,0.2,1900,800,,700,,200,13,14,,,,ENERGY,950,,0.45,4,,,0,5,2,5,,1100,,,750,,,,"energy15, he16 rare_bp, ork_project_bp",,Bultach Coalition,,General,,,,,,,,,,40
Teotha Plasma Cannon,ork_bigplasma,3,0.2,8000,900,,1000,,200,9,26,,,,ENERGY,1900,,0.75,6,,,0,5,1,2.5,,1100,,,1500,,,,"energy20, he22, rare_bp, ork_project_bp",,Bultach Coalition,,General,,,,,Deals an additional %s energy damage on impact.,500,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Losgadh Flamer,ork_plasma_shotgun_medium,2,,1000,500,,90,,200,10,9,80,3,30,FRAGMENTATION,50,,0,0.1,,,0,0,.2,5,,375,,,200,,,,"he15, rare_bp, ork_project_bp",,Bultach Coalition,,General,,,,,"Each impact on armor or hull deals an additional %s energy damage over %s seconds.

Each impact on shields will %s its arc.

",50 | 3 | decrease,,,,40
Loshe Flamer,ork_plasma_shotgun,2,,4500,650,,90,,200,10,18,250,6,50,FRAGMENTATION,50,,0,0.1,,,0,0,.2,5,,375,,,200,,,,"he18, rare_bp, ork_project_bp",,Bultach Coalition,,General,,,,,"Each impact on armor or hull deals an additional %s energy damage over %s seconds.

The extreme heat of the spewed plasma interfere with shield projectors, making impacts on shields %s their arc.

",50 | 3 | decrease,,,,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beag Point Defense,ork_rotary_pd_small,2,,500,450,,75,,5,50,4,,,,FRAGMENTATION,35,,0,.75,3,0.1,0,20,2,20,,950,,,30,,,"PD,PD_ALSO","pd11, SR, rare_bp, ork_project_bp",,Bultach Coalition,,Point Defense,,,,,,,,,,3.8
Noshe Point Defense,ork_rotary_pd,2,,900,575,,100,,5,40,9,,,,FRAGMENTATION,35,,0,.35,5,0.1,0,15,2,20,,950,,,30,,,"PD,PD_ALSO","pd14, SR, rare_bp, ork_project_bp",,Bultach Coalition,,Point Defense,,,,,,,,,,3.8
Snàthad Point Defense,ork_rotary_pd_large,2,,2000,775,,100,,5,35,16,,,,FRAGMENTATION,35,,0,.15,10,0.1,0,10,.5,20,,950,,,30,,,"PD,PD_ALSO","pd18, SR, rare_bp, ork_project_bp",,Bultach Coalition,,Point Defense,,,,,,,,,,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tof Plasma Cannon,ork_smallplasma,0,,0,500,,100,15,20,10,0,,,,ENERGY,0,,.2,5,2,.15,0,5,2,5,,650,,,950,,,SYSTEM,"no_drop, no_drop_salvage, no_sell, no_dealer",,Bultach Coalition,,General,,,,,,,,,,40
Caillean Torpedo,ork_sledge_fighter,2,,500,1150,,650,,30,10,0,1,,,HIGH_EXPLOSIVE,0,,0,1,1,,0,0,0,0,,475,300,5,450,,,"STRIKE, GUIDED_POOR","no_drop, no_drop_salvage, no_sell, no_dealer",,,,Torpedo,Fast,Weak,,,,,,,TRUE,9.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caillean Barrage,ork_sledge,2,,2250,1500,,850,,30,10,24,32,,,HIGH_EXPLOSIVE,0,,0,5,4,0.15,0,0,0,0,,475,300,5,350,,,"STRIKE, GUIDED_POOR","strike17, missile10, missile_bp, ork_project_bp",,Bultach Coalition,,Torpedo,Fast,Weak,,,,,,,TRUE,16.4
Caillean Cycler,ork_sledge_medium,2,,950,1500,,850,,30,10,10,10,,,HIGH_EXPLOSIVE,0,,0,2,2,,0,0,0,0,,475,300,5,350,,,"STRIKE, GUIDED_POOR","strike11, missile5, ork_project_bp",,Bultach Coalition,,Torpedo,Fast,Weak,,,,,,,TRUE,9.8
Caillean Rack,ork_sledge_small,2,,500,1500,,850,,30,10,4,4,,,HIGH_EXPLOSIVE,0,,0,1,2,,0,0,0,0,,475,300,5,350,,,"STRIKE, GUIDED_POOR","strike5, missile3, ork_project_bp",,Bultach Coalition,,Torpedo,Fast,Weak,,,,,,,TRUE,9.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsgiath LRM Barrage,ork_noshield_large,2,,2500,2250,,100,,15,30,24,30,0.25,6,KINETIC,0,,0,10,6,.1,0,0,0,0,,250,250,12,250,,,"DO_NOT_AIM, GUIDED_POOR, DO_NOT_CONSERVE","missile18, strike3, ork_project_bp",,Bultach Coalition,,Anti Shield,Slow,Average,,,,,,,TRUE,11.75
Unsgiath LRM Cycler,ork_noshield_medium,2,,1000,2250,,100,,15,30,12,16,0.1,4,KINETIC,0,,0,12,4,.5,0,0,0,0,,250,200,12,250,,,"DO_NOT_AIM, GUIDED_POOR, DO_NOT_CONSERVE","missile12, strike2, ork_project_bp",,Bultach Coalition,,Anti Shield,Slow,Average,,,,,,,TRUE,11.75
Unsgiath LRM Single,ork_noshield_small,2,,600,2250,,100,,15,30,5,1,0.05,1,KINETIC,0,,0,8,1,.5,0,0,0,0,,250,150,12,250,,,"DO_NOT_AIM, GUIDED_POOR, DO_NOT_CONSERVE","missile8, strike1, ork_project_bp",,Bultach Coalition,,Anti Shield,Slow,Average,,,,,,,TRUE,11.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonn Mòr Cycler,ork_emp_torpedo,2,,5000,1650,,3000,1500,75,20,26,12,,,ENERGY,500,,0,8,1,,0,0,0,0,,550,400,4.5,725,,,STRIKE,"strike20, rocket16, ork_project_bp",,Bultach Coalition,,Torpedo,Fast,None,,,Torpedo has a massive blast radius.,,,,TRUE,15
Tonn Mòr Rack,ork_emp_torpedo_medium,2,,2350,1350,,3000,1500,75,20,12,5,,,ENERGY,500,,0,8,1,,0,0,0,0,,550,400,4.5,725,,,STRIKE,"strike20, rocket16, ork_project_bp",,Bultach Coalition,,Torpedo,Fast,None,,,Torpedo has a massive blast radius.,,,,TRUE,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hellbore Arm,ork_tpb,0,,69,750,,300,,100,10,0,,,,HIGH_EXPLOSIVE,300,,0,1,1,,0,10,5,10,,500,,,225,,,"SYSTEM,SHOW_IN_CODEX","he18, no_drop, no_drop_salvage, no_bp_drop, no_sell, no_dealer",,,,Anti Armor,,,,,,,,,,8
Mark IX Arm,ork_tpb2,0,,69,750,,100,,10,10,0,,,,KINETIC,100,,0,1.5,3,0.1,0,10,2,10,,800,,,60,,,"SYSTEM,SHOW_IN_CODEX","kinetic18, no_drop, no_drop_salvage, no_bp_drop, no_sell, no_dealer",,,,Anti Shield,,,,,,,,,,7.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tharneamh,giga_rail,3,,69,4500,,1000,200,500,20,0,,,,ENERGY,5000,,3,75,,,0,0,0,0,,4500,,,,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","no_drop, no_drop_salvage, strike20, no_bp_drop, no_sell, no_dealer, giga_rail, giga_rail",,Bultach Coalition,,General,,,,,,,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Flamer,ork_holy_flame,3,,69,1200,,175,25,3,5,0,160,5,40,ENERGY,100,,4.1,10,80,0.05,0,0,0,0,,650,,,,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","energy15, SR, no_drop, no_drop_salvage, strike20, no_bp_drop, no_sell, no_dealer",,Luddic Path,,General,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domhàthair,ork_railgun,3,,69,1300,,1000,300,200,9,0,,,,KINETIC,1000,,0.5,6,,,0,3,3,.5,,1100,,,500,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","kinetic25, he15, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,Anti Shield,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaneilgin Artillery,ork_sathar_gigashotgun,3,,69,2050,,1250,25,200,6,0,,,,HIGH_EXPLOSIVE,2250,,0,7,,,3,3,0,1,,500,,,1000,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","kinetic25, he15, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,Anti Shield,,,,,Splits into %s submunitions that deal %s high explosive damage each.,12 | 250,,,,40
Chaneilgin Artillery Sub,ork_gigashotgun_sub,1,,,750,,375,,20,0,,,,,HIGH_EXPLOSIVE,,,0,1,1,,0,0,0,0,,700,,,150,,,SYSTEM,,,,,,,,,,,,,,,4.75
Furaidh Siege Laser,ork_sathar_siege_laser,3,,69,1200,,6500,500,1000,6,0,,,,FRAGMENTATION,2250,,1.6,10.4,,,0,0,0,0,,3500,,,,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","energy25, he15, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,General,,,,,,,,6.9,,
Tonnas Motha Torpedo,ork_sathar_emp_nuke,2,,69,4000,,6000,5000,5000,6,0,1,0.01,1,ENERGY,5000,,0,8,,,0,0,0,0,,450,100,10,1500,,,"STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","strike30, rocket36, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,Destruction,Average,None,,,Torpedo has a massive blast radius.,,,,TRUE,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diult Eradication Laser,ork_dorn_siege_laser,3,,69,2000,,10000,500,1000,6,0,,,,FRAGMENTATION,5500,,0.6,24.4,3,.75,0,0,0,0,,3500,,,,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","energy25, he15, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,General,,,,,,,,6.9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuclear Cannon,ork_garbage_catapult,3,,69,1300,,2850,,700,3,0,,,,HIGH_EXPLOSIVE,4000,,1,38,,,0,0,0,0,,500,,,,,,"DO_NOT_CONSERVE,STRIKE,FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","no_drop, no_drop_salvage, strike20, no_bp_drop, no_sell, no_dealer, giga_rail, giga_rail",,Pirate,,General,,,,,,,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernal Gaze,bultach_orbbeam_station,1,,0,1000,2000,,,0,5,0,,,,ENERGY,,2000,3,2,8.5,11.5,,,,,2400,,,,,,,"FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","no_drop, no_drop_salvage, strike20, no_bp_drop, no_sell, no_dealer, giga_rail, giga_rail",,Luddic Path,,General,,,,,,,,,,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teotha Pulse Cannon,ork_teotha_builtin1,0,,100000,1000,,350,,0,0,,12,1,,ENERGY,250,,0,0.2,1,,0,10,2,5,,1000,,,,,,"SYSTEM,SHOW_IN_CODEX","kinetic25, he15, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,General,,,,,,,,,,40
Teotha Pulse Cannon,ork_teotha_builtin2,0,,100000,1000,,350,,0,0,,12,1,,ENERGY,250,,0,0.2,1,,0,10,2,5,,1000,,,,,,"SYSTEM,SHOW_IN_CODEX","kinetic25, he15, no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage",,Bultach Coalition,,General,,,,,,,,,,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gestalt Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firinndall Laser,ork_firinndall,3,0.0001,23000,1200,,800,,0,1,35,,,,ENERGY,1000,,1,6,,,0,0,0,0,,1000,,,100,,,"STRIKE,USE_VS_FRIGATES","no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,Strike,,,,,"Randomly splits into additional projectiles, recursively.",,,,,
Fuadian Lance,ork_layzah,2,,23000,1000,2000,,50,20,4,25,,,,ENERGY,,3750,.5,2,1,4,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,General,,,,,,,,,,
Melody,bultach_orbbeam,1,,0,1200,500,,,0,5,20,,,,ENERGY,,400,0.1,0.1,,,,,,,2400,,,,,,,"FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,General,,,,,,,,,,24
Chorus,bultach_orbbeam_feregether,1,,0,1500,2000,,,0,5,0,,,,ENERGY,,1500,3,2,7,11,,,,,2400,,,,,,,"FIRE_WHEN_INEFFICIENT,SYSTEM,SHOW_IN_CODEX","no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,General,,,,,,,,,,24
Snàmh Fissile Swarmer,ork_swarmer_large,1,,4000,1400,,200,,5,30,22,450,,,ENERGY,0,,0,5.5,20,0.1,0,0,0,0,,550,750,8,60,,,"ANTI_FTR, DO_NOT_AIM, DO_NOT_CONSERVE","no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,Anti Small Craft,Fast,Excellent,,,Each instance that impacts hull deals an additional %s energy damage over %s seconds.,50 | 3,,,,16.3
Snàmh Fissile Barrage,ork_swarmer_medium,1,,1800,1400,,200,,5,30,10,170,,,ENERGY,0,,0,4.5,10,0.1,0,0,0,0,,550,750,8,60,,,"ANTI_FTR, DO_NOT_AIM, DO_NOT_CONSERVE","no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,Anti Small Craft,Fast,Excellent,,,Each instance that impacts hull deals an additional %s energy damage over %s seconds.,50 | 3,,,,16.3
Snàmh Fissile Cycler,ork_swarmer_small,1,,900,1400,,200,,5,30,5,80,,,ENERGY,0,,0,3.5,4,0.1,0,0,0,0,,550,750,8,60,,,"ANTI_FTR, DO_NOT_AIM, DO_NOT_CONSERVE","no_bp_drop, no_sell, no_dealer, no_drop, no_drop_salvage, restricted",,Gestalt,,Anti Small Craft,Fast,Excellent,,,Each instance that impacts hull deals an additional %s energy damage over %s seconds.,50 | 3,,,,16.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#decos and shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactor Radiation Glow,reactor_lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,43
Double Reactor Glow,reactor_lights2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,"no_drop, no_drop_salvage",,,,,,,,,,,,,,43
Pusher Plate (Bultach),bt_pusherplate_lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,pusherplate,,,,,,,,,,,,,,42.5
Pusher Plate (Low Tech But Slightly Smaller Haha Lol XDd),ork_pusherplate_lt_but_slightly_smaller_selkie_is_deranged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,pusherplate,,,,,,,,,,,,,,42.5
