name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Liberator (LC),swp_liberator_luddic_church,Light Battleship,Luddic Church,swp_punisherjets,24,16000,1600,18000,15000,600,270,,45,25,35,5,8,3250,OMNI,,120,0.3,1,,,500,1000,400,400,12,33,7,290000,4,12,720,0.25,35,35,,,,,,,,rare_bp,,0.4,2,4,,500
Wall,swp_wall,Drone Battleship,Explorarium,burndrive,18,15000,1750,9000,10000,400,145,,25,20,5,3,6,2500,NONE,,0,0,0,,,0,0,200,100,10,10,7,375000,4,15,720,0.25,40,40,,,,,,,"SHIP_WITH_MODULES, UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,4,,412
Solar,swp_solar,Droneship Battlecarrier,Remnant,plasmajets,30,20000,1400,30000,35000,1500,400,3,25,10,10,6,8,4000,OMNI,,180,0.4,0.7,,,0,0,250,200,10,20,7,750000,4,20,720,0.25,55,55,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,4,,504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,swp_cathedral_base,Base Structure,,,1,5000,1000,0,2500,100,0,,0,0,0,10,10,1250,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNDER_PARENT, UNBOARDABLE, HIDE_IN_CODEX",module_no_status_bar,,1,2,4,,2100
,swp_cathedral_rear,Engine Module,,flarelauncher,1,15000,1200,10000,7000,350,120,,0,0,0,10,10,2500,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,swp_cathedral_gun_left,Gunnery Module,,ammofeed,1,8000,1200,6000,5000,250,90,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,3,,2100
,swp_cathedral_gun_right,Gunnery Module,,ammofeed,1,8000,1200,6000,5000,250,90,,0,0,0,10,10,600,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,3,,2100
,swp_cathedral_fighter_left,Hangar Module,,reservewing,1,6000,1200,3000,2500,125,60,1,0,0,0,10,10,350,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.4,2,2,,2100
,swp_cathedral_fighter_right,Hangar Module,,reservewing,1,6000,1200,3000,2500,125,60,1,0,0,0,10,10,350,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.4,2,2,,2100
,swp_cathedral_front,Heavy Bastion,,damper,1,20000,1500,12000,8000,400,180,,0,0,0,10,10,2000,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,840,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2100
,swp_wall_left,West Wall,,ammofeed,1,12000,1250,6000,6000,300,135,,30,20,10,5,5,1500,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2100
,swp_wall_right,East Wall,,ammofeed,1,12000,1250,6000,6000,300,140,,30,20,10,5,5,1500,NONE,,0,0,0,,,0,0,0,0,1,0,,1,,1,720,0.25,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,2100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death-Ray,swp_boss_ray_drone,,,,,150,150,2000,,75,,,200,400,500,90,240,15,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDE_IN_CODEX,no_dealer,,0,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boxer,swp_boss_brawler,Mod-Gunship,Unique Midline,ammofeed,8,2000,450,3000,3125,250,50,,100,180,120,60,120,250,FRONT,,270,0.4,0.8,,,15,30,40,20,1,20,9,36000,8,10,300,0.25,6,6,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,2,,207
Hades,swp_boss_cerberus,Mod-Freighter,Unique Low Tech,burndrive,6,2500,400,1250,1875,150,60,1,110,100,75,60,120,300,PHASE,damper,,,,,,20,50,100,40,1,40,10,27000,8,10,240,0.25,5,5,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer, special_allows_system_use, system_allows_special_use",,0.3,2,2,,213
Salamander,swp_boss_lasher_r,Mod-Frigate,Unique Low Tech,ammofeed,6,2500,450,2100,1750,140,50,,120,110,90,60,90,200,PHASE,damper,,,,,,25,50,40,25,1,25,10,27000,8,10,240,0.25,5,5,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer, special_allows_system_use, system_allows_special_use",,0.4,2,2,,204
Undine,swp_boss_lasher_b,Mod-Frigate,Unique High Tech,emp,6,1750,300,3000,2500,200,50,,120,110,90,60,90,200,OMNI,,210,0.4,0.6,,,25,50,40,25,1,25,10,27000,8,10,240,0.25,5,5,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,2,,204
Tenebris,swp_boss_shade,Phase Mod-Frigate,Unique High Tech,emp,12,1750,400,2500,3750,300,55,,165,120,100,60,120,200,PHASE,swp_boss_cloak,,,,0.04,0.04,10,15,25,50,1,50,10,120000,10,30,180,0.25,10,10,,,,,,,"HIDE_IN_CODEX, PHASE","no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,2,,211
Tormentor,swp_boss_afflictor,Phase Mod-Frigate,Unique High Tech,entropyamplifier,13,1500,400,3000,5000,400,65,,165,120,100,60,120,200,PHASE,swp_boss_cloak,,,,0.02,0.03,5,10,25,50,1,50,10,126000,10,30,180,0.25,12,12,,,,,,,"HIDE_IN_CODEX, PHASE","no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,2,,210
Royco,swp_boss_excelsior,Phase Mod-Superfrigate,Unique Imperium,swp_phaseshuntdrive,19,750,150,5000,625,50,45,,200,200,150,90,360,100,PHASE,swp_excelsiorphase,,,,0,-0.25,1,5,10,20,1,20,11,282000,10,40,120,0.25,24,24,,,,,,,"HIDE_IN_CODEX, PHASE","no_autofit, no_drop, no_bp_drop, no_dealer",,0,2,2,,226
Phillipshead,swp_boss_hammerhead,Mod-Destroyer,Unique Midline,ammofeed,12,5000,500,6000,5833,350,120,,90,60,40,30,60,400,FRONT,,300,0.4,0.8,,,50,100,100,60,2,30,9,120000,5,12,360,0.25,10,10,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,300
Fracture,swp_boss_sunder,Mod-Destroyer,Unique Midline,highenergyfocus,12,4000,250,7500,8333,500,120,,90,80,60,30,30,350,FRONT,,300,0.4,1.2,,,50,70,80,50,2,25,9,135000,5,15,300,0.25,13,13,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,301
Carpal,swp_boss_tarsus,Mod-Freighter,Unique Low Tech,lidararray,9,7000,700,3600,4167,250,90,,70,50,40,40,25,400,PHASE,damper,,,,,,30,80,350,80,3,27,8,54000,5,20,420,0.25,7,7,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,306
Gorgon,swp_boss_medusa,Mod-Destroyer,Unique High Tech,phaseteleporter,14,3000,300,6000,6667,400,100,,100,90,60,40,100,300,OMNI,,120,0.3,0.6,,,35,50,50,40,2,20,9,180000,5,20,300,0.25,14,14,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.7,2,3,,309
Pony,swp_boss_mule,Mod-Freighter,Unique Low Tech,entropyamplifier,11,5500,650,6000,5000,300,90,1,60,40,20,20,15,500,OMNI,,120,0.4,1,,,40,100,250,80,2,40,9,102000,5,10,420,0.25,10,10,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,310
Clymene,swp_boss_phaeton,Mod-Tanker,Unique Low Tech,ammofeed,9,4000,450,4000,5000,300,85,,75,45,30,35,25,400,OMNI,,120,0.4,1,,,10,20,20,800,2,400,8,66000,5,20,300,0.25,8,8,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.75,3,4,,311
Euryale,swp_boss_euryale,Phase Mod-Destroyer,Unique High Tech,acausaldisruptor,15,4000,650,5000,10000,500,120,,100,75,50,30,30,400,PHASE,swp_boss_cloak,,,,0.04,0.03,25,50,60,100,2,50,9,360000,5,30,300,0.25,24,24,,,,,,,"HIDE_IN_CODEX, PHASE","no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,309
Elder Orb,swp_boss_beholder,Mod-Destroyer,Unique High Tech,swp_boss_drone_death_ray,12,4000,500,4500,5000,300,90,,60,40,40,20,60,400,OMNI,,180,0.5,0.8,,,40,60,70,40,2,20,9,171000,5,15,300,0.25,13,13,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,309
Raptor,swp_boss_falcon,Mod-Cruiser,Unique Midline,swp_timeaccelerator,14,6000,750,7000,8000,400,130,,80,70,50,20,25,650,FRONT,,270,0.4,0.8,,,100,180,120,100,3,33,9,240000,4,12,480,0.25,17,17,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,400
Dawnstar,swp_boss_aurora,Mod-Cruiser,Unique High Tech,plasmajets,20,8000,800,11000,16000,800,190,,80,50,25,25,25,1800,OMNI,,180,0.5,0.6,,,75,200,150,90,3,30,8,600000,4,20,420,0.25,36,36,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.6,2,3,,405
Kingfisher,swp_boss_eagle,Mod-Cruiser,Unique Midline,swp_punisherjets,17,8000,1000,11000,14000,700,175,,60,40,30,15,20,1200,FRONT,,270,0.4,0.8,,,150,250,150,100,3,33,8,300000,3,12,480,0.25,24,24,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,401
Emperor,swp_boss_dominator,Mod-Cruiser,Unique Low Tech,damper,18,14000,1500,10000,10000,500,215,,30,20,10,12,12,2250,FRONT,,150,0.4,1,,,200,300,150,150,5,30,8,375000,4,12,540,0.25,30,30,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,3,,404
Lucifer,swp_boss_doom,Phase Mod-Cruiser,Unique High Tech,mine_strike,26,8000,1250,10000,18000,900,165,,75,55,40,20,25,1200,PHASE,swp_boss_cloak,,,,0.04,0.04,50,100,120,150,3,50,8,750000,4,30,420,0.25,42,42,,,,,,,"HIDE_IN_CODEX, PHASE","no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,3,,406
Dominator (LP),swp_boss_dominator_luddic_path,Mod-Cruiser,Unique Luddic Path,ammofeed,18,14000,1500,10000,10000,500,220,,30,20,10,12,12,2250,FRONT,,150,0.4,1,,,200,300,150,150,5,30,8,375000,4,12,540,0.25,30,30,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,3,,404
Frankenstein,swp_boss_frankenstein,Mod-Cruiser,Unique Low Tech,swp_ammoloader,20,12000,1200,11000,10000,500,170,,40,25,30,12,20,1750,OMNI,,120,0.4,1,,,150,250,175,150,5,30,8,540000,4,12,540,0.25,37,37,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,3,,417
Iliad,swp_boss_odyssey,Mod-Battlecruiser,Unique High Tech,microburn,30,10000,1000,25000,25000,1000,310,2,70,50,40,8,12,2500,OMNI,,180,0.25,1,,,400,800,400,450,8,56,8,990000,4,20,600,0.25,54,54,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.6,2,4,,505
Leviathan,swp_boss_atlas,Mod-Superfreighter,Unique Low Tech,reservewing,22,13500,1150,12000,8750,350,210,4,20,5,3,3,1,6000,OMNI,,90,0.5,1,,,375,450,1000,600,10,60,7,450000,2,20,720,0.25,29,29,,,,,,,"HIDE_IN_CODEX, CARRIER, COMBAT, NO_AUTO_ESCORT","no_autofit, no_drop, no_bp_drop, no_dealer",,0.75,2,4,,502
Onslaught (LP),swp_boss_onslaught_luddic_path,Mod-Battleship,Unique Luddic Path,ammofeed,34,20000,1750,17000,15000,600,390,,25,10,10,4,4,3500,FRONT,,180,0.4,1,,,750,1500,300,400,15,27,7,1050000,3,12,720,0.25,48,48,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,4,,500
Ares,swp_boss_onslaught,Mod-Battleship,Unique Low Tech,swp_boss_aresdrive,34,20000,1750,17000,15000,600,400,,25,10,10,4,4,3500,FRONT,,180,0.4,1,,,750,1500,300,400,15,27,7,1050000,3,12,720,0.25,48,48,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.4,2,4,,500
Nike,swp_boss_conquest,Mod-Battlecruiser,Unique Midline,swp_boss_nikejets,29,12000,1200,20000,30000,1200,345,,45,20,15,6,4,2500,OMNI,,90,0.4,1.4,,,400,500,300,300,10,30,8,900000,3,15,600,0.25,48,48,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.5,2,4,,503
Zeus,swp_boss_paragon,Mod-Battleship,Unique High Tech,swp_boss_zeusshield,36,18000,1500,25000,31250,1250,410,,30,15,10,5,5,3500,OMNI,,360,0.6,0.6,,,400,1000,300,300,10,30,7,1500000,4,20,720,0.25,72,72,,,,,,,HIDE_IN_CODEX,"no_autofit, no_drop, no_bp_drop, no_dealer",,0.6,2,4,,504
,swp_boss_sporeship,Domain-era Sporeship,Unique Explorarium,swp_victoryjets,150,82500,1500,15000,17500,700,0,,20,4,3,0.5,1.5,6850,NONE,,0,0,0,,,0,0,20000,50000,30,1667,5,1200000,10,10,,,150,150,,,,,,,"SHIP_WITH_MODULES, UNBOARDABLE, HIDE_IN_CODEX, NEVER_DODGE_MISSILES","no_autofit, no_drop, no_bp_drop, restricted, no_dealer",,0,,,,412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,swp_boss_sporeship_bl,"Engine Section, Left",,flarelauncher,1,10000,800,3500,3333,200,70,,0,0,0,10,10,850,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,4,,2100
,swp_boss_sporeship_br,"Engine Section, Right",,flarelauncher,1,9500,800,3500,3333,200,75,1,0,0,0,10,10,800,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,4,,2100
,swp_boss_sporeship_ll,"Autofactory Section, Left",,forgevats_station,1,8500,1000,2500,2500,150,60,1,0,0,0,10,10,700,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,4,,2100
,swp_boss_sporeship_lr,"Autofactory Section, Right",,forgevats_station,1,9000,1000,4500,4167,250,80,,0,0,0,10,10,750,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,4,,2100
,swp_boss_sporeship_ml,"Magazine Section, Left",,fastmissileracks,1,7500,1200,2000,1667,100,100,,0,0,0,10,10,650,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,3,,2100
,swp_boss_sporeship_mr,"Magazine Section, Right",,ammofeed,1,5500,1200,4000,5000,300,70,,0,0,0,10,10,450,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted",,1,2,2,,2100
