id,type,frame,magnitude,map,path
prv_agni_teeth,hardpointbarrel,,,material,graphics/prv/weapons/materials/agni/prv_agni_teeth_hardpoint_recoil_material.png
prv_agni_teeth,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_teeth_turret_main_surface.png
prv_agni_teeth,turretbarrel,,,surface,graphics/prv/weapons/materials/agni/prv_agni_teeth_turret_recoil_surface.png
prv_agni_teeth,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_teeth_hardpoint_main_surface.png
prv_agni_teeth,hardpointbarrel,,,surface,graphics/prv/weapons/materials/agni/prv_agni_teeth_hardpoint_recoil_surface.png
,,,,,
#v22,,,,,
prv_agni_pureflame_lance,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_pureflame_lance_turret_normal.png
prv_agni_pureflame_lance,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_pureflame_lance_hardpoint_normal.png
prv_agni_pureflame_lance,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_pureflame_lance_turret_material.png
prv_agni_pureflame_lance,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_pureflame_lance_hardpoint_material.png
prv_agni_pureflame_lance,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_pureflame_lance_turret_surface.png
prv_agni_pureflame_lance,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_pureflame_lance_hardpoint_surface.png
,,,,,
#v22,,,,,
prv_agni_spines,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spines_turret_normal.png
prv_agni_spines,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spines_hardpoint_normal.png
prv_agni_spines,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_spines_turret_material.png
prv_agni_spines,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_spines_hardpoint_material.png
prv_agni_spines,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spines_turret_surface.png
prv_agni_spines,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spines_hardpoint_surface.png
,,,,,
#v26,#NB nonstandard order,,,,
prv_agni_spore,turretunder,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spore_turret_main_normal.png
prv_agni_spore,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spore_turret_gun_normal.png
prv_agni_spore,hardpointunder,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spore_hardpoint_main_normal.png
prv_agni_spore,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spore_hardpoint_gun_normal.png
prv_agni_spore,turretunder,,,material,graphics/prv/weapons/materials/agni/prv_agni_spore_turret_main_material.png
prv_agni_spore,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_spore_turret_gun_material.png
prv_agni_spore,hardpointunder,,,material,graphics/prv/weapons/materials/agni/prv_agni_spore_hardpoint_main_material.png
prv_agni_spore,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_spore_hardpoint_gun_material.png
prv_agni_spore,turretunder,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spore_turret_main_surface.png
prv_agni_spore,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spore_turret_gun_surface.png
prv_agni_spore,hardpointunder,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spore_hardpoint_main_surface.png
prv_agni_spore,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spore_hardpoint_gun_surface.png
,,,,,
#v22,,,,,
prv_agni_conflagration,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_conflagration_turret_normal.png
prv_agni_conflagration,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_conflagration_hardpoint_normal.png
prv_agni_conflagration,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_conflagration_turret_material.png
prv_agni_conflagration,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_conflagration_hardpoint_material.png
prv_agni_conflagration,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_conflagration_turret_surface.png
prv_agni_conflagration,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_conflagration_hardpoint_surface.png
,,,,,
#v26,,,,,
prv_agni_claw,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_claw_turret_normal.png
prv_agni_claw,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_claw_hardpoint_normal.png
prv_agni_claw,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_claw_turret_material.png
prv_agni_claw,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_claw_hardpoint_material.png
prv_agni_claw,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_claw_turret_surface.png
prv_agni_claw,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_claw_hardpoint_surface.png
,,,,,
#v22,,,,,
prv_agni_web,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spinneret_turret_normal.png
prv_agni_web,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spinneret_hardpoint_normal.png
prv_agni_web,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_spinneret_turret_material.png
prv_agni_web,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_spinneret_hardpoint_material.png
prv_agni_web,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spinneret_turret_surface.png
prv_agni_web,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spinneret_hardpoint_surface.png
,,,,,
#v22 NOT USED,,,,,
#prv_agni_web_fighter,turret,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spinneret_fighter_turret_normal.png
#prv_agni_web_fighter,hardpoint,,1,normal,graphics/prv/weapons/materials/agni/prv_agni_spinneret_fighter_hardpoint_normal.png
#prv_agni_web_fighter,turret,,,material,graphics/prv/weapons/materials/agni/prv_agni_spinneret_fighter_turret_material.png
#prv_agni_web_fighter,hardpoint,,,material,graphics/prv/weapons/materials/agni/prv_agni_spinneret_fighter_hardpoint_material.png
#prv_agni_web_fighter,turret,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spinneret_fighter_turret_surface.png
#prv_agni_web_fighter,hardpoint,,,surface,graphics/prv/weapons/materials/agni/prv_agni_spinneret_fighter_hardpoint_surface.png
,,,,,
#v22,,,,,
prv_agni_tooth_shot,missile,,1,normal,graphics/prv/missiles/materials/prv_shell_agni_tooth_normal.png
prv_agni_tooth_shot,missile,,,material,graphics/prv/missiles/materials/prv_shell_agni_tooth_material.png
prv_agni_tooth_shot,missile,,,surface,graphics/prv/missiles/materials/prv_shell_agni_tooth_surface.png
