name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Atropos-class Torpedo Rack,prv_atropos_er,2,0.5,600,1200,,1000,,40,10,4,2,,,HIGH_EXPLOSIVE,0,,0,8,2,1,0,0,0,0,,400,150,6.5,300,,,"SYSTEM, DO_NOT_AIM, DO_NOT_CONSERVE, STRIKE, USE_VS_FRIGATES","strike9, missile1",,,,Torpedo,Fast,Good,,,,,,,TRUE,9.5
Linjär PK,prv_lpk,3,,750,600,,100,,0,21,8,12,1,3,ENERGY,50,,,0.2,3,0.2,0,17,2,4,,350,350,5,75,,,"DO_NOT_AIM, ANTI_FTR, DO_NOT_CONSERVE, MISSILE_SPREAD","prv_lab_bp, energy13, he7, merc, SR",,prv Starworks,,General,,Excellent,,,"Recharge rate increases by up to %s based on current flux level.

Benefits from both missile and energy weapon range and projectile velocity bonuses, using whichever is more beneficial.",400%,,,,8785
Kaja MRM Launcher,prv_kaja,1,0.65,300,3000,,350,,15,30,5,1,0.1,,HIGH_EXPLOSIVE,175,,0,3,,,0,0,0,,,300,1000,10,140,,,"GROUP_LINKED, GUIDED_POOR","prv_bp, prv_stjarngard_bp, merc, missile7, strike2",,prv Starworks,,Strike,Fast,Variable,,,Missiles fired towards a target launch at very high velocity.,,,,,8721
Kråka MRM Launcher,prv_kraka,1,0.65,1200,3000,,450,,20,20,10,4,0.2,2,HIGH_EXPLOSIVE,225,,0,3,,,0,0,0,,,300,1000,10,175,,,"GROUP_LINKED, GUIDED_POOR","prv_bp, prv_stjarngard_bp, merc, missile14, strike4",,prv Starworks,,Strike,Fast,Variable,,,Missiles fired towards a target launch at very high velocity.,,,,,8722
Kråka MRM Autolauncher,prv_kraka_auto,3,0,5600,3000,,450,,20,10,,9,0.6,1,HIGH_EXPLOSIVE,225,,0,0.3333333,1,,0,0,0,,,300,1000,10,175,,,"GROUP_LINKED, GUIDED_POOR, SYSTEM, SHOW_IN_CODEX","missile21, strike14",,prv Starworks,,Anti Armor,Fast,Variable,,,"Up to %s missiles will be kept in a swarm around the weapon, launched individually. Missiles fired towards a target launch at very high velocity.",9,,,,8723a
Korp MRM Launcher,prv_korp,2,,3800,3000,,600,,25,10,20,9,0.3,3,HIGH_EXPLOSIVE,300,,0,3,,,0,0,0,,,300,1000,10,210,,,"GROUP_LINKED, GUIDED_POOR","prv_bp, prv_stjarngard_bp, merc, missile17, strike8",,prv Starworks,,Strike,Fast,Variable,,,Missiles fired towards a target launch at very high velocity.,,,,,8723
Skata LRM Launcher,prv_skata,3,0.5,3600,2500,,225,,15,3,18,135,,,ENERGY,,,,9.6,9,0.05,0,0,0,0,,500,150,6,90,,,DO_NOT_AIM,"prv_adv_bp, prv_kratul_bp, merc, rocket18, strike10, prv_fragsoup",,prv Starworks,,Pressure,Very Fast,Medium,,,"Up to %s missiles will be kept in a swarm around the weapon.

On detonation each missile generates an anomaly which deals %s fragmentation damage per second for %s seconds to anything caught in the area.",9 | 200 | 3,,,,8724
Berguv Torpedo,prv_berguv_rack,2,,200,1800,,2000,,30,10,3,2,,,ENERGY,,,,1,,,0,0,0,0,,300,50,6,350,,,"STRIKE, USE_VS_FRIGATES, USE_LESS_VS_SHIELDS","prv_adv_bp, prv_stjarngard_bp, merc, strike8, rocket2, prv_spatterfire",,prv Starworks,,Torpedo,Medium,None,,,"Will detonate when close to a target, causing %s %s energy burns on nearby ships.",severe | spatterfire,,,TRUE,8724.65
Berguv Torpedo Launcher,prv_berguv,2,,4800,1800,,2000,,30,10,25,27,,,ENERGY,,,,16,3,0.33333,0,0,0,0,,300,50,6,350,,,"STRIKE, USE_VS_FRIGATES, CONSERVE_3, USE_LESS_VS_SHIELDS","prv_adv_bp, prv_stjarngard_bp, merc, strike16, rocket14, prv_spatterfire",,prv Starworks,,Torpedo,Medium,None,,,"Will detonate when close to a target, causing %s %s energy burns on nearby ships.",severe | spatterfire,,,TRUE,8724.5
Berguv MIRV Launcher,prv_berguv_mirv,3,,1900,1800,,1500,,30,20,12,9,,,ENERGY,,,,10,,,0,0,0,0,,300,150,6,350,,,"DO_NOT_AIM, USE_LESS_VS_SHIELDS","prv_adv_bp, rare_bp, strike14, rocket7, hist1t, merc, prv_spatterfire",,prv Starworks,,Finisher,Medium,Medium,,,"Submunitions will detonate when close to a target, causing %s %s energy burns on nearby ships.",moderate | spatterfire,,,TRUE,8724.6
Sidensvans SRM Launcher,prv_sidensvans,1,,350,1000,,250,,16,30,6,28,,,HIGH_EXPLOSIVE,0,,0,10.68,4,0.44,0,0,0,0,,575,100,3.5,85,,,"DO_NOT_AIM, CONSERVE_3","prv_bp, prv_kratul_bp, rocket7, strike5, merc",,prv Starworks,,Anti Armor,Fast,Special,,,Unguided after a brief initial aiming stage. Will attempt to reacquire the target on misses.,,,,TRUE,16.3
Sidensvans SRM Array,prv_sidensvans_array,1,,800,1000,,250,,16,20,11,72,,,HIGH_EXPLOSIVE,0,,0,10.46,8,0.22,0,0,0,0,,575,100,3.5,85,,,"DO_NOT_AIM, CONSERVE_4","prv_bp, prv_kratul_bp, rocket13, strike9, merc",,prv Starworks,,Anti Armor,Fast,Special,,,Unguided after a brief initial aiming stage. Will attempt to reacquire the target on misses.,,,,TRUE,16.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPD Laser,prv_sipdlaser_fighter,2,,350,500,40,,,0,100,,,,,ENERGY,,70,0.1,0.10,,,,,,,2400,,,,,,,"SYSTEM, PD, PD_ALSO, ANTI_FTR, DO_NOT_CONSERVE","pd7, energy7, beam9",,prv Starworks,,Attack,,,,,"Bursts for %s energy damage after %s second of focusing on the target.

Will target missiles if no other targets are in range.",80 | 1,,,,8790
Inget Flicker Lance,prv_uvbeam_fighter,2,,350,350,719,,,0,70,,,,,ENERGY,,960,0.1675,0.335,0.6667,4.8333,,,,,20000,,,,,,,SYSTEM,"beam9, SR",,prv Starworks,,Strike,,,,,,,,,,8791
Intet Flickerpulse Laser,prv_uvpulse_fighter,1,,250,400,,50,,0,40,,,,,ENERGY,40,,0.33,2.34,4,0.11,0,9,1,2,,1000,,,,,,"SYSTEM, PD, PD_ALSO","energy8, SR",,prv Starworks,,General,,,,,,,,,,8719.3
Light Spattergun,prv_spattergun_fighter,1,,150,400,,90,,10,60,,8,,,ENERGY,110,,,1.2833333,2,0.05,5,15,2,2,,600,,,,,,SYSTEM,"energy2, strike1, SR, prv_spatterfire",,prv Starworks,,Strike,,,,,"%s clings to the target on hull hits, dealing an additional %s energy damage over time. 

Shield hits spread additional plasma particles which will hit any other target for %s to %s energy damage.",Spatterfire | 90 | 10 | 25,,,,87101
Light Spattergun Goop,prv_spattergun_fighter_1,0,,0,50,,25,,5,10,,,,,ENERGY,0,,,1.3333333,,,0,10,1,2,,200,,,,,,SYSTEM,,,,,Byproduct,,,,,,,,,,87101a
Light Spattergun Goop,prv_spattergun_fighter_2,0,,0,25,,10,,3,10,,,,,ENERGY,0,,,1.3333333,,,0,10,1,2,,100,,,,,,SYSTEM,,,,,Byproduct,,,,,,,,,,87101b
Karbinfräsare,prv_frasare_fighter,1,,300,300,834.5,,,40,240,,2,,,FRAGMENTATION,,500,0.15,1.2,0.15,2,0,0,0,0,20000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT","beam4, kinetic3, SR, prv_fragsoup",,prv Starworks,,Strike,,,,,Generates %s anomalies which deal %s fragmentation damage per second for %s seconds to anything caught in the area.,3 | 100 | 2,,,,878102
Akers Repeater,prv_akers_fighter,1,,400,375,,180,45,30,24,,,,,KINETIC,100,,,2.17,2,0.33,0,20,6,2,,900,,,,,,"SYSTEM, PD, PD_ALSO","kinetic4, pd7, SR",,prv Starworks,,Anti Fighter,,,,,"Shell hits on hull or armor have a %s chance to arc to weapons and engines, inflicting %s EMP damage.

The EMP arcs are less effective against fighters.",20% | 225,,,,87103
#Akers Nova (Single),prv_akers_nova_fighter,3,,1300,850,,60,60,5,24,,,,,KINETIC,70,,0,0.44,,,0,5,0.5,10,,1200,,,25,,,SYSTEM,"kinetic12, LR",,prv Starworks,,Anti Shield,,,,,"Shell hits on hull or armor have a %s chance to arc to weapons and engines, inflicting %s EMP disruption and %s energy damage.",50% | 20 | 6,,,,8714a
Target Designator,prv_tardes,0,,25,450,5,,25,0,90,,,,,ENERGY,,10,0.1,0.1,,,,,,,20000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT",beam0,,prv Starworks,,Utility,,,,,"Increases the damage taken by the target by %s and interferes with its targeting systems, reducing target leading accuracy for autofiring weapons %s.

Sets all fighter wings to %s while fired.",25% | significantly | engage,,,,87103
Blåmes EMP Missile Launcher,prv_blames_fighter,1,,75,300,,90,270,5,30,,,,,ENERGY,0,,0,4.4,3,0.5,0,0,0,0,,200,400,6,90,,,"ANTI_FTR, SYSTEM",,,prv Starworks,,Suppression,Medium,Special,,,"Hits on hull arc to weapons and engines, dealing an additional %s EMP damage to %s locations.",90 | 3,,,,87138.5
Skatunge SRM Launcher,prv_skatunge,1,,200,1000,,225,,15,30,,8,0.16667,8,ENERGY,,,,5.73,2,0.27,0,,,,,600,50,4,90,,,"SYSTEM, GUIDED_POOR","missile2, strike0, prv_fragsoup",,prv Starworks,,Pressure,Medium,Very Poor,,,On detonation each missile generates an anomaly which deals %s fragmentation damage per second for %s seconds to anything caught in the area.,200 | 3,,,,87104
Skatunge SRM Pack,prv_skatunge_fighter,1,,200,1000,,225,,15,30,,8,,,ENERGY,,,,5.73,2,0.27,0,,,,,600,50,4,90,,25,"SYSTEM, DO_NOT_CONSERVE, DO_NOT_AIM","missile2, strike0, prv_fragsoup",,prv Starworks,,Pressure,Medium,Very Poor,,,On detonation each missile generates an anomaly which deals %s fragmentation damage per second for %s seconds to anything caught in the area.,200 | 3,,,TRUE,87105
Råka-class Torpedo Launcher (Twin),prv_raka_fighter,2,,400,800,,600,,25,10,,2,,,HIGH_EXPLOSIVE,0,,0,3,2,,0,0,0,0,,300,800,2.5,210,,,"SYSTEM, STRIKE","strike5, rocket1, missile6",,prv Starworks,,Strike,Fast,Variable,,,"Missiles fired towards a target launch at very high velocity.

Energy weapons receive a brief range boost after the torpedo strikes a target.",,,,TRUE,87106
Råka-class Torpedo Launcher,prv_raka_fighter_codex,2,,400,800,,600,,25,10,,1,,,HIGH_EXPLOSIVE,0,,0,1,,,0,0,0,0,,300,800,2.5,210,,,"SYSTEM, STRIKE","strike5, rocket1, missile6",,prv Starworks,,Strike,Fast,Variable,,,"Missiles fired towards a target launch at very high velocity.

Energy weapons receive a brief range boost after the torpedo strikes a target.",,,,TRUE,87106x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prv_d_cover_drone_missile,prv_d_cover_drone_missile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_jammer,prv_d_cover_jammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_kakafoni_l,prv_d_cover_kakafoni_l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_kakafoni_r,prv_d_cover_kakafoni_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_cover_is_nose,prv_d_cover_is_nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prv_d_emitter_gryning,prv_d_emitter_gryning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_eld,prv_d_emitter_eld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_emitter_skymning,prv_d_emitter_skymning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
prv_d_blinker_ljus,prv_d_blinker_ljus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fracture Packet,prv_fracturer_system,3,,0,2000,,150,,0,12,,,,,ENERGY,150,,,1,,,0,0,0,0,,700,,,,,,SYSTEM,,,prv Starworks,,Anti Flux,,,,,,,,,,87137
Subspace Charge,prv_frasare_bomb,0,,100,500,,750,,10,0,,1,,,FRAGMENTATION,450,,0,1,1,,0,0,0,0,,50,20,7,150,,,"DO_NOT_AIM, ANTI_FTR, PD_ONLY, SYSTEM","energy0, prv_fragsoup",,prv Starworks,,Vengeance (Area),,,,,"Detonated if the fighter is destroyed, generating %s anomalies which deals %s fragmentation damage per second for %s seconds to anything caught in the area.",2 | 200 | 4,,,TRUE,87107
EMP Cluster Minelayer,prv_mine_emp_cluster,0,,75000,1000,,150,750,15,30,,60,,,ENERGY,0,,0,8,5,0.33,0,0,0,0,,150,50,20,220,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87138
Gravity Well,prv_mine_gravitywell,0,,150000,1500,,450,,50,30,,15,,,KINETIC,0,,0,10,1,,0,0,0,0,,150,50,20,330,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87140
Disruption Minelayer,prv_mine_disruption,0,,150000,1500,,4000,,15,30,,9,,,FRAGMENTATION,0,,0,9,1,,0,0,0,0,,150,50,20,500,,,"SYSTEM, BOMB",,,,,,,,,,,,,,,87141
