name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Macrolloy,xlu_macrolloy,Weapon Platform,XLU,xlu_curatoroverloader,17,8000,1100,9000,,500,150,,50,50,25,15,12,1500,FRONT,,120,0.4,1.4,,,120,180,120,180,6,30,8,87500,4,12,480,0.25,30,30,,,,,,,,"xlu_bp, xlu_basic_bp, merc",,0.4,2,4,,402
Duralumin,xlu_duralumin,Raid Cruiser,XLU,ammofeed,14,10000,900,10000,,650,130,,60,50,20,15,25,1350,FRONT,,240,0.4,1.2,,,120,750,150,200,8,25,8,90000,4,10,540,0.25,22,22,,,,,,,TRANSPORT,"xlu_bp, xlu_basic_bp, merc",,0.5,2,4,,403
Carbide,xlu_carbide,Cruiser,XLU,flarelauncher_active,16,7000,1100,9000,,600,125,1,45,25,15,20,8,1200,OMNI,,90,0.3,1.4,,,80,150,650,240,6,40,8,70000,3,12,360,0.25,21,21,,,,,,,"FREIGHTER, CARRIER, COMBAT, NO_AUTO_ESCORT","xlu_bp, xlu_basic_bp",,0.5,2,4,,404
Colossus (XLU),xlu_colossus,Carrier,XLU,flarelauncher_active,15,7000,800,8000,,400,100,3,40,20,15,15,9,1600,FRONT,,150,0.5,1,,,150,300,300,160,4,40,8,85000,3,20,480,0.25,20,20,,,,,,,CARRIER,"xlu_bp, xlu_heavy_bp, xlu_colossus",,0.6,2,4,,405
Oxide,xlu_oxide,Armored Tanker,XLU,xlu_drone_oxide,10,9000,800,6000,,300,110,,40,25,10,15,10,1700,OMNI,,90,0.5,1,,,50,70,60,1050,3.5,300,8,72000,3,16,360,0.25,10,10,,,131.25,300,,,"CIVILIAN, TANKER","xlu_bp, xlu_basic_bp, xlu_colossus",,0.6,2,3,,406
Scheelite,xlu_scheelite,Exploration Rig,XLU,flarelauncher,10,6000,1300,4000,,300,110,1,50,25,10,15,15,800,NONE,,0,0,0,,,50,100,150,200,5,40,8,52000,4,20,360,0.25,14,14,,,,,,,CIVILIAN,"xlu_bp, xlu_heavy_bp",,0.6,2,4,,407
Starcrusher,xlu_starcrusher,Luxury Gunboat,XLU,xlu_vectorpunch,12,8000,800,8000,,400,130,1,50,25,10,15,8,750,FRONT,,120,0.4,1.2,,,160,400,300,240,6,40,8,90000,3,10,480,0.25,24,24,,,,,,,,"xlu_bp, xlu_basic_bp, merc",,0.6,2,3,,408
Starliner (Limited),xlu_starliner,Luxury Liner,Low Tech,burndrive,6,5000,150,1200,,80,20,,60,30,15,15,20,750,FRONT,,150,0.5,1.2,,,50,1600,400,120,3,40,8,250000,3,20,480,0.25,8,8,,,,,200,533.33,"CIVILIAN, LINER","req_military, xlu_rare_bp",,0.6,2,3,,409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaolinite,xlu_kaolinite,Battleship,Low Tech,burndrive,25,15000,1850,16000,,700,280,,50,25,22,15,10,3200,FRONT,,120,0.3,1,,,400,1200,500,600,15,45,7,350000,3,12,720,0.25,35,35,,,,,,,,"xlu_bp, xlu_basic_bp, merc",,0.6,2,4,,500
Pumpmaster,xlu_pumpmaster,Fast Battleship,Pirate,orion_device,25,15000,1700,16000,,700,250,,40,20,20,13,9,3200,FRONT,,120,0.3,1.2,,,400,600,500,600,15,45,8,350000,3,12,720,0.25,35,35,,,,,,,,rare_bp,,0.6,2,4,,500.01
Kaolinite (XLU),xlu_kaolinite_x,Fast Battleship,XLU,xlu_vectorpunch,30,15000,1850,17500,,750,290,,40,22,18,11,8,3400,FRONT,,120,0.3,1,,,450,1350,550,600,15,45,8,400000,3,12,720,0.25,45,45,,,,,,,,"req_military, xlu_bp, xlu_heavy_bp",,0.7,3,5,,500.02
Pyridoxate,xlu_pyridoxate,Supercarrier,XLU,xlu_ullanaghdrive,38,20000,1500,14000,,500,300,6,25,10,10,4,2,4600,FRONT,,240,0.4,1.2,,,800,1250,400,500,25,20,7,450000,3,10,720,0.25,68,68,,,,,,,"CARRIER, COMBAT","xlu_bp, rare_bp, req_military",,0.6,2,4,,501
Gadolinite,xlu_gadolinite,Warsentinel,XLU,reservewing,34,15000,2250,8000,,1000,320,2,20,10,6,9,5,8000,NONE,,0,0,0,,,700,1000,600,720,16,45,7,425000,3,10,720,0.25,60,60,,,,,,,"SHIP_WITH_MODULES, CARRIER, COMBAT, NO_AUTO_ESCORT","xlu_bp, xlu_heavy_bp",,0.7,3,5,,502
,xlu_gadolinite_shield,Platform,,,0,2000,1000,12000,,750,100,,0,0,0,10,10,1000,OMNI,,120,0.3,1,,,0,0,0,0,0,0,0,100000,2,10,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.7,2,3,,502.001
Diaboleite,xlu_diaboleite,Battlecruiser,XLU,xlu_frenziedfeed,26,12000,1500,14000,,600,260,2,60,40,30,15,7,3500,FRONT,,240,0.3,1.2,,,450,600,800,760,19,40,7,350000,3,12,720,0.25,40,40,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","req_military, xlu_rare_bp, rare_bp",,0.7,3,5,,503
Tritanite,xlu_tritanite,Warship,XLU,highenergyfocus,27,14000,1350,12000,,600,340,,45,24,18,7,5,3000,FRONT,,240,0.4,1,,,500,600,600,750,18,41.67,8,400000,3,20,720,0.25,60,60,,,,,,,,"xlu_rare_bp, rare_bp",,0.7,3,5,,504
Onslaught (XLU),xlu_onslaught,Battleship,XLU,burndrive,30,20000,1750,16000,,600,310,,25,10,8,4,2.5,3800,FRONT,,150,0.4,1.2,,,600,1300,350,480,16,30,7,420000,3,12,720,0.25,54,54,,,,,,,,"xlu_rare_bp, rare_bp",,0.6,2,4,,505
Chrominus,xlu_chrominus,Arsenal Ship,XLU,xlu_gyrothrust,26,12000,1400,15000,,700,280,1,50,25,12,15,6,3000,FRONT,,240,0.5,1.2,,,300,450,1600,600,15,40,8,400000,2,12,720,0.25,45,45,,,,,,,,"xlu_bp, xlu_heavy_bp",,0.7,3,5,,506
Rhodochrosite,xlu_rhodochrosite,Dreadfreight,XLU,reservewing,26,16000,1400,12000,,600,220,2,30,7,2,3,1,6000,OMNI,,90,0.5,0.9,,,450,1000,4000,1500,20,75,7,345000,2,15,720,0.25,40,40,111.11,200,,,,,"SHIP_WITH_MODULES, CIVILIAN, FREIGHTER, CARRIER, COMBAT, NO_AUTO_ESCORT","req_military, xlu_bp, rare_bp, xlu_colossus",,0.7,3,5,,507
,xlu_rhodochrosite_e_l,Engine Block,,damper,1,6000,900,6000,,300,90,,0,0,0,10,10,750,FRONT,,180,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,507.001
,xlu_rhodochrosite_e_r,Engine Block,,damper,1,6000,900,6000,,300,90,,0,0,0,10,10,750,FRONT,,180,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,507.002
,xlu_rhodochrosite_rear,Segment,,reservewing,1,8000,1000,8000,,400,100,2,0,0,0,10,10,1500,FRONT,,240,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,507.003
Anthracite,xlu_anthracite,Juggernaught,XLU,burndrive,60,27000,2000,24000,,900,365,,25,6,2.5,3,1.2,7400,FRONT,,180,0.4,1,,,1150,1650,700,800,32,25,7,800000,2,10,840,0.25,90,90,,,,,,,SHIP_WITH_MODULES,"req_military, xlu_bp, rare_bp",0.5,0.7,4,6,,508.1
,xlu_anthracite_left,Platform,,,0,12000,1600,10000,,500,125,1,30,9,5,8,3,3000,NONE,,0,0,0,,,0,0,0,0,0,0,0,100000,2,10,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.7,4,6,,508.101
,xlu_anthracite_right,Platform,,,0,12000,1600,10000,,500,125,1,30,9,5,8,3,3000,NONE,,0,0,0,,,0,0,0,0,0,0,0,100000,2,10,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.7,4,6,,508.102
Uranium,xlu_uranium,Supertanker,XLU,burndrive,26,26000,1300,12000,,600,200,,30,10,5,3,1.5,7200,OMNI,,120,0.5,1.2,,,350,600,800,10500,21,500,6,400000,2,20,840,0.25,36,36,,,350,500,,,"SHIP_WITH_MODULES, CIVILIAN, TANKER","req_military, xlu_bp, rare_bp",0.5,0.75,4,6,,509
,xlu_uranium_left_gun,Segment,,,1,5000,800,4000,,300,90,,0,0,0,10,10,600,FRONT,,180,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,509.001
,xlu_uranium_right_gun,Segment,,,1,4000,600,4000,,300,80,,0,0,0,10,10,500,FRONT,,180,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,509.002
,xlu_uranium_side_plat,Segment,,,1,3000,700,4000,,300,70,,0,0,0,10,10,450,FRONT,,180,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,509.003
,xlu_uranium_side_hangar,Segment,,,1,8000,900,4000,,200,110,3,0,0,0,10,10,900,FRONT,,180,0.2,1,,,0,0,0,0,1,0,,50000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,509.004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kite (Litho),xlu_kite,Combat Shuttle,Litho Corps,maneuveringjets,6,1500,200,2500,,200,45,,140,150,75,45,85,120,OMNI,,150,0.2,0.7,,,5,30,50,30,1,30,9,12000,5,20,240,0.25,4,4,,,,,,,,"no_drop, req_military, xlu_bp, xlu_litho_bp",,0.75,2,2,,205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butane (Litho),xlu_butane_litho,Destroyer,Litho Corps,xlu_vectorpunch,10,2500,400,6000,,500,90,,100,80,50,45,50,350,OMNI,,120,0.2,0.7,,,20,30,50,90,2,45,9,50000,5,15,300,0.25,11,11,,,,,,,,"no_drop, req_military, xlu_bp, xlu_litho_bp",,0.5,2,3,,302.001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossus (Litho),xlu_colossus_litho,Heavy Cruiser,Litho Corps,displacer,16,10000,1350,16000,,950,150,,50,35,25,18,15,1600,OMNI,,120,0.3,0.6,,,120,200,250,240,4,60,8,200000,4,12,540,0.25,24,24,,,,,,,,"no_drop, req_military, xlu_bp, xlu_litho_bp",,0.6,2,3,,406.001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaolinite (Litho),xlu_kaolinite_litho,Fast Battleship,Litho Corps,microburn,30,15000,1700,24000,,1200,330,,60,30,20,15,8,3500,OMNI,,120,0.3,0.7,,,400,1000,550,600,15,45,8,700000,3,12,720,0.25,45,45,,,,,,,,"no_drop, req_military, xlu_bp, xlu_litho_bp",,0.7,3,5,,500.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tin (XL),xlu_tin_forty,Gun Frigate,XL Ultra,xlu_vectorpunch,6,2500,400,3000,,300,40,,120,90,60,60,45,300,FRONT,,240,0.4,1.2,,,20,60,50,60,2,30,10,50000,8,15,240,0.25,7,7,,,,,,,,"no_drop, xlu_40_bp, req_military",0.5,0.7,3,3,,200
Calc,xlu_calc,Frigate,XL Ultra,xlu_busterfeed,8,3000,400,4000,,350,60,1,120,120,100,60,100,300,OMNI,,120,0.2,1.2,,,25,50,50,40,1,40,11,80000,8,15,180,0.25,10,10,,,,,,,,"no_drop, xlu_40_bp, req_military",0.5,0.5,2,2,,206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Espron (XL),xlu_espron_forty,Heavy Monitor,XL Ultra,xlu_frenziedfeed,14,4000,1100,8000,,550,90,,70,50,30,30,15,500,FRONT,,240,0.4,1.2,,,80,140,130,75,3,25,9,125000,5,10,360,0.25,17,17,,,,,,,,"no_drop, xlu_40_bp, req_military",0.75,0.8,3,4,,300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Azurim,xlu_azurim,Blockade Cruiser,XL Ultra,xlu_gyrothrust,16,8000,1400,9000,,500,180,,70,30,20,18,8,1650,OMNI,,90,0.4,1.2,,,150,300,300,240,6,40,8,300000,3,12,630,0.25,31,31,,,,,,,SHIP_WITH_MODULES,"no_drop, xlu_40_bp, req_military",0.5,0.8,2,4,,400
,xlu_azurim_m,Multiplatform,,,1,4000,800,6000,,400,40,,0,0,0,10,10,750,NONE,,0,0,0,,,0,0,0,0,1,0,,50000,,1,,,0, ,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,2,,400
Duralumin (XL),xlu_duralumin_forty,Ironclad Cruiser,XL Ultra,ammofeed,19,10000,1200,12000,,750,170,,70,50,20,15,25,1700,OMNI,,120,0.4,1.2,,,200,450,250,200,8,25,8,350000,4,10,630,0.25,26,26,,,,,,,,"no_drop, xlu_40_bp, req_military",0.5,0.8,3,5,,401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Manganate,xlu_manganate,Dreadnought,XL Ultra,xlu_gyrothrust,42,18000,1750,24000,,1500,370,2,60,25,15,8,3,3500,OMNI,,90,0.4,1.2,,,600,1000,500,500,20,25,8,1000000,3,15,900,0.25,70,70,,,,,,,,"no_drop, xlu_40_bp, req_military",1,0.9,3,6,,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital Station,xlu_station_level1,Orbital Station,,,100,60000,1600,1000,2500,100,0,,30,200,200,3,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,50,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,600
Battlestation,xlu_station_level2,Battlestation,,,200,120000,2000,1000,2500,100,0,,30,200,200,3,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,75,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,601
Star Fortress,xlu_station_level3,Star Fortress,,xlu_drone_station,400,180000,2400,1000,2500,100,0,,30,200,200,3,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,100,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,xlu_station_armor,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.01
,xlu_station_bastion_armor,Station Armour,,,1,7500,1500,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.02
,xlu_station_blocker_armor_left,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.03
,xlu_station_blocker_armor_right,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.04
,xlu_station_hangar_armor_left,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.05
,xlu_station_hangar_armor_right,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.06
,xlu_station_missile_armor_left,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.07
,xlu_station_missile_armor_right,Station Armour,,,1,5000,1250,0,,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,3,,700.08
,xlu_station_bastion_module,Battle Bastion Module,,forgevats_station,1,35000,1750,30000,,1500,1000,,0,0,0,10,10,4000,FRONT,,120,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,700.2
,xlu_station_missile_module,Missile Battery Module,,forgevats_station,1,12000,1250,25000,,1500,1000,,0,0,0,10,10,3500,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,700.21
,xlu_station_hangar_module,Compartment Hangar Module,,forgevats_station,1,15000,1250,10000,,400,1000,2,0,0,0,10,10,2500,FRONT,,100,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,700.22
,xlu_station_blocker_left,Armored Docking Guard,,forgevats_station,1,12000,1500,10000,,400,1000,,0,0,0,10,10,240,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,700.23
,xlu_station_blocker_right,Armored Docking Guard,,forgevats_station,1,12000,1500,10000,,400,1000,,0,0,0,10,10,240,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,700.24
